"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","pavlovia","0","2","0.0-0.0","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","instructions","1","840","0.0-1.0","[{""page_index"":0,""viewing_time"":837}]","837","","","","","","","",""
"fullscreenexit","2","2675","fullscreenexit","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","fullscreen","2","3452","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","image-keyboard-response","3","4255","0.0-3.0-0.0","","801","","","32","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","instructions","4","115853","0.0-4.0","[{""page_index"":0,""viewing_time"":19641},{""page_index"":1,""viewing_time"":15031},{""page_index"":2,""viewing_time"":10912},{""page_index"":3,""viewing_time"":10208},{""page_index"":4,""viewing_time"":23261},{""page_index"":5,""viewing_time"":14153},{""page_index"":6,""viewing_time"":4396},{""page_index"":7,""viewing_time"":13740}]","111343","","","","","","","",""
"","","","decision","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","5","138613","0.0-5.0-1.0","","22754","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","16","your closest friends","1/2 or 50%","","50"
"","","","decision","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","6","152812","0.0-5.0-1.1","","14193","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","4","your acquaintances","1/4 or 25%","","50"
"","","","decision","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","7","169295","0.0-5.0-1.2","","16480","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","58","your high school classmates","3/4 or 75%","","50"
