"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","","","","","","","","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","pavlovia","0","13","0.0-0.0","","","","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","instructions","1","1778","0.0-1.0","[{""page_index"":0,""viewing_time"":1763}]","1763","","","","","","","",""
"fullscreenexit","2","4831","fullscreenexit","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","","","","","","","","","","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","fullscreen","2","5832","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","image-keyboard-response","3","6840","0.0-3.0-0.0","","1002","","","32","","","","",""
"","","","","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","instructions","4","191472","0.0-4.0","[{""page_index"":0,""viewing_time"":42984},{""page_index"":1,""viewing_time"":26590},{""page_index"":2,""viewing_time"":18826},{""page_index"":3,""viewing_time"":44968},{""page_index"":4,""viewing_time"":8867},{""page_index"":5,""viewing_time"":10209},{""page_index"":6,""viewing_time"":13335},{""page_index"":7,""viewing_time"":18595}]","184374","","","","","","","",""
"","","","decision","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","html-slider-response","5","217435","0.0-5.0-1.0","","25953","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","32","your acquaintances","2/3 or 67%","","50"
"","","","decision","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","html-slider-response","6","229691","0.0-5.0-1.1","","12249","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","19","your closest friends","1/2 or 50%","","50"
"","","","decision","63d9f41910c61f3eb102079f","bdp_bc","Sat Apr 01 2023 19:08:01 GMT-0500 (Central Daylight Time)","361222","html-slider-response","7","236496","0.0-5.0-1.2","","6800","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","9","your high school classmates","1/4 or 25%","","50"
