"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","pavlovia","0","1","0.0-0.0","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","instructions","1","944","0.0-1.0","[{""page_index"":0,""viewing_time"":943}]","943","","","","","","","",""
"fullscreenexit","2","2889","fullscreenexit","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","fullscreen","2","3881","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","image-keyboard-response","3","5300","0.0-3.0-0.0","","1418","","","32","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","instructions","4","191796","0.0-4.0","[{""page_index"":0,""viewing_time"":61420},{""page_index"":1,""viewing_time"":55196},{""page_index"":2,""viewing_time"":11064},{""page_index"":3,""viewing_time"":8167},{""page_index"":4,""viewing_time"":18594},{""page_index"":5,""viewing_time"":6201},{""page_index"":6,""viewing_time"":5174},{""page_index"":7,""viewing_time"":20429}]","186245","","","","","","","",""
"","","","decision","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","html-slider-response","5","215130","0.0-5.0-1.0","","23333","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","3","other prolific workers","2/3 or 67%","","50"
"","","","decision","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","html-slider-response","6","228203","0.0-5.0-1.1","","13070","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","1","complete strangers","1/3 or 33%","","50"
"","","","decision","6320e37620d067c7d322246a","bdp_bc","Mon Apr 10 2023 21:32:23 GMT-0400 (Eastern Daylight Time)","316666","html-slider-response","7","235882","0.0-5.0-1.2","","7679","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","1","your closest friends","1/4 or 25%","","50"
