"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","response","stimulus","group","fraction","maxAmt","sliderStart","numBlurs","key_press"
"pavlovia","0","2","0.0-0.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","","","","","","","","","","","","",""
"instructions","1","1722","0.0-1.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","[{""page_index"":0,""viewing_time"":1719}]","1720","","","","","","","","","","","","",""
"","","","","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","fullscreenenter","2","3106","fullscreenenter","","","","","","","","",""
"fullscreen","2","4088","0.0-2.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","","","","","true","","","","","","","",""
"instructions","3","91539","0.0-4.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","[{""page_index"":0,""viewing_time"":10863},{""page_index"":1,""viewing_time"":21781},{""page_index"":2,""viewing_time"":10215},{""page_index"":3,""viewing_time"":958},{""page_index"":4,""viewing_time"":2273},{""page_index"":5,""viewing_time"":1521},{""page_index"":6,""viewing_time"":1895},{""page_index"":7,""viewing_time"":37943}]","87450","","","","","","","","","","","","",""
"html-slider-response","4","314522","0.0-5.0-1.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","222979","","","","decision","","39","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","complete strangers","3/4 or 75%","","50","",""
"","","","","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","blur","5","936990","blurevent","","","","","","","","1",""
"","","","","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","focus","5","4204622","focusevent","","","","","","","","",""
"html-slider-response","5","4215454","0.0-5.0-1.1","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3900928","blur","5","936990","decision","","32","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","your acquaintances","1/3 or 33%","","50","1",""
"image-keyboard-response","6","4221138","0.0-5.0-0.2-0.2","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","5680","","","","blurwarn","","","","","","","","1","49"
"html-slider-response","7","4224764","0.0-5.0-1.2","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3361","","","","decision","","50","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","your high school classmates","1/2 or 50%","","50","",""
"html-slider-response","8","4228474","0.0-5.0-1.3","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3707","","","","decision","","24","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","other prolific workers","1/4 or 25%","","50","",""
"html-slider-response","9","4233077","0.0-5.0-1.4","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","4600","","","","decision","","68","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","your closest friends","2/3 or 67%","","50","",""
"instructions","10","4235219","0.0-6.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","[{""page_index"":0,""viewing_time"":2141}]","2141","","","","","","","","","","","","",""
"html-slider-response","11","4242310","0.0-7.0-1.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","7088","","","","simRating","","3","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","your closest friends","","","","",""
"html-slider-response","12","4246076","0.0-7.0-1.1","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3762","","","","simRating","","4","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","complete strangers","","","","",""
"html-slider-response","13","4250901","0.0-7.0-1.2","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","4822","","","","simRating","","4","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","your high school classmates","","","","",""
"html-slider-response","14","4254657","0.0-7.0-1.3","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3753","","","","simRating","","4","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","your acquaintances","","","","",""
"html-slider-response","15","4258381","0.0-7.0-1.4","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3721","","","","simRating","","2","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","other prolific workers","","","","",""
"instructions","16","4263348","0.0-8.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","[{""page_index"":0,""viewing_time"":4966}]","4966","","","","","","","","","","","","",""
"html-slider-response","17","4269508","0.0-9.0-1.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","6157","","","","abilRating","","4","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","your acquaintances","","","","",""
"html-slider-response","18","4273448","0.0-9.0-1.1","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3937","","","","abilRating","","4","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","other prolific workers","","","","",""
"html-slider-response","19","4293260","0.0-9.0-1.2","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","19811","","","","abilRating","","4","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","your closest friends","","","","",""
"html-slider-response","20","4296970","0.0-9.0-1.3","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","3706","","","","abilRating","","3","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","your high school classmates","","","","",""
"html-slider-response","21","4306068","0.0-9.0-1.4","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","9096","","","","abilRating","","3","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","complete strangers","","","","",""
"","","","","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","fullscreenexit","22","4306074","fullscreenexit","","","","","","","","",""
"fullscreen","22","4307080","0.0-10.0","61010ed79b9d528dcd376bc7","bdp_bc","Sat Apr 15 2023 00:48:18 GMT-0400 (Eastern Daylight Time)","4307081","","","","","","","true","","","","","","","",""
"html-keyboard-response","23","4307592","0.0-11.0","","","","","","null","","","","","","","","","","","","","null"
