"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","","","","","","","","","","","","","",""
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","pavlovia","0","2","0.0-0.0","","","","","","","","","",""
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","instructions","1","2486","0.0-1.0","[{""page_index"":0,""viewing_time"":2483}]","2483","","","","","","","",""
"fullscreenexit","2","4543","fullscreenexit","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","","","","","","","","","","","","","",""
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","fullscreen","2","5530","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","image-keyboard-response","3","6545","0.0-3.0-0.0","","1013","","","32","","","","",""
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","instructions","4","185053","0.0-4.0","[{""page_index"":0,""viewing_time"":45561},{""page_index"":1,""viewing_time"":18360},{""page_index"":2,""viewing_time"":27249},{""page_index"":3,""viewing_time"":47106},{""page_index"":4,""viewing_time"":10273},{""page_index"":5,""viewing_time"":15911},{""page_index"":6,""viewing_time"":5489},{""page_index"":7,""viewing_time"":8306}]","178255","","","","","","","",""
"","","","decision","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","5","217930","0.0-5.0-1.0","","32874","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","28","your closest friends","2/3 or 67%","","50"
"","","","decision","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","6","235666","0.0-5.0-1.1","","17734","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","14","complete strangers","1/3 or 33%","","50"
"","","","decision","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","7","244404","0.0-5.0-1.2","","8737","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","24","other prolific workers","1/2 or 50%","","50"
"","","","decision","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","8","262945","0.0-5.0-1.3","","18539","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","11","your high school classmates","1/4 or 25%","","50"
"","","","decision","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","9","277435","0.0-5.0-1.4","","14488","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","34","your acquaintances","3/4 or 75%","","50"
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","instructions","10","287215","0.0-6.0","[{""page_index"":0,""viewing_time"":9779}]","9779","","","","","","","",""
"","","","simRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","11","298725","0.0-7.0-1.0","","11508","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","your high school classmates","","",""
"","","","simRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","12","306509","0.0-7.0-1.1","","7782","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","your acquaintances","","",""
"","","","simRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","13","310152","0.0-7.0-1.2","","3642","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","complete strangers","","",""
"","","","simRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","14","315319","0.0-7.0-1.3","","5166","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your closest friends","","",""
"","","","simRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","15","319531","0.0-7.0-1.4","","4211","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","other prolific workers","","",""
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","instructions","16","324748","0.0-8.0","[{""page_index"":0,""viewing_time"":5215}]","5216","","","","","","","",""
"","","","abilRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","17","334036","0.0-9.0-1.0","","9287","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","your closest friends","","",""
"","","","abilRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","18","337507","0.0-9.0-1.1","","3470","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","your high school classmates","","",""
"","","","abilRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","19","340339","0.0-9.0-1.2","","2832","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","complete strangers","","",""
"","","","abilRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","20","343053","0.0-9.0-1.3","","2713","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","your acquaintances","","",""
"","","","abilRating","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","html-slider-response","21","346300","0.0-9.0-1.4","","3246","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","other prolific workers","","",""
"fullscreenexit","22","346319","fullscreenexit","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","","","","","","","","","","","","","",""
"","","","","lempert4","bdp_bc","Fri Feb 24 2023 10:24:34 GMT-0500 (Eastern Standard Time)","347302","fullscreen","22","347302","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","347804","0.0-11.0","","null","","","null","","","","",""
