"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","pavlovia","0","2","0.0-0.0","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","instructions","1","3027","0.0-1.0","[{""page_index"":0,""viewing_time"":3025}]","3025","","","","","","","",""
"fullscreenexit","2","5780","fullscreenexit","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","fullscreen","2","6570","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","image-keyboard-response","3","7803","0.0-3.0-0.0","","1229","","","32","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","instructions","4","158497","0.0-4.0","[{""page_index"":0,""viewing_time"":44247},{""page_index"":1,""viewing_time"":37566},{""page_index"":2,""viewing_time"":15956},{""page_index"":3,""viewing_time"":10026},{""page_index"":4,""viewing_time"":15115},{""page_index"":5,""viewing_time"":4124},{""page_index"":6,""viewing_time"":8920},{""page_index"":7,""viewing_time"":14476}]","150430","","","","","","","",""
"","","","decision","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","5","205568","0.0-5.0-1.0","","47066","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","15","your high school classmates","1/3 or 33%","","50"
"","","","decision","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","6","217543","0.0-5.0-1.1","","11974","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","9","complete strangers","1/4 or 25%","","50"
"","","","decision","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","7","226864","0.0-5.0-1.2","","9320","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","38","other prolific workers","3/4 or 75%","","50"
"","","","decision","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","8","242571","0.0-5.0-1.3","","15706","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","47","your acquaintances","2/3 or 67%","","50"
"","","","decision","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","9","254846","0.0-5.0-1.4","","12273","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","45","your closest friends","1/2 or 50%","","50"
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","instructions","10","260279","0.0-6.0","[{""page_index"":0,""viewing_time"":5433}]","5433","","","","","","","",""
"","","","simRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","11","270651","0.0-7.0-1.0","","10371","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","complete strangers","","",""
"","","","simRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","12","276536","0.0-7.0-1.1","","5883","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your closest friends","","",""
"","","","simRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","13","280214","0.0-7.0-1.2","","3676","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","other prolific workers","","",""
"","","","simRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","14","287798","0.0-7.0-1.3","","7583","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","your high school classmates","","",""
"","","","simRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","15","290338","0.0-7.0-1.4","","2538","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","your acquaintances","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","instructions","16","294880","0.0-8.0","[{""page_index"":0,""viewing_time"":4541}]","4542","","","","","","","",""
"","","","abilRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","17","300528","0.0-9.0-1.0","","5648","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","other prolific workers","","",""
"","","","abilRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","18","304206","0.0-9.0-1.1","","3677","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your acquaintances","","",""
"","","","abilRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","19","309466","0.0-9.0-1.2","","5260","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","complete strangers","","",""
"","","","abilRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","20","314082","0.0-9.0-1.3","","4614","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your high school classmates","","",""
"","","","abilRating","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","html-slider-response","21","318519","0.0-9.0-1.4","","4436","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your closest friends","","",""
"fullscreenexit","22","318744","fullscreenexit","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_bc","Sat Mar 25 2023 20:31:51 GMT-0400 (Eastern Daylight Time)","319522","fullscreen","22","319522","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","320024","0.0-11.0","","null","","","null","","","","",""
