"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","pavlovia","0","11","0.0-0.0","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","instructions","1","2227","0.0-1.0","[{""page_index"":0,""viewing_time"":2214}]","2214","","","","","","","",""
"fullscreenexit","2","6677","fullscreenexit","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","fullscreen","2","7435","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","image-keyboard-response","3","9118","0.0-3.0-0.0","","1678","","","32","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","instructions","4","35885","0.0-4.0","[{""page_index"":0,""viewing_time"":6461},{""page_index"":1,""viewing_time"":3503},{""page_index"":2,""viewing_time"":1881},{""page_index"":3,""viewing_time"":5473},{""page_index"":4,""viewing_time"":2767},{""page_index"":5,""viewing_time"":2937},{""page_index"":6,""viewing_time"":2587},{""page_index"":7,""viewing_time"":904}]","26514","","","","","","","",""
"","","","decision","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","html-slider-response","5","54878","0.0-5.0-1.0","","18985","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","24","your acquaintances","1/4 or 25%","","50"
"","","","decision","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","html-slider-response","6","63584","0.0-5.0-1.1","","8702","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","32","complete strangers","1/3 or 33%","","50"
"","","","decision","63e55887d67a5c7e32a678fa","bdp_bc","Sun Mar 26 2023 17:20:38 GMT-0500 (Central Daylight Time)","129474","html-slider-response","7","69116","0.0-5.0-1.2","","5527","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","50","your high school classmates","1/2 or 50%","","50"
