"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","pavlovia","0","2","0.0-0.0","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","instructions","1","646","0.0-1.0","[{""page_index"":0,""viewing_time"":643}]","643","","","","","","","",""
"fullscreenexit","2","2205","fullscreenexit","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","fullscreen","2","2995","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","image-keyboard-response","3","3832","0.0-3.0-0.0","","833","","","32","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","instructions","4","50765","0.0-4.0","[{""page_index"":0,""viewing_time"":5867},{""page_index"":1,""viewing_time"":9505},{""page_index"":2,""viewing_time"":9092},{""page_index"":3,""viewing_time"":4928},{""page_index"":4,""viewing_time"":2861},{""page_index"":5,""viewing_time"":4394},{""page_index"":6,""viewing_time"":2625},{""page_index"":7,""viewing_time"":7399}]","46672","","","","","","","",""
"","","","decision","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","html-slider-response","5","59960","0.0-5.0-1.0","","9190","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","50","complete strangers","1/2 or 50%","","50"
"","","","decision","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","html-slider-response","6","62268","0.0-5.0-1.1","","2306","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","50","your closest friends","1/3 or 33%","","50"
"","","","decision","582009dd87f6b90001f13e40","bdp_bc","Mon Mar 27 2023 09:05:47 GMT-0500 (Central Daylight Time)","121927","html-slider-response","7","68089","0.0-5.0-1.2","","5819","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","29","your high school classmates","3/4 or 75%","","50"
