"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","decision","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","9","150657","0.0-5.0-1.4","","7383","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","39","your closest friends","1/3 or 33%","","50"
"","","","","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","instructions","10","158283","0.0-6.0","[{""page_index"":0,""viewing_time"":7623}]","7623","","","","","","","",""
"","","","simRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","11","167620","0.0-7.0-1.0","","9336","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your acquaintances","","",""
"","","","simRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","12","174239","0.0-7.0-1.1","","6617","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","complete strangers","","",""
"","","","simRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","13","180244","0.0-7.0-1.2","","6002","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","other prolific workers","","",""
"","","","simRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","14","183979","0.0-7.0-1.3","","3734","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your closest friends","","",""
"","","","simRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","15","187939","0.0-7.0-1.4","","3959","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your high school classmates","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","instructions","16","193252","0.0-8.0","[{""page_index"":0,""viewing_time"":5312}]","5312","","","","","","","",""
"","","","abilRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","17","201413","0.0-9.0-1.0","","8160","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","other prolific workers","","",""
"","","","abilRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","18","205851","0.0-9.0-1.1","","4437","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your acquaintances","","",""
"","","","abilRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","19","209968","0.0-9.0-1.2","","4115","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your closest friends","","",""
"","","","abilRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","20","213027","0.0-9.0-1.3","","3056","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your high school classmates","","",""
"","","","abilRating","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","html-slider-response","21","216670","0.0-9.0-1.4","","3643","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","complete strangers","","",""
"fullscreenexit","22","216987","fullscreenexit","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_bc","Sat Mar 25 2023 19:04:38 GMT-0700 (Pacific Daylight Time)","217672","fullscreen","22","217672","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","218175","0.0-11.0","","null","","","null","","","","",""
