PROLIFIC_PID,distFromMedQA_lowMC_ltMADCutOff_goodSub,distFromMedQAAll_lowMC_ltMADCutOff_goodSub,Age,Race,HLS_ethnicity,BirthSex,Education,LEC-A_6,LEC-A_7,LEC-A_8,LEC-A_9,LEC-A_10,LEC-A_11,LEC-A_17,LEC-6-FU-Age,LEC-7-FU-Age,LEC-8-FU-Age,LEC-9-FU-Age,LEC-10-FU-Age,LEC-11-FU-Age,LEC-16-FU-Age,trust_rat_mean,trust_rat_std,trust_subjLR_bOC,trust_subjD_bOC,trust_subjNLL_bOC,trust_subjLRTp_bOC,trust_subjLR_3prm,trust_subjD_3prm,trust_subjp0_3prm,trust_subjNLL_3prm,trust_subjLRTp_3prm,trust_BIC_bOC,trust_BIC_3prm,lott_subjLR_bOC,lott_subjD_bOC,lott_subjNLL_bOC,lott_subjLRTp_bOC,lott_subjLR_3prm,lott_subjD_3prm,lott_subjp0_3prm,lott_subjNLL_3prm,lott_subjLRTp_3prm,lott_BIC_bOC,lott_BIC_3prm,trustDiscrim_fitOffset,trustDiscrim_fitScale,trustDiscrim_fitSlope
63ee5e103b44d07673cc8bd6,1,1,21,2,2,2,16,0,0,0,0,0,0,0,,,,,,,,3.833333333,1.99292534,0.327576045,0.999954602,182.3541457,8.64E-15,0.243628812,0.999954602,-1,179.8911277,7.09E-16,374.4738952,374.4306612,0.089242689,0.008721697,197.1460084,3.17E-08,0.123205854,4.54E-05,-0.674448402,195.1327592,4.00E-09,404.0576207,404.9139241,3.20731387,0.244463168,0.249999999
64141beda1cef49212be9b6c,0,0,36,3,2,1,16,0,0,0,0,0,0,0,,,,,,,,3.183333333,2.205475979,0.040419337,4.54E-05,207.8498036,0.002430749,0.017635782,4.54E-05,0.278242168,207.2327515,0.001242464,,,0.027673196,4.54E-05,209.8561797,0.022858196,0.012616658,0.999954602,0.606768778,206.9230996,0.000889071,,,3.069041308,1.930099195,-0.000822701
63210b26bd58960c97b47ddc,1,1,33,5,2,1,19,1,1,0,1,0,0,0,15,24,,12,,,,4.883333333,1.737830975,0.050048629,0.657857672,209.3480257,0.012807138,0.065115858,0.778794914,0.404786857,208.4644747,0.00477522,428.4616553,431.5773551,0.126589146,0.546029211,198.8691819,1.88E-07,0.16709133,0.640658707,1,194.9565016,3.33E-09,407.5039677,404.5614091,1,2.496312611,0.045560397
6414cd5e294152ef610c1272,1,1,24,3,2,1,16,1,1,0,1,1,0,1,19,13,,17,17,,22,4.016666667,2.494004109,0.030927046,0.738328437,211.2276035,0.118547869,0.047996777,0.999954602,0.686007791,207.7664616,0.002219312,432.2208108,430.181329,0.009031941,4.54E-05,211.9885574,0.338924835,0.00595191,0.999954602,0.304403308,210.6472612,0.057880929,433.7427187,435.9429282,1.87965366,0.490692681,-0.25
62acc04d0a7788636b0e9915,1,1,20,5,1,1,12,1,0,0,1,0,0,0,17,,,23,,,,2.183333333,1.780227244,0.604259541,0.999954602,132.5525456,1.26E-36,0.379570295,0.999954602,-1,126.7422222,3.65E-39,274.8706951,268.1328502,0.297919782,0.999954602,185.9669601,3.41E-13,0.036371085,0.999954602,-1,180.018229,8.06E-16,381.6995241,374.6848638,1.000000955,0.750070457,-0.007561238
61010ed79b9d528dcd376bc7,0,0,21,2,2,2,12,0,0,0,0,0,0,0,,,,,,,,1.15,0.480994732,0.390264839,0.999954602,171.2466136,1.11E-19,0.320715413,0.999954602,-1,168.9431793,1.08E-20,,,0.255000877,0.468447353,201.6513152,3.38E-06,0.182312696,0.557767981,1,197.9487494,7.26E-08,,,1.000003815,3.81E-06,-4.68E-17
63e885e4e1fc973179d56f63,1,1,41,5,2,2,14,0,0,0,0,0,0,0,,,,,,,,5.2,1.675344639,0.221527562,0.999954602,179.448856,4.52E-16,0.251878786,0.999954602,1,173.677626,1.30E-18,368.6633159,362.0036578,0.026295695,0.999954602,209.3383258,0.012667541,0.05924674,0.999954602,0.621220165,207.2437383,0.001257336,428.4422555,429.1358823,1.00000001,2.988790894,0.009680875
63f477547d2302b4346299f4,1,1,34,5,2,1,16,0,0,0,0,0,0,0,,,,,,,25,6.233333333,1.155189715,0.146654704,4.54E-05,189.3225948,1.04E-11,0.092406426,4.54E-05,0.588337979,187.878727,2.39E-12,388.4107935,390.4058598,0.334388157,4.54E-05,179.0978981,3.17E-16,4.54E-05,4.54E-05,1,165.0313599,2.08E-22,367.9614001,344.7111256,,,
6111803025c0b80658532a61,1,1,23,2,1,2,15,1,0,1,1,0,0,0,22,,22,17,,,,2.966666667,1.868260014,0.00653433,0.999954602,212.2596133,0.541708538,4.54E-05,0.999862479,-0.113535719,212.0200959,0.356151737,434.2848304,438.6885975,0.019544009,4.54E-05,211.2067453,0.115440296,4.54E-05,4.54E-05,0.276441168,209.9817378,0.026422845,432.1790945,434.6118813,2.53559784,0.212895964,-0.143879946
5efc1d4ee23e2a011ded073e,1,1,29,2,2,2,16,0,0,0,0,0,0,0,,,,,,,,4,1.02510851,0.008095701,4.54E-05,212.2938055,0.581386882,0.006532088,0.999954602,0.256961112,211.548984,0.180483176,434.3532148,437.7463737,0.000411039,0.000150915,212.4449861,0.967730255,0.00568795,0.999936886,0.097624901,212.3616829,0.681678045,434.6555761,439.3717716,3.102218765,0.159198834,0.25
641bb28bd1adb042a01a9d5f,1,1,27,3,2,2,18,0,0,1,1,0,0,0,,,18,18,,,,4.333333333,1.536743935,0.160453567,0.628992675,209.2072575,0.01092735,0.16226132,0.630536831,0.017787631,209.2061171,0.010913337,428.1801188,433.0606399,0.006485148,4.54E-05,212.2081496,0.490554555,0.002666254,0.999954602,0.174989301,211.7475186,0.23729842,434.181903,438.1434429,1.181818181,4,0.026783542
60fcf7102d7c9907d95a0920,1,1,25,5,2,2,18,0,0,0,0,0,0,0,,,,,,,,6.5,1.970115715,0.083164739,0.999954602,203.5842941,2.56E-05,0.055882531,0.999954602,-0.246304611,203.2290327,1.76E-05,416.9341921,421.1064712,0.703163986,0.594135559,184.8745848,1.12E-13,0.70311,0.594063902,-0.008542113,184.8744671,1.12E-13,379.5147734,384.39734,1,2.947538052,0.024545908
63eeaedb26e599e86e8f7929,1,1,22,5,2,2,16,0,0,1,1,0,0,0,,,22,23,,,,4.283333333,1.698370771,0.385258897,0.999954602,168.2873733,5.58E-21,0.433016539,0.999954602,-0.756249731,167.316346,2.09E-21,346.3403505,349.2810978,0.196758417,0.944650173,185.8650863,3.07E-13,0.176297319,0.8666534,-1,176.957708,3.62E-17,381.4957764,368.5638217,1.405748225,2.56350355,0.030600345
62b33e2a447824fbd0770025,1,1,26,2,2,2,13,0,0,0,0,0,0,0,,,,,,,,4.216666667,0.95831184,0.283185227,0.783868181,200.3362487,8.60E-07,0.206184166,0.721040567,-1,197.2066522,3.38E-08,410.4381013,409.0617101,0.192436638,0.999954602,190.8998112,5.22E-11,0.155619687,0.956818731,-0.799218361,188.7875211,6.04E-12,391.5652261,392.2234479,1.177890782,3.951036617,0.005838864
63b6cc23f13731158517f900,1,1,39,6,2,2,18,1,0,1,1,0,0,0,38,,28,21,,,,2.9,1.694457565,0.503194017,0.469211966,178.9206037,2.65E-16,0.519517784,0.484450844,1,176.6859928,2.75E-17,367.6068112,368.0203914,0.230616673,0.495220243,196.5717972,1.76E-08,0.211184698,0.558522718,0.973493852,194.0084698,1.26E-09,402.9091983,402.6653454,1.786030576,0.632484301,0.092387174
63ced96b01986b01ef133497,1,1,26,5,1,2,12,1,1,1,1,0,0,0,21,26,23,20,,,,5.383333333,1.66816317,0.071778875,4.54E-05,202.9772095,1.35E-05,4.54E-05,4.54E-05,0.712453477,198.0995882,8.48E-08,415.7200228,410.8475821,0.221281811,4.54E-05,180.7190225,1.64E-15,0.009925527,4.54E-05,1,174.687494,3.62E-18,371.2036488,364.0233937,2.360412556,0.188265797,-0.25
63f0fb9941434d10e8e4909b,1,1,44,6,2,1,13,1,1,0,1,0,0,0,18,30,30,21,,,,5.266666667,1.351291494,0.365049531,0.903411879,175.5601384,8.77E-18,0.404586037,0.924368903,0.855903369,174.2688439,2.37E-18,360.8858806,363.1860935,0.145102347,0.24246323,201.6028068,3.21E-06,0.122724651,0.292347869,0.350096298,201.1531502,2.01E-06,412.9712175,416.9547062,1.000008853,3.977292493,0.013299266
5cd10012174fc60016c10ffd,1,1,35,5,2,2,12,1,0,0,1,0,1,0,22,,,23,,23,,4.933333333,2.886947051,0.249556268,0.562707245,188.8722358,6.59E-12,0.269639229,0.587846135,0.520607869,188.1724974,3.23E-12,387.5100755,390.9934006,4.54E-05,0.999781832,212.4496277,1,4.54E-05,0.999945756,0.000509602,212.4496184,1,434.6648592,439.5476426,1.102272727,4,0.012120321
641359eb0e2dc93999637e35,1,1,38,3,2,2,16,0,0,0,0,0,0,0,,,,,,,,5.316666667,1.808564059,0.080488426,4.54E-05,201.744887,3.72E-06,4.54E-05,0.690736986,0.733530294,197.4065826,4.15E-08,413.2553779,409.461571,0.095854351,4.54E-05,195.812441,8.03E-09,0.082729027,4.54E-05,0.188404287,195.6221364,6.61E-09,401.3904859,405.8926786,1,3.37513092,0.008199364
63d2bc12a843f8466a8f83e0,1,1,30,5,2,2,16,0,0,1,1,0,0,0,,,12,32,,,,4.1,2.31209055,0.703325359,0.999954602,162.6018454,1.78E-23,0.679248084,0.999954602,0.914103486,161.5352732,6.08E-24,334.9692946,337.7189522,0.999954602,0.84287911,143.8856917,1.14E-31,0.999954602,0.842878304,-0.732542342,143.2022026,5.70E-32,297.5369872,301.052811,1,3.252443315,0.036238151
610b416fd4f5d1dcfaa28d7a,1,0,24,5,2,2,19,1,0,1,1,0,0,0,28,,25,23,,,,3.633333333,1.948199226,0.542080347,0.425137711,189.680989,1.50E-11,0.568415759,0.43801211,1,187.0387218,1.02E-12,389.1275819,388.7258493,0.864998355,0.569711176,177.2927542,5.08E-17,0.871146555,0.566923413,-1,175.3250631,6.91E-18,364.3511123,365.298532,1.034090909,4,0.034070954
63d9f31dba727de153019798,1,1,34,5,2,1,16,0,0,0,0,0,0,0,,,,,,,,6.8,1.581674719,0.251005798,4.54E-05,159.3604459,6.76E-25,0.048135886,4.54E-05,1,145.7458898,7.39E-31,328.4864956,306.1401854,0.338987552,4.54E-05,164.7040081,1.49E-22,4.54E-05,4.54E-05,1,148.3954829,1.07E-29,339.1736201,311.4393715,1.125,4,0.01758112
620bdd8ca922fc3f247f6c82,1,0,21,3,2,2,16,0,0,0,0,0,0,0,20,,,,,22,,4.783333333,1.785930576,0.114537393,0.841721993,198.0262598,7.86E-08,0.127855445,0.861934853,0.250413816,197.7610286,5.98E-08,405.8181233,410.170463,0.005463518,0.999954602,212.3438613,0.651602056,0.036403332,4.54E-05,-1,206.2838258,0.000447182,434.4533264,427.2160573,2.5852971,0.158951255,-0.25
