"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","3","0.0-0.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","4029","0.0-1.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","[{""page_index"":0,""viewing_time"":4024}]","4025","","","","","","","","","","","","","","","","",""
"","","","","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","","fullscreenenter","2","7892","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","8857","0.0-2.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","115719","0.0-4.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","[{""page_index"":0,""viewing_time"":27954},{""page_index"":1,""viewing_time"":33523},{""page_index"":2,""viewing_time"":25135},{""page_index"":3,""viewing_time"":8578},{""page_index"":4,""viewing_time"":11670}]","106860","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","116225","0.0-5.0-1.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","119230","0.0-5.0-2.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","6","123236","0.0-5.0-3.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","125385","0.0-5.0-4.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","2147","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchOutcome","i","","trustrating_stim/white_mw038.bmp","red","Keep","1"
"html-keyboard-response","8","125887","0.0-5.0-5.0","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","9","126390","0.0-5.0-1.1","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","10","127897","0.0-5.0-2.1","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw038.bmp","0","Match","e","1500","","","",""
"html-keyboard-response","11","131903","0.0-5.0-3.1","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","12","132871","0.0-5.0-4.1","60076a01cd735e262be7e2f9","bdp_wmem","Fri Feb 05 2021 15:31:46 GMT-0500 (Eastern Standard Time)","629895","Match,No Match","","965","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw038.bmp","0","Match","e","","trustrating_stim/white_mw038.bmp","red","Keep","1"
