"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","16","0.0-0.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","6698","0.0-1.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","[{""page_index"":0,""viewing_time"":6678}]","6678","","","","","","","","","","","","","","","","",""
"","","","","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","","fullscreenenter","2","10842","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","11834","0.0-2.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","185982","0.0-4.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","[{""page_index"":0,""viewing_time"":47849},{""page_index"":1,""viewing_time"":41132},{""page_index"":2,""viewing_time"":34531},{""page_index"":3,""viewing_time"":31187},{""page_index"":4,""viewing_time"":19448}]","174147","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","186486","0.0-5.0-1.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","187992","0.0-5.0-2.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw003.bmp","0","Match","e","1500","","","",""
"html-keyboard-response","6","191997","0.0-5.0-3.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","194080","0.0-5.0-4.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","2079","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw003.bmp","0","Match","e","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","8","194587","0.0-5.0-5.0","5fda9bf7c4ac4a756c224855","bdp_wmem","Fri Feb 05 2021 12:42:25 GMT-0700 (Mountain Standard Time)","748046","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
