"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","targFace","targCol","targOutcome","corr","numBlurs"
"html-keyboard-response","50","266800","0.0-7.0-4.1","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","1051","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw033.bmp","0,1","noMatchOutcome","i","trustrating_stim/white_mw099.bmp","green","Share","0",""
"html-keyboard-response","51","267001","0.0-7.0-5.1","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","52","267504","0.0-7.0-6.1","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","53","267806","0.0-7.0-1.2","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","54","269312","0.0-7.0-2.2","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw089.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw089.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","","","","",""
"html-keyboard-response","55","271315","0.0-7.0-3.2","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","56","271715","0.0-7.0-4.2","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","400","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw089.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","2","trustrating_stim/white_mw089.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","trustrating_stim/white_mw099.bmp","green","Share","0",""
"html-keyboard-response","57","271917","0.0-7.0-5.2","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw089.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","58","272419","0.0-7.0-6.2","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","59","272721","0.0-7.0-1.3","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","60","274227","0.0-7.0-2.3","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw084.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw084.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp","0,0,1,1","Match","e","","","","",""
"html-keyboard-response","61","276232","0.0-7.0-3.3","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","62","277750","0.0-7.0-4.3","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","1517","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","4","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw084.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp","0,0,1,1","Match","e","trustrating_stim/white_mw099.bmp","green","Share","0",""
"html-keyboard-response","63","277955","0.0-7.0-5.3","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","64","278461","0.0-7.0-6.3","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","65","278762","0.0-7.0-1.4","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","66","280264","0.0-7.0-2.4","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw046.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw046.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp","0,0,1,1","Match","e","","","","",""
"html-keyboard-response","67","282265","0.0-7.0-3.4","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","68","283228","0.0-7.0-4.4","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","959","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw046.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","4","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw046.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp","0,0,1,1","Match","e","trustrating_stim/white_mw099.bmp","green","Share","1",""
"html-keyboard-response","69","283432","0.0-7.0-5.4","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw046.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","70","283935","0.0-7.0-6.4","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","71","284237","0.0-7.0-1.5","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","72","285741","0.0-7.0-2.5","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw099.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw035.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw089.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw084.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw099.bmp,trustrating_stim/white_mw035.bmp,trustrating_stim/white_mw089.bmp,trustrating_stim/white_mw084.bmp","1,0,1,0","noMatchFace","i","","","","",""
"html-keyboard-response","73","287746","0.0-7.0-3.5","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","74","288669","0.0-7.0-4.5","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","921","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","4","trustrating_stim/white_mw099.bmp,trustrating_stim/white_mw035.bmp,trustrating_stim/white_mw089.bmp,trustrating_stim/white_mw084.bmp","1,0,1,0","noMatchFace","i","trustrating_stim/white_mw099.bmp","green","Share","1",""
"html-keyboard-response","75","288872","0.0-7.0-5.5","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","76","289377","0.0-7.0-6.5","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","77","289681","0.0-7.0-1.6","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","78","291184","0.0-7.0-2.6","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv6'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw084.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw071.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw046.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","6","trustrating_stim/white_mw084.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp,trustrating_stim/white_mw071.bmp,trustrating_stim/white_mw046.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_00785_941205_fb_edt.bmp","0,1,1,0,0,1","noMatchFace","i","","","","",""
"html-keyboard-response","79","293190","0.0-7.0-3.6","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","80","295103","0.0-7.0-4.6","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","1911","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw035.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","6","trustrating_stim/white_mw084.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp,trustrating_stim/white_mw071.bmp,trustrating_stim/white_mw046.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_00785_941205_fb_edt.bmp","0,1,1,0,0,1","noMatchFace","i","trustrating_stim/white_mw099.bmp","green","Share","1",""
"html-keyboard-response","81","295306","0.0-7.0-5.6","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw035.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","82","295808","0.0-7.0-6.6","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","83","296109","0.0-7.0-1.7","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","84","297613","0.0-7.0-2.7","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv6'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw099.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw084.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","6","trustrating_stim/white_00785_941205_fb_edt.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp,trustrating_stim/white_mw099.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw084.bmp","0,0,0,1,1,1","noMatchFace","i","","","","",""
"html-keyboard-response","85","299614","0.0-7.0-3.7","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","86","300788","0.0-7.0-4.7","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","1173","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw089.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","6","trustrating_stim/white_00785_941205_fb_edt.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_00761_941201_fb_edt.bmp,trustrating_stim/white_mw099.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw084.bmp","0,0,0,1,1,1","noMatchFace","i","trustrating_stim/white_mw099.bmp","green","Share","1",""
"html-keyboard-response","87","300991","0.0-7.0-5.7","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw089.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","88","301495","0.0-7.0-6.7","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","89","301797","0.0-7.0-1.8","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","90","303303","0.0-7.0-2.8","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw084.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw084.bmp,trustrating_stim/white_00785_941205_fb_edt.bmp","0,0,1,1","noMatchFace","i","","","","",""
"html-keyboard-response","91","305308","0.0-7.0-3.8","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","92","306651","0.0-7.0-4.8","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","1342","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","4","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw084.bmp,trustrating_stim/white_00785_941205_fb_edt.bmp","0,0,1,1","noMatchFace","i","trustrating_stim/white_mw099.bmp","green","Share","0",""
"html-keyboard-response","93","306855","0.0-7.0-5.8","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","94","307357","0.0-7.0-6.8","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","95","307658","0.0-7.0-1.9","dstest","bdp_wmem","Tue Nov 17 2020 14:39:33 GMT-0500 (Eastern Standard Time)","314207","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
