"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","112","280221","0.0-7.0-2.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","113","284225","0.0-7.0-3.15","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","114","285109","0.0-7.0-4.15","","883","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","","trustrating_stim/white_mw040.bmp","red","Keep","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","115","285622","0.0-7.0-5.15","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","116","286137","0.0-7.0-1.16","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","117","287647","0.0-7.0-2.16","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw003.bmp","1","noMatchFace","i","1500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","118","291661","0.0-7.0-3.16","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","119","292492","0.0-7.0-4.16","","830","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw003.bmp","1","noMatchFace","i","","trustrating_stim/white_mw040.bmp","green","Share","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","120","293002","0.0-7.0-5.16","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","121","293508","0.0-7.0-1.17","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","122","296508","0.0-7.0-2.17","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw092.bmp","0,1","noMatchOutcome","i","3000","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","123","300517","0.0-7.0-3.17","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","124","301904","0.0-7.0-4.17","","1385","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw092.bmp","0,1","noMatchOutcome","i","","trustrating_stim/white_mw092.bmp","red","Keep","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","125","302415","0.0-7.0-5.17","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","126","302930","0.0-7.0-1.18","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","127","304440","0.0-7.0-2.18","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","128","308454","0.0-7.0-3.18","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","129","309524","0.0-7.0-4.18","","1070","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw003.bmp","1","Match","e","","trustrating_stim/white_mw003.bmp","green","Share","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","130","310040","0.0-7.0-5.18","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","131","310555","0.0-7.0-1.19","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","132","315066","0.0-7.0-2.19","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw038.bmp","1,1,0","Match","e","4500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","133","319077","0.0-7.0-3.19","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","134","320921","0.0-7.0-4.19","","1843","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw038.bmp","1,1,0","Match","e","","trustrating_stim/white_00050_931230_fa_edt.bmp","green","Share","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","135","321427","0.0-7.0-5.19","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","136","321930","0.0-7.0-1.20","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","137","326437","0.0-7.0-2.20","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw003.bmp","1,0,0","Match","e","4500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","138","330442","0.0-7.0-3.20","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","139","332516","0.0-7.0-4.20","","2074","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw003.bmp","1,0,0","Match","e","","trustrating_stim/white_mw040.bmp","red","Keep","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","140","333030","0.0-7.0-5.20","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","141","333535","0.0-7.0-1.21","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","142","335046","0.0-7.0-2.21","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_00807_941205_fb_edt.bmp","0","noMatchOutcome","i","1500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","143","339053","0.0-7.0-3.21","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","144","339850","0.0-7.0-4.21","","797","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_00807_941205_fb_edt.bmp","0","noMatchOutcome","i","","trustrating_stim/white_00807_941205_fb_edt.bmp","green","Share","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","145","340363","0.0-7.0-5.21","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","146","340867","0.0-7.0-1.22","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","147","343872","0.0-7.0-2.22","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0","noMatchFace","i","3000","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","148","347886","0.0-7.0-3.22","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","149","348980","0.0-7.0-4.22","","1093","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0","noMatchFace","i","","trustrating_stim/white_mw015.bmp","green","Share","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","150","349492","0.0-7.0-5.22","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","151","349997","0.0-7.0-1.23","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","152","354507","0.0-7.0-2.23","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp","1,1,0","Match","e","4500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","153","358509","0.0-7.0-3.23","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","154","360843","0.0-7.0-4.23","","2334","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp","1,1,0","Match","e","","trustrating_stim/white_mw070.bmp","red","Keep","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","155","361356","0.0-7.0-5.23","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","156","361864","0.0-7.0-1.24","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","157","366375","0.0-7.0-2.24","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp","1,0,1","Match","e","4500","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","158","370390","0.0-7.0-3.24","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","159","371799","0.0-7.0-4.24","","1407","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp","1,0,1","Match","e","","trustrating_stim/white_mw070.bmp","red","Keep","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","160","372308","0.0-7.0-5.24","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","161","372816","0.0-7.0-1.25","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","162","375822","0.0-7.0-2.25","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw015.bmp","1,0","Match","e","3000","","","",""
"","","","DELAY","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","163","379834","0.0-7.0-3.25","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","164","380984","0.0-7.0-4.25","","1149","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw015.bmp","1,0","Match","e","","trustrating_stim/white_mw015.bmp","red","Keep","1"
"","","","FEEDBACK","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","165","381495","0.0-7.0-5.25","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","5eebc221ed4f5e389254775c","bdp_wmem","Fri Feb 05 2021 12:28:53 GMT-0800 (Pacific Standard Time)","599914","Match,No Match","html-keyboard-response","166","381998","0.0-7.0-1.26","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
