"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","57","219229","0.0-7.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw012.bmp","0,0,1","Match","e","4500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","58","223235","0.0-7.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","59","228737","0.0-7.0-4.4","","5502","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw012.bmp","0,0,1","Match","e","","trustrating_stim/white_00050_931230_fa_edt.bmp","red","Keep","0"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","60","229250","0.0-7.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","61","229758","0.0-7.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","62","232777","0.0-7.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw033.bmp","0,1","noMatchOutcome","i","3000","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","63","236788","0.0-7.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","64","239792","0.0-7.0-4.5","","3003","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw033.bmp","0,1","noMatchOutcome","i","","trustrating_stim/white_mw013.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","65","240298","0.0-7.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","66","240818","0.0-7.0-1.6","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","67","243829","0.0-7.0-2.6","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp","1,0","noMatchOutcome","i","3000","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","68","247849","0.0-7.0-3.6","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","69","250189","0.0-7.0-4.6","","2339","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp","1,0","noMatchOutcome","i","","trustrating_stim/white_mw015.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","70","250698","0.0-7.0-5.6","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","71","251218","0.0-7.0-1.7","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","72","252739","0.0-7.0-2.7","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw070.bmp","0","Match","e","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","73","256748","0.0-7.0-3.7","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","74","258220","0.0-7.0-4.7","","1471","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw070.bmp","0","Match","e","","trustrating_stim/white_mw070.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","75","258739","0.0-7.0-5.7","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","76","259250","0.0-7.0-1.8","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","77","263770","0.0-7.0-2.8","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","1,0,1","Match","e","4500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","78","267778","0.0-7.0-3.8","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","79","270021","0.0-7.0-4.8","","2241","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","1,0,1","Match","e","","trustrating_stim/white_mw013.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","80","270529","0.0-7.0-5.8","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","81","271049","0.0-7.0-1.9","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","82","272569","0.0-7.0-2.9","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw015.bmp","1","Match","e","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","83","276579","0.0-7.0-3.9","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","84","278111","0.0-7.0-4.9","","1531","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw015.bmp","1","Match","e","","trustrating_stim/white_mw015.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","85","278627","0.0-7.0-5.9","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","86","279129","0.0-7.0-1.10","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","87","280649","0.0-7.0-2.10","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","noMatchOutcome","i","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","88","284669","0.0-7.0-3.10","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","89","285628","0.0-7.0-4.10","","958","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","noMatchOutcome","i","","trustrating_stim/white_00050_931230_fa_edt.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","90","286129","0.0-7.0-5.10","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","91","286649","0.0-7.0-1.11","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","92","289670","0.0-7.0-2.11","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw038.bmp","0,1","noMatchFace","i","3000","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","93","293688","0.0-7.0-3.11","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","94","295108","0.0-7.0-4.11","","1419","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw038.bmp","0,1","noMatchFace","i","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","95","295614","0.0-7.0-5.11","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","96","296119","0.0-7.0-1.12","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","97","297639","0.0-7.0-2.12","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw013.bmp","0","Match","e","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","98","301650","0.0-7.0-3.12","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","99","302937","0.0-7.0-4.12","","1287","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw013.bmp","0","Match","e","","trustrating_stim/white_mw013.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","100","303450","0.0-7.0-5.12","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","101","303970","0.0-7.0-1.13","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","102","305479","0.0-7.0-2.13","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","103","309499","0.0-7.0-3.13","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","104","310479","0.0-7.0-4.13","","979","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","","trustrating_stim/white_00050_931230_fa_edt.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","105","310989","0.0-7.0-5.13","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","106","311499","0.0-7.0-1.14","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","107","314512","0.0-7.0-2.14","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","0,1","noMatchFace","i","3000","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","108","318519","0.0-7.0-3.14","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","109","319419","0.0-7.0-4.14","","898","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","0,1","noMatchFace","i","","trustrating_stim/white_mw038.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","110","319920","0.0-7.0-5.14","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","111","320436","0.0-7.0-1.15","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","112","324940","0.0-7.0-2.15","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0,0","noMatchFace","i","4500","","","",""
