"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","2","0.0-0.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","7556","0.0-1.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","[{""page_index"":0,""viewing_time"":7553}]","7553","","","","","","","","","","","","","","","","",""
"","","","","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","","fullscreenenter","2","11325","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","12312","0.0-2.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","121334","0.0-4.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","[{""page_index"":0,""viewing_time"":38293},{""page_index"":1,""viewing_time"":28601},{""page_index"":2,""viewing_time"":22913},{""page_index"":3,""viewing_time"":8904},{""page_index"":4,""viewing_time"":10310}]","109021","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","121837","0.0-5.0-1.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","126338","0.0-5.0-2.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw003.bmp","1,0,0","Match","e","4500","","","",""
"html-keyboard-response","6","130339","0.0-5.0-3.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","133972","0.0-5.0-4.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","3632","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw003.bmp","1,0,0","Match","e","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","8","134475","0.0-5.0-5.0","5eeaa065c7acf61c4322f6d9","bdp_wmem","Fri Feb 05 2021 14:44:07 GMT-0500 (Eastern Standard Time)","626829","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
