"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"html-keyboard-response","109","301964","0.0-7.0-5.14","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","110","302467","0.0-7.0-1.15","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","111","306969","0.0-7.0-2.15","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw015.bmp","0,0,1","noMatchOutcome","i","4500","","","",""
"html-keyboard-response","112","310972","0.0-7.0-3.15","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","113","312793","0.0-7.0-4.15","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1820","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw015.bmp","0,0,1","noMatchOutcome","i","","trustrating_stim/white_mw003.bmp","green","Share","0"
"html-keyboard-response","114","313294","0.0-7.0-5.15","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","115","313797","0.0-7.0-1.16","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","116","316799","0.0-7.0-2.16","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw091.bmp","0,1","noMatchFace","i","3000","","","",""
"html-keyboard-response","117","320801","0.0-7.0-3.16","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","118","321970","0.0-7.0-4.16","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1169","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw091.bmp","0,1","noMatchFace","i","","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","119","322472","0.0-7.0-5.16","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","120","322974","0.0-7.0-1.17","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","121","325976","0.0-7.0-2.17","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","0,1","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","122","329979","0.0-7.0-3.17","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","123","331828","0.0-7.0-4.17","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1848","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","0,1","noMatchOutcome","i","","trustrating_stim/white_mw091.bmp","green","Share","0"
"html-keyboard-response","124","332331","0.0-7.0-5.17","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","125","332833","0.0-7.0-1.18","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","126","337334","0.0-7.0-2.18","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw038.bmp","0,1,1","Match","e","4500","","","",""
"html-keyboard-response","127","341337","0.0-7.0-3.18","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","128","344592","0.0-7.0-4.18","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","3255","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw038.bmp","0,1,1","Match","e","","trustrating_stim/white_mw091.bmp","green","Share","1"
"html-keyboard-response","129","345095","0.0-7.0-5.18","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","130","345596","0.0-7.0-1.19","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","131","350099","0.0-7.0-2.19","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw092.bmp","0,0,1","noMatchOutcome","i","4500","","","",""
"html-keyboard-response","132","354101","0.0-7.0-3.19","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","133","355352","0.0-7.0-4.19","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1249","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw092.bmp","0,0,1","noMatchOutcome","i","","trustrating_stim/white_mw092.bmp","red","Keep","0"
"html-keyboard-response","134","355855","0.0-7.0-5.19","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","135","356357","0.0-7.0-1.20","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","136","359358","0.0-7.0-2.20","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","","","",""
"html-keyboard-response","137","363360","0.0-7.0-3.20","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","138","364798","0.0-7.0-4.20","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1436","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","","trustrating_stim/white_mw012.bmp","red","Keep","1"
"html-keyboard-response","139","365299","0.0-7.0-5.20","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","140","365801","0.0-7.0-1.21","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","141","367303","0.0-7.0-2.21","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","","","",""
"html-keyboard-response","142","371305","0.0-7.0-3.21","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","143","372268","0.0-7.0-4.21","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","963","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","","trustrating_stim/white_mw070.bmp","red","Keep","1"
"html-keyboard-response","144","372770","0.0-7.0-5.21","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","145","373272","0.0-7.0-1.22","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","146","377775","0.0-7.0-2.22","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw091.bmp","1,0,0","Match","e","4500","","","",""
"html-keyboard-response","147","381777","0.0-7.0-3.22","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","148","382959","0.0-7.0-4.22","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1182","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw091.bmp","1,0,0","Match","e","","trustrating_stim/white_mw070.bmp","green","Share","1"
"html-keyboard-response","149","383461","0.0-7.0-5.22","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","150","383964","0.0-7.0-1.23","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","151","386966","0.0-7.0-2.23","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw015.bmp","1,0","Match","e","3000","","","",""
"html-keyboard-response","152","390968","0.0-7.0-3.23","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","153","392197","0.0-7.0-4.23","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1228","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw015.bmp","1,0","Match","e","","trustrating_stim/white_mw003.bmp","green","Share","1"
"html-keyboard-response","154","392699","0.0-7.0-5.23","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","155","393200","0.0-7.0-1.24","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","156","397704","0.0-7.0-2.24","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw012.bmp","1,0,1","noMatchOutcome","i","4500","","","",""
"html-keyboard-response","157","401706","0.0-7.0-3.24","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","158","403557","0.0-7.0-4.24","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1851","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw012.bmp","1,0,1","noMatchOutcome","i","","trustrating_stim/white_mw013.bmp","red","Keep","1"
"html-keyboard-response","159","404059","0.0-7.0-5.24","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","160","404561","0.0-7.0-1.25","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","161","406064","0.0-7.0-2.25","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","noMatchOutcome","i","1500","","","",""
