"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","7","0.0-0.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","4236","0.0-1.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","[{""page_index"":0,""viewing_time"":4228}]","4228","","","","","","","","","","","","","","","","",""
"","","","","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","","fullscreenenter","2","7545","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","8536","0.0-2.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","65482","0.0-4.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","[{""page_index"":0,""viewing_time"":16341},{""page_index"":1,""viewing_time"":24264},{""page_index"":2,""viewing_time"":8574},{""page_index"":3,""viewing_time"":4044},{""page_index"":4,""viewing_time"":3721}]","56944","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","65987","0.0-5.0-1.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","67491","0.0-5.0-2.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw092.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","6","71494","0.0-5.0-3.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","72718","0.0-5.0-4.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","1220","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw092.bmp","1","Match","e","","trustrating_stim/white_mw092.bmp","green","Share","1"
"html-keyboard-response","8","73220","0.0-5.0-5.0","5ebe02e643acbc0009d4ed1f","bdp_wmem","Fri Feb 05 2021 15:31:36 GMT-0500 (Eastern Standard Time)","561506","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
