"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","6","0.0-0.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","2829","0.0-1.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","[{""page_index"":0,""viewing_time"":2823}]","2823","","","","","","","","","","","","","","","","",""
"","","","","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","","fullscreenenter","2","6201","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","7165","0.0-2.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","66072","0.0-4.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","[{""page_index"":0,""viewing_time"":22262},{""page_index"":1,""viewing_time"":15745},{""page_index"":2,""viewing_time"":16551},{""page_index"":3,""viewing_time"":4287},{""page_index"":4,""viewing_time"":60}]","58905","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","66578","0.0-5.0-1.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","68083","0.0-5.0-2.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","6","72085","0.0-5.0-3.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","73120","0.0-5.0-4.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","1032","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","Match","e","","trustrating_stim/white_00050_931230_fa_edt.bmp","green","Share","1"
"html-keyboard-response","8","73629","0.0-5.0-5.0","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","9","74136","0.0-5.0-1.1","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","10","78640","0.0-5.0-2.1","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw003.bmp","1,0,1","Match","e","4500","","","",""
"html-keyboard-response","11","82641","0.0-5.0-3.1","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","12","84216","0.0-5.0-4.1","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","1573","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw003.bmp","1,0,1","Match","e","","trustrating_stim/white_mw038.bmp","red","Keep","1"
"html-keyboard-response","13","84730","0.0-5.0-5.1","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","14","85240","0.0-5.0-1.2","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","15","88243","0.0-5.0-2.2","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw012.bmp","1,0","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","16","92249","0.0-5.0-3.2","aytest","bdp_wmem","Mon Feb 08 2021 08:29:06 GMT-0500 (Eastern Standard Time)","589966","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
