"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","4","0.0-0.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","4259","0.0-1.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","[{""page_index"":0,""viewing_time"":4254}]","4255","","","","","","","","","","","","","","","","",""
"","","","","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","","fullscreenenter","2","6712","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","7702","0.0-2.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","120292","0.0-4.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","[{""page_index"":0,""viewing_time"":55241},{""page_index"":1,""viewing_time"":26561},{""page_index"":2,""viewing_time"":16232},{""page_index"":3,""viewing_time"":4140},{""page_index"":4,""viewing_time"":10415}]","112589","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","120794","0.0-5.0-1.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","122296","0.0-5.0-2.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw013.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","6","126299","0.0-5.0-3.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","127593","0.0-5.0-4.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","1294","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw013.bmp","1","Match","e","","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","8","128096","0.0-5.0-5.0","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","9","128598","0.0-5.0-1.1","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","10","130099","0.0-5.0-2.1","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw091.bmp","1","noMatchFace","i","1500","","","",""
"html-keyboard-response","11","134100","0.0-5.0-3.1","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","12","135328","0.0-5.0-4.1","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","1228","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw091.bmp","1","noMatchFace","i","","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","13","135831","0.0-5.0-5.1","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","14","136332","0.0-5.0-1.2","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","15","139334","0.0-5.0-2.2","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","1,0,0","Match","e","3000","","","",""
"html-keyboard-response","16","143336","0.0-5.0-3.2","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","17","144479","0.0-5.0-4.2","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","1143","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","1,0,0","Match","e","","trustrating_stim/white_mw033.bmp","red","Keep","0"
"html-keyboard-response","18","144980","0.0-5.0-5.2","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","19","145481","0.0-5.0-1.3","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","20","148483","0.0-5.0-2.3","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw092.bmp","1,0,1","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","21","152484","0.0-5.0-3.3","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","22","154144","0.0-5.0-4.3","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","1659","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw092.bmp","1,0,1","noMatchOutcome","i","","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","23","154645","0.0-5.0-5.3","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","24","155147","0.0-5.0-1.4","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","25","158149","0.0-5.0-2.4","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","1,0","Match","e","3000","","","",""
"html-keyboard-response","26","162151","0.0-5.0-3.4","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","27","163548","0.0-5.0-4.4","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","1397","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","1,0","Match","e","","trustrating_stim/white_mw033.bmp","red","Keep","0"
"html-keyboard-response","28","164050","0.0-5.0-5.4","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","29","164552","0.0-5.0-1.5","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","30","167553","0.0-5.0-2.5","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw003.bmp","1,0","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","31","171555","0.0-5.0-3.5","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","32","172639","0.0-5.0-4.5","cdtest","bdp_wmem","Thu Feb 04 2021 11:33:57 GMT-0500 (Eastern Standard Time)","615996","Match,No Match","","1084","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw003.bmp","1,0","noMatchOutcome","i","","trustrating_stim/white_mw033.bmp","red","Keep","0"
