"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","13","0.0-0.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","3519","0.0-1.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","[{""page_index"":0,""viewing_time"":3503}]","3503","","","","","","","","","","","","","","","","",""
"","","","","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","","fullscreenenter","2","6681","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","7647","0.0-2.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","99046","0.0-4.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","[{""page_index"":0,""viewing_time"":23030},{""page_index"":1,""viewing_time"":33976},{""page_index"":2,""viewing_time"":17395},{""page_index"":3,""viewing_time"":7223},{""page_index"":4,""viewing_time"":9773}]","91398","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","99551","0.0-5.0-1.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","101057","0.0-5.0-2.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw033.bmp","0","noMatchFace","i","1500","","","",""
"html-keyboard-response","6","105060","0.0-5.0-3.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","107142","0.0-5.0-4.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","2075","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw033.bmp","0","noMatchFace","i","","trustrating_stim/white_mw003.bmp","red","Keep","0"
"html-keyboard-response","8","107645","0.0-5.0-5.0","5d3e223baca82300197c9a0b","bdp_wmem","Fri Feb 05 2021 16:48:09 GMT-0600 (Central Standard Time)","607126","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
