"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","targFace","targCol","targOutcome","corr"
"html-keyboard-response","47","969640","0.0-7.0-1.1","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","48","971642","0.0-7.0-2.1","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","0,1","Match","e","","","",""
"html-keyboard-response","49","973145","0.0-7.0-3.1","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","50","973156","0.0-7.0-4.1","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","9","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","0,1","Match","e","trustrating_stim/white_mw012.bmp","green","Share","0"
"html-keyboard-response","51","973361","0.0-7.0-5.1","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","52","973863","0.0-7.0-6.1","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","53","974164","0.0-7.0-1.2","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","54","976169","0.0-7.0-2.2","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","","","",""
"html-keyboard-response","55","977670","0.0-7.0-3.2","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","56","977804","0.0-7.0-4.2","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","133","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","trustrating_stim/white_mw012.bmp","green","Share","0"
"html-keyboard-response","57","978005","0.0-7.0-5.2","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","58","978509","0.0-7.0-6.2","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","59","978813","0.0-7.0-1.3","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","60","980814","0.0-7.0-2.3","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp","1,0","Match","e","","","",""
"html-keyboard-response","61","982318","0.0-7.0-3.3","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","62","982436","0.0-7.0-4.3","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","117","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp","1,0","Match","e","trustrating_stim/white_mw012.bmp","green","Share","0"
"html-keyboard-response","63","982637","0.0-7.0-5.3","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","64","983143","0.0-7.0-6.3","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","65","983445","0.0-7.0-1.4","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","66","985447","0.0-7.0-2.4","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv6'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","6","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw040.bmp","1,0,1,0,0,1","noMatchOutcome","i","","","",""
"html-keyboard-response","67","986953","0.0-7.0-3.4","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","68","987012","0.0-7.0-4.4","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","58","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","6","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw040.bmp","1,0,1,0,0,1","noMatchOutcome","i","trustrating_stim/white_mw012.bmp","green","Share","1"
"html-keyboard-response","69","987218","0.0-7.0-5.4","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","70","987721","0.0-7.0-6.4","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","71","988023","0.0-7.0-1.5","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","72","990030","0.0-7.0-2.5","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv6'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","6","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw092.bmp","1,0,1,0,1,0","Match","e","","","",""
"html-keyboard-response","73","991531","0.0-7.0-3.5","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","74","991580","0.0-7.0-4.5","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","48","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","6","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw092.bmp","1,0,1,0,1,0","Match","e","trustrating_stim/white_mw012.bmp","green","Share","0"
"html-keyboard-response","75","991782","0.0-7.0-5.5","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","76","992283","0.0-7.0-6.5","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","77","992586","0.0-7.0-1.6","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","78","994589","0.0-7.0-2.6","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw070.bmp","1,0,1,0","noMatchFace","i","","","",""
"html-keyboard-response","79","996091","0.0-7.0-3.6","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","80","996324","0.0-7.0-4.6","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","232","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","4","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw070.bmp","1,0,1,0","noMatchFace","i","trustrating_stim/white_mw012.bmp","green","Share","1"
"html-keyboard-response","81","996529","0.0-7.0-5.6","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","82","997030","0.0-7.0-6.6","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","83","997332","0.0-7.0-1.7","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","84","999333","0.0-7.0-2.7","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw091.bmp","1,0,0,1","noMatchOutcome","i","","","",""
"html-keyboard-response","85","1000837","0.0-7.0-3.7","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","86","1001077","0.0-7.0-4.7","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","240","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","4","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw091.bmp","1,0,0,1","noMatchOutcome","i","trustrating_stim/white_mw012.bmp","green","Share","1"
"html-keyboard-response","87","1001279","0.0-7.0-5.7","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","88","1001782","0.0-7.0-6.7","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","89","1002085","0.0-7.0-1.8","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","90","1004090","0.0-7.0-2.8","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","ARRAY","","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","","","",""
"html-keyboard-response","91","1005592","0.0-7.0-3.8","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","DELAY","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","92","1005661","0.0-7.0-4.8","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","67","","","","TARGET","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","2","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","trustrating_stim/white_mw012.bmp","green","Share","0"
"html-keyboard-response","93","1005864","0.0-7.0-5.8","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","KEYFB","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","94","1006369","0.0-7.0-6.8","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FEEDBACK","","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","95","1006670","0.0-7.0-1.9","pilottest","bdp_wmem","Wed Nov 18 2020 16:29:38 GMT-0500 (Eastern Standard Time)","1012091","Match,No Match","","null","","","","FIX","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
