"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"pavlovia","0","3","0.0-0.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","","","","","","","","","","","","","","","","","",""
"instructions","1","1663","0.0-1.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","[{""page_index"":0,""viewing_time"":1660}]","1660","","","","","","","","","","","","","","","","",""
"","","","","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","","fullscreenenter","2","4745","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","5735","0.0-2.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","","","","","","true","","","","","","","","","","","",""
"instructions","3","102495","0.0-4.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","[{""page_index"":0,""viewing_time"":34752},{""page_index"":1,""viewing_time"":39417},{""page_index"":2,""viewing_time"":11332},{""page_index"":3,""viewing_time"":2416},{""page_index"":4,""viewing_time"":8840}]","96757","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","102997","0.0-5.0-1.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","5","104500","0.0-5.0-2.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","noMatchFace","i","1500","","","",""
"html-keyboard-response","6","108502","0.0-5.0-3.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","7","110158","0.0-5.0-4.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","1653","","","","TARGET","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_00050_931230_fa_edt.bmp","1","noMatchFace","i","","trustrating_stim/white_00807_941205_fb_edt.bmp","green","Share","1"
"html-keyboard-response","8","110659","0.0-5.0-5.0","601c66e693007e79481d9a4f","bdp_wmem","Fri Feb 05 2021 16:11:59 GMT-0500 (Eastern Standard Time)","603558","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
