PROLIFIC_PID,totalTime,subj2LR_posOC,subj2LR_negOC,subj2p0_3prm,subj2NLL_biasedOC,subj2LR_biasedOC,subj2LRTp_biasedOC,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5f2f86864fd821374b4367bc,317.618,4.53978687024344e-05,4.53978687024344e-05,-0.007719982458058,212.4538268175841,0.0,1.0,0.7803030303030303,0.0075757575757575,0.8712121212121212,2.0,0.0,0.0,0.8333333333333334,0.6,0.0
61492ac26b91b5b11ba2c88b,504.727,0.2110916843316543,0.0806445888292721,-0.9462008117887372,185.84780494813137,0.1304470955023822,1.6651774375434153e-11,0.0,0.0,0.1590909090909091,7.36,0.0,0.0,0.0,29.62,0.0
60234c1d5a0cf81cba76ce5d,1140.393,0.0020993367393467,0.0089251083779722,-0.1771655649614987,210.39730292499743,-0.0068257716386254,0.2511782716454754,0.0,0.053030303030303,0.1590909090909091,22.99,0.0,0.3333333333333333,0.0,56.12,0.0
6362aca86b740b1ec4cb6efb,635.299,4.53978687024344e-05,0.1282243477049823,-0.5983110817622482,169.92169920795652,-0.1281789498362798,2.534006328621798e-18,0.3712121212121212,0.0075757575757575,0.2045454545454545,1.86,0.0,0.1666666666666666,0.0,65.18,4.0
60fcd2b146529d02f1566012,442.68,0.0352797228796799,0.1267981672097835,-1.0,181.7775814725556,-0.0915184443301035,3.045610344207625e-13,0.0,0.0,0.3863636363636363,7.45,0.0,0.0,0.3333333333333333,24.14,0.0
63ed12d2c25b08ba24fe8a41,496.667,0.3753178486838279,0.3676422158933397,0.1098178698607468,151.07796532902893,0.0076756327904881,1.987045320858196e-26,0.0,0.0,0.2196969696969697,6.32,0.0,0.0,0.3333333333333333,16.07,1.0
5d412a9013864b0015b14b31,324.832,0.0344229246624001,4.53978687024344e-05,-0.4457178651963751,209.85220324693,0.0343775267936976,0.1585914073553205,0.6590909090909091,0.0,0.3484848484848485,4.58,0.0,0.0,0.0,19.13,0.0
63d2bc12a843f8466a8f83e0,546.348,0.5781212401900422,0.9999546021312976,-0.1837261520340565,133.4610012069188,-0.4218333619412554,5.026737627855631e-34,0.0075757575757575,0.0,0.4318181818181818,13.8,0.0,0.0,0.0,71.33,1.0
610b416fd4f5d1dcfaa28d7a,465.434,0.507145064931803,0.6284975138352048,-1.0,171.15664543029098,-0.1213524489034018,8.587880247148213e-18,0.0,0.0,0.2424242424242424,10.85,0.0,0.0,0.1666666666666666,12.14,0.0
63d9f31dba727de153019798,336.128,0.9999546021312976,4.53978687024344e-05,1.0,131.3066558202612,0.9999092042625952,5.907962007240687e-35,0.6666666666666666,0.0,0.553030303030303,5.47,0.0,0.0,0.8333333333333334,21.47,0.0
620bdd8ca922fc3f247f6c82,335.259,0.0366239721435816,4.53978687024344e-05,-0.8804219861074972,206.72503942029175,0.0365785742748792,0.009562953652407,0.2575757575757575,0.0,0.2651515151515151,3.28,0.1666666666666666,0.0,0.1666666666666666,5.62,0.0
62ec219e5f3634408fb35580,462.284,0.0034745134025349,0.0813462020280401,0.5424379637988729,201.16366560597916,-0.0778716886255052,4.977203492362162e-05,0.1893939393939394,0.0,0.3863636363636363,10.25,0.0,0.0,0.0,29.29,0.0
594936ad4152bf0001bfd5cd,407.559,0.2441281624985364,0.7031056913168697,0.2393354445367961,168.55921549539295,-0.4589775288183332,6.588454830061539e-19,0.0,0.0,0.3181818181818182,6.83,0.0,0.0,0.0,10.92,0.0
63d842d3e9626bd5fe5c17b1,675.732,4.53978687024344e-05,0.0401316534310936,0.9132792849728054,205.07798396638583,-0.0400862555623912,0.0020570818515862,0.803030303030303,0.0,0.7121212121212122,9.1,0.0,0.0,0.0,47.24,1.0
631bc422eec20143118ad66b,316.584,0.9999546021312976,0.0748094030787284,0.4388480089552758,161.93674669712564,0.9251451990525692,9.38797042959916e-22,0.8560606060606061,0.0,0.5151515151515151,6.89,0.0,0.0,0.5,4.68,1.0
58016c9f551314000145af58,471.173,0.0364459200613043,4.53978687024344e-05,-0.0544932490128112,207.5377380634156,0.0364005221926019,0.0201955069478684,0.5909090909090909,0.0,0.5378787878787878,7.46,0.0,0.0,0.1666666666666666,21.06,2.0
63d1c10210ce566ce71616e8,419.72,0.0234032617598912,0.0040597020044305,-0.1318464830167752,210.8938105538672,0.0193435597554606,0.3758685317878325,0.4166666666666667,0.0,0.1439393939393939,5.71,0.0,0.0,0.1666666666666666,26.35,0.0
5e55e83cc65ccb5ed547cb04,622.936,0.0309218293504469,0.0290373410263119,0.2110508761800924,210.3586247166841,0.001884488324135,0.2432415606917705,0.0227272727272727,0.0,0.0227272727272727,45.04,0.0,0.0,0.1666666666666666,50.17,0.0
63e5b3e89a3823139cb9d35e,335.92,0.1127534858739521,0.0480354013076548,1.0,185.06996787140412,0.0647180845662972,7.756921127115009e-12,0.803030303030303,0.0,0.7424242424242424,7.36,0.0,0.0,0.1666666666666666,6.21,1.0
6400ea4cec0b310140841b2d,438.28,0.0273740315681483,0.0043160819092603,-0.9428026167726128,199.12310714165903,0.023057949658888,6.986253736656445e-06,0.2272727272727272,0.0,0.2272727272727272,10.95,0.0,0.0,0.0,15.38,0.0
6352b3c968388ef86f3556db,360.793,0.20659614917983,0.1019786684262079,1.0,166.4565358748787,0.104617480753622,8.232746508309372e-20,0.1439393939393939,0.0,0.4318181818181818,2.11,0.0,0.0,0.0,8.86,0.0
63dc7b5bf451a34177b66c66,459.587,0.1032416285096055,0.2021877822756803,-1.0,181.39766820689877,-0.0989461537660748,2.095418954720829e-13,0.2045454545454545,0.0,0.3787878787878788,8.47,0.0,0.0,0.0,19.5,0.0
63d881ab484805569b553bd8,533.905,0.006042769030795,0.0203725456583646,0.5675444910980559,208.44159916396544,-0.0143297766275695,0.0458382043001509,0.1287878787878787,0.0,0.1136363636363636,4.48,0.0,0.0,0.0,28.24,0.0
63d43dc4b4b7a0e426a381cd,534.733,0.2245797010450943,0.0225804685222518,-0.305259254972088,188.35911269516356,0.2019992325228425,1.9560334328400362e-10,0.0,0.0,0.3257575757575757,8.24,0.0,0.0,0.3333333333333333,19.36,0.0
