PROLIFIC_PID,totalTime,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv,subj2LR_posOC,subj2LR_negOC,subj2p0_3prm,subj2NLL_biasedOC,subj2LRTp_biasedOC,subj2LR_biasedOC
63d7ddc0c07dd5787084df8e,418.351,0.106060606060606,0.0,0.4393939393939394,3.12,0.0,0.0,0.1666666666666666,11.49,0.0,0.0392253187505791,0.1192029220221175,0.5725751161318754,411.3063589241796,1.8627945222338559e-07,
60fd9e6a8312b735fef884d4,729.271,0.0,0.0,0.0681818181818181,16.35,0.0,0.0,0.0,51.99,0.0,0.0583423938519112,0.7310585786300049,1.0,409.8514046761927,4.1449764627152136e-08,
5e03f8517f08edece67a3137,720.008,0.0303030303030303,0.0227272727272727,0.3333333333333333,38.71,0.0,0.0,0.0,32.73,0.0,0.1204801930710898,0.8807970779778824,1.0,383.26130104069085,7.191827299953184e-20,
61282ca83be28773ac7c421f,961.663,0.0,0.0075757575757575,0.4015151515151515,98.18,0.0,0.1666666666666666,0.1666666666666666,58.62,0.0,0.0338254093246393,0.8807970779778824,0.9408388733592484,421.4055461031822,0.0082789098631616,-0.8469716686532431
6310ceffa120ca2c1fbe1d92,625.906,0.0,0.0,0.1893939393939394,14.62,0.0,0.0,0.5,29.84,0.0,0.1170346982559702,0.5,1.0,401.5826011068879,8.626353010136459e-12,
62d78737dcea82e9f96b957c,519.214,0.5075757575757576,0.0,0.3181818181818182,9.77,0.0,0.0,0.0,35.27,0.0,0.1018845678027668,0.7310585786300049,1.0,393.01908048839886,1.4160844721230786e-15,
63d865b3e3e28b34ec2ed45c,330.253,0.5984848484848485,0.0,0.5681818181818182,5.4,0.6666666666666666,0.0,0.8333333333333334,14.03,0.0,0.2416237315545201,0.7310585786300049,1.0,370.7302795142545,2.2839849344486376e-25,
60fcd5602ff7c8f0866ecd0c,372.939,0.2727272727272727,0.0,0.4090909090909091,5.38,0.0,0.0,0.1666666666666666,15.42,0.0,0.0464559084757412,0.2689414213699951,-0.9059185885162764,223.243224260129,1.055058882356116e-89,
631699e51577c995252cf3fc,253.921,0.3787878787878788,0.0,0.2575757575757575,0.91,0.3333333333333333,0.0,0.0,1.63,0.0,0.2760758875072293,0.5,1.0,329.12081911107293,1.4650231876342384e-43,
62d06d1b651d6922f62fab9b,398.975,0.5984848484848485,0.0,0.3636363636363636,2.77,0.0,0.0,0.1666666666666666,29.35,0.0,0.0297671923143283,0.2689414213699951,1.0,420.8635172001455,0.0045348613134083,
