totalTime,rat_mean,rat_std,rat_r1r2_corr_r,rat_r1r2_corr_p,qa:rat_%rt<300,qa:rat_%rt>10000,qa:rat_%Conseqs,qa:rat_instruxDur,qa:rat_blurEv,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:dec_blurEv,frat_r1r2_corr_r,frat_r1r2_corr_p,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur
565.772,5.25,3.1975891342050877,-0.163285545706492,0.3886011631275894,0.0,0.0,0.4,12.25,0.0,0.75,0.0,0.946969696969697,60.43,0.0,-0.2120066237423686,0.5082940638631399,0.1666666666666666,0.0,0.6666666666666666,13.94
631.332,4.216666666666667,2.597858744523492,0.9518484346245268,6.564740816535097e-16,0.0,0.0,0.2333333333333333,8.42,1.0,0.0,0.0,0.1969696969696969,89.2,0.0,0.5346057418960863,0.0733347127564009,0.0,0.0,0.0833333333333333,17.42
800.233,4.833333333333333,2.6944177489115746,0.8069737469556535,7.179993937489609e-08,0.0,0.0,0.1666666666666666,13.11,0.0,0.0151515151515151,0.0,0.3560606060606061,135.66,0.0,0.4049907429405976,0.1915606025287686,0.0,0.0,0.25,15.3
878.497,4.916666666666667,3.4162704744797736,-0.5318835497624039,0.0024858739880143,0.2166666666666666,0.0,0.35,32.46,2.0,0.0606060606060606,0.0,0.3181818181818182,170.04,1.0,0.3044387078366815,0.335991797308029,0.1666666666666666,0.0,0.0,26.1
529.8,5.383333333333334,1.949286411516864,0.6340947376931119,0.0001682292170596,0.0,0.0,0.2333333333333333,6.11,2.0,0.0833333333333333,0.0,0.5378787878787878,48.83,0.0,0.7952612628504397,0.0019861214690091,0.0,0.0,0.0833333333333333,14.07
846.621,5.25,2.0052896151623503,0.4057166639184314,0.0261195374231897,0.0,0.0166666666666666,0.1666666666666666,18.85,1.0,0.0151515151515151,0.0,0.3106060606060606,128.65,0.0,-0.3383679829706526,0.2820151080976992,0.0,0.0,0.0833333333333333,17.55
721.525,4.683333333333334,1.5348126001287992,0.8168516045225248,3.673645149758313e-08,0.0,0.0,0.1,17.33,0.0,0.1590909090909091,0.0,0.2424242424242424,91.27,0.0,0.5555414923488222,0.0607544723019524,0.0,0.0,0.25,22.37
580.123,4.433333333333334,2.36762533301072,0.9019710890431288,1.0088903027443758e-11,0.0,0.0,0.2166666666666666,10.15,0.0,0.0303030303030303,0.0,0.4015151515151515,92.04,0.0,0.9240300408519946,1.752515655257651e-05,0.0,0.0,0.0833333333333333,9.87
676.363,4.8,0.5142049977013226,0.8790490729915331,1.651842160055644e-10,0.0,0.0,0.5666666666666667,10.48,0.0,0.0,0.0,0.3257575757575757,79.41,0.0,0.5024862830384333,0.0959314692546617,0.0,0.0,0.1666666666666666,16.25
465.26,5.0,0.0,,,0.2,0.0,0.9833333333333332,6.34,1.0,0.4696969696969697,0.0,0.6515151515151515,81.43,0.0,,,0.0,0.0,0.3333333333333333,12.38
623.131,6.316666666666666,2.3397208776498823,0.3903660002865512,0.0329485750026988,0.0,0.0,0.1833333333333333,21.99,0.0,0.4848484848484848,0.0,0.4469696969696969,135.32,1.0,0.5445247005394181,0.0671707368931895,0.0,0.0,0.3333333333333333,8.66
787.676,4.816666666666666,0.8334463200240203,0.7516773990357879,1.6845778022336029e-06,0.0,0.0,0.3666666666666666,20.34,0.0,0.0757575757575757,0.0,0.2727272727272727,174.71,0.0,0.7448044896552724,0.0054499344503514,0.0,0.0,0.0833333333333333,4.06
576.004,1.8833333333333333,1.354110711577543,0.2738591217106548,0.1430803014961939,0.0,0.0,0.4166666666666667,8.19,0.0,0.5984848484848485,0.0,0.3181818181818182,165.31,0.0,0.0736313913357908,0.8201012433956852,0.0,0.0,0.4166666666666667,14.54
849.288,3.933333333333333,2.3783391631853603,0.5525170204742224,0.0015453460148688,0.0,0.0,0.2,14.41,0.0,0.0151515151515151,0.0,0.1136363636363636,167.73,0.0,0.1390804904549582,0.6664068421034149,0.0,0.0,0.0,31.9
657.417,5.133333333333334,2.235815300175123,0.38447677589717,0.0359241803718456,0.0,0.0,0.15,40.25,0.0,0.4015151515151515,0.0,0.2803030303030303,134.87,0.0,0.6118614236494304,0.034479980810914,0.0,0.0,0.25,42.93
574.005,3.6,2.2639398686390853,0.8485481047475264,3.160934644271203e-09,0.0,0.0,0.1333333333333333,7.7,0.0,0.3333333333333333,0.0,0.1515151515151515,56.87,0.0,0.9504285966322146,2.168618322822135e-06,0.0,0.0,0.0833333333333333,4.16
633.379,5.166666666666667,2.0433162366451887,0.6817280529627138,3.3514927991046214e-05,0.0,0.0,0.0666666666666666,20.61,0.0,0.106060606060606,0.0,0.2348484848484848,71.35,0.0,0.5457878825534308,0.066412324452906,0.0,0.0,0.25,16.27
1163.551,4.683333333333334,1.545816296523902,-0.4109932346065582,0.0240583974034598,0.0,0.0333333333333333,0.1333333333333333,74.46,0.0,0.0909090909090909,0.0,0.2272727272727272,285.04,0.0,-0.5240974256643346,0.0802766252861273,0.0,0.0833333333333333,0.0833333333333333,32.34
585.3,3.7666666666666666,2.036669486900134,0.5786407277758675,0.000808920358334,0.0,0.0,0.3,11.08,0.0,0.0909090909090909,0.0,0.0227272727272727,66.1,0.0,0.5968906638081337,0.040461682906597,0.0,0.0,0.25,8.12
718.52,5.633333333333334,1.5290039592311828,0.5889326939891582,0.000617421268637,0.0,0.0,0.35,8.24,0.0,0.0151515151515151,0.0,0.5909090909090909,97.42,0.0,0.8874985629701009,0.0001171710967763,0.0,0.0,0.0833333333333333,8.92
830.858,4.716666666666667,1.688361623512988,0.794124879055131,1.6250321461737086e-07,0.0,0.0,0.1166666666666666,25.13,0.0,0.0,0.0,0.6363636363636364,109.7,0.0,0.2578483140393151,0.418441939311109,0.0,0.0,0.0,27.36
602.312,4.216666666666667,2.278057949789441,0.5987845617147767,0.0004726563211458,0.0,0.0,0.1166666666666666,11.29,0.0,0.2954545454545454,0.0,0.1363636363636363,68.15,0.0,0.7637174416227143,0.003839424550995,0.0,0.0,0.0833333333333333,5.58
