PID,"0.2,0.65","0.35,0.65","0.35,0.8","0.65,0.2","0.8,0.2","0.8,0.35","0.2,0.8","0.65,0.35"
6362aca86b740b1ec4cb6efb,1,,2,2,1.0,1,,2.0
6362aca86b740b1ec4cb6efb,1,,1,2,1.0,1,,3.0
60fcd2b146529d02f1566012,3,,3,3,,1,2.0,2.0
60fcd2b146529d02f1566012,3,,3,3,,2,3.0,1.0
60fcd2b146529d02f1566012,3,,2,2,,3,2.0,1.0
60fcd2b146529d02f1566012,2,,3,3,,2,3.0,2.0
60fcd2b146529d02f1566012,3,,1,1,,2,1.0,1.0
60fcd2b146529d02f1566012,3,,1,1,,2,1.0,1.0
60fcd2b146529d02f1566012,3,,1,1,,2,1.0,1.0
60fcd2b146529d02f1566012,3,,1,1,,2,1.0,1.0
60fcd2b146529d02f1566012,3,,5,2,,2,3.0,1.0
60fcd2b146529d02f1566012,3,,3,3,,2,3.0,1.0
60fcd2b146529d02f1566012,3,,1,3,,3,1.0,1.0
60fcd2b146529d02f1566012,3,,1,3,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,3,3,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,1,1,,1,1.0,1.0
60fcd2b146529d02f1566012,3,,3,3,,3,1.0,1.0
60fcd2b146529d02f1566012,3,,1,1,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,2,3,,3,1.0,1.0
60fcd2b146529d02f1566012,3,,2,1,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,2,1,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,2,1,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,2,2,,3,3.0,1.0
60fcd2b146529d02f1566012,3,,2,3,,3,3.0,1.0
63ed12d2c25b08ba24fe8a41,3,,3,3,,3,3.0,3.0
63ed12d2c25b08ba24fe8a41,2,,2,4,,4,2.0,4.0
63ed12d2c25b08ba24fe8a41,3,,2,5,,5,1.0,5.0
63ed12d2c25b08ba24fe8a41,2,,3,5,,5,1.0,5.0
63ed12d2c25b08ba24fe8a41,1,,4,5,,5,1.0,5.0
63ed12d2c25b08ba24fe8a41,1,,3,5,,5,1.0,4.0
63ed12d2c25b08ba24fe8a41,1,,2,4,,5,1.0,4.0
63ed12d2c25b08ba24fe8a41,1,,1,5,,4,1.0,5.0
63ed12d2c25b08ba24fe8a41,1,,2,4,,5,1.0,4.0
63ed12d2c25b08ba24fe8a41,1,,2,3,,5,1.0,5.0
63ed12d2c25b08ba24fe8a41,2,,1,4,,5,2.0,4.0
63ed12d2c25b08ba24fe8a41,1,,2,3,,4,3.0,5.0
63ed12d2c25b08ba24fe8a41,2,,1,4,,4,2.0,4.0
63ed12d2c25b08ba24fe8a41,3,,2,3,,3,3.0,3.0
63ed12d2c25b08ba24fe8a41,4,,3,2,,2,4.0,4.0
63ed12d2c25b08ba24fe8a41,5,,4,1,,3,3.0,3.0
63ed12d2c25b08ba24fe8a41,5,,5,2,,4,4.0,1.0
63ed12d2c25b08ba24fe8a41,5,,5,1,,3,3.0,1.0
63ed12d2c25b08ba24fe8a41,4,,5,1,,2,2.0,1.0
63ed12d2c25b08ba24fe8a41,5,,5,1,,1,3.0,1.0
63ed12d2c25b08ba24fe8a41,5,,5,1,,2,4.0,2.0
63ed12d2c25b08ba24fe8a41,4,,5,1,,3,5.0,3.0
5d412a9013864b0015b14b31,1,,3,1,,2,2.0,1.0
5d412a9013864b0015b14b31,5,,2,3,,1,3.0,5.0
5d412a9013864b0015b14b31,1,,1,1,,3,1.0,3.0
5d412a9013864b0015b14b31,1,,2,5,,5,1.0,5.0
5d412a9013864b0015b14b31,1,,1,1,,5,1.0,5.0
5d412a9013864b0015b14b31,5,,5,5,,1,1.0,5.0
5d412a9013864b0015b14b31,1,,1,5,,5,1.0,1.0
5d412a9013864b0015b14b31,5,,2,5,,1,1.0,4.0
5d412a9013864b0015b14b31,1,,1,4,,3,3.0,3.0
5d412a9013864b0015b14b31,1,,5,3,,1,5.0,1.0
5d412a9013864b0015b14b31,5,,5,5,,5,1.0,5.0
5d412a9013864b0015b14b31,1,,5,1,,5,5.0,5.0
5d412a9013864b0015b14b31,5,,5,5,,1,5.0,1.0
5d412a9013864b0015b14b31,5,,5,3,,5,1.0,1.0
5d412a9013864b0015b14b31,3,,5,1,,1,5.0,1.0
5d412a9013864b0015b14b31,1,,1,1,,3,1.0,4.0
5d412a9013864b0015b14b31,1,,5,3,,3,1.0,5.0
5d412a9013864b0015b14b31,1,,3,5,,1,5.0,1.0
5d412a9013864b0015b14b31,5,,5,5,,5,5.0,5.0
5d412a9013864b0015b14b31,5,,1,5,,5,5.0,1.0
5d412a9013864b0015b14b31,5,,1,3,,3,5.0,1.0
5d412a9013864b0015b14b31,1,,1,5,,3,5.0,5.0
62ec219e5f3634408fb35580,5,,3,2,4.0,4,,4.0
62ec219e5f3634408fb35580,4,,3,1,4.0,3,,5.0
62ec219e5f3634408fb35580,4,,3,4,1.0,1,,2.0
62ec219e5f3634408fb35580,3,,1,2,2.0,5,,3.0
62ec219e5f3634408fb35580,4,,5,4,1.0,5,,5.0
62ec219e5f3634408fb35580,4,,5,4,1.0,5,,4.0
62ec219e5f3634408fb35580,1,,4,5,5.0,1,,3.0
62ec219e5f3634408fb35580,1,,4,5,1.0,4,,4.0
62ec219e5f3634408fb35580,5,,4,5,1.0,4,,1.0
62ec219e5f3634408fb35580,5,,5,5,4.0,4,,5.0
62ec219e5f3634408fb35580,1,,1,5,1.0,1,,1.0
62ec219e5f3634408fb35580,1,,1,5,1.0,1,,1.0
62ec219e5f3634408fb35580,1,,4,4,1.0,1,,5.0
62ec219e5f3634408fb35580,1,,5,4,5.0,4,,4.0
62ec219e5f3634408fb35580,1,,1,1,1.0,1,,1.0
62ec219e5f3634408fb35580,1,,1,1,1.0,1,,1.0
62ec219e5f3634408fb35580,1,,4,4,5.0,1,,5.0
62ec219e5f3634408fb35580,1,,4,4,1.0,4,,5.0
62ec219e5f3634408fb35580,1,,3,1,3.0,1,,4.0
62ec219e5f3634408fb35580,1,,1,1,4.0,1,,1.0
62ec219e5f3634408fb35580,1,,4,5,1.0,1,,5.0
62ec219e5f3634408fb35580,3,,4,1,1.0,1,,1.0
594936ad4152bf0001bfd5cd,3,,3,3,3.0,3,,3.0
594936ad4152bf0001bfd5cd,1,,2,4,3.0,2,,4.0
594936ad4152bf0001bfd5cd,3,,2,1,5.0,2,,4.0
594936ad4152bf0001bfd5cd,2,,2,2,5.0,2,,5.0
594936ad4152bf0001bfd5cd,1,,1,2,5.0,1,,5.0
594936ad4152bf0001bfd5cd,1,,1,3,5.0,1,,3.0
594936ad4152bf0001bfd5cd,3,,2,3,5.0,2,,2.0
594936ad4152bf0001bfd5cd,1,,1,2,3.0,2,,1.0
594936ad4152bf0001bfd5cd,2,,2,1,2.0,3,,2.0
594936ad4152bf0001bfd5cd,2,,2,2,2.0,3,,3.0
594936ad4152bf0001bfd5cd,1,,3,1,2.0,3,,4.0
594936ad4152bf0001bfd5cd,2,,4,1,1.0,4,,5.0
594936ad4152bf0001bfd5cd,2,,3,2,1.0,3,,3.0
594936ad4152bf0001bfd5cd,3,,4,3,1.0,2,,1.0
594936ad4152bf0001bfd5cd,2,,4,4,3.0,2,,1.0
594936ad4152bf0001bfd5cd,2,,5,2,5.0,5,,1.0
594936ad4152bf0001bfd5cd,3,,3,2,4.0,4,,1.0
594936ad4152bf0001bfd5cd,1,,3,3,2.0,1,,4.0
594936ad4152bf0001bfd5cd,2,,4,1,1.0,1,,2.0
594936ad4152bf0001bfd5cd,1,,5,1,1.0,1,,3.0
594936ad4152bf0001bfd5cd,1,,3,1,1.0,1,,3.0
594936ad4152bf0001bfd5cd,3,,4,2,1.0,3,,2.0
63d842d3e9626bd5fe5c17b1,1,,5,1,5.0,5,,4.0
63d842d3e9626bd5fe5c17b1,5,,5,1,5.0,5,,5.0
63d842d3e9626bd5fe5c17b1,5,,5,5,5.0,5,,1.0
63d842d3e9626bd5fe5c17b1,5,,5,5,5.0,5,,5.0
63d842d3e9626bd5fe5c17b1,5,,5,5,5.0,5,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,5,5.0,5,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,5,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,5,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,1,,1.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,1,,1.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,1,,5.0
63d842d3e9626bd5fe5c17b1,5,,1,5,5.0,1,,1.0
63d842d3e9626bd5fe5c17b1,5,,5,5,5.0,5,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,5,,5.0
63d842d3e9626bd5fe5c17b1,5,,5,1,1.0,5,,5.0
63d842d3e9626bd5fe5c17b1,1,,1,1,5.0,1,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,1,5.0,1,,5.0
63d842d3e9626bd5fe5c17b1,1,,5,1,1.0,5,,5.0
63d842d3e9626bd5fe5c17b1,5,,5,1,5.0,1,,5.0
63d842d3e9626bd5fe5c17b1,5,,1,5,1.0,1,,1.0
63d842d3e9626bd5fe5c17b1,1,,5,5,5.0,5,,1.0
63d842d3e9626bd5fe5c17b1,5,,1,5,5.0,1,,1.0
631bc422eec20143118ad66b,3,3.0,4,5,3.0,3,,
631bc422eec20143118ad66b,4,5.0,5,5,1.0,5,,
631bc422eec20143118ad66b,5,5.0,5,1,5.0,5,,
631bc422eec20143118ad66b,5,4.0,5,5,5.0,3,,
631bc422eec20143118ad66b,3,2.0,5,5,5.0,5,,
631bc422eec20143118ad66b,3,5.0,5,5,5.0,5,,
631bc422eec20143118ad66b,5,3.0,5,5,5.0,3,,
631bc422eec20143118ad66b,5,2.0,5,5,5.0,5,,
631bc422eec20143118ad66b,5,2.0,5,5,5.0,2,,
631bc422eec20143118ad66b,5,5.0,5,5,5.0,4,,
631bc422eec20143118ad66b,5,3.0,5,5,5.0,4,,
631bc422eec20143118ad66b,5,3.0,5,5,5.0,5,,
631bc422eec20143118ad66b,2,5.0,5,5,5.0,4,,
631bc422eec20143118ad66b,1,2.0,5,5,5.0,5,,
631bc422eec20143118ad66b,2,5.0,5,5,5.0,3,,
631bc422eec20143118ad66b,4,5.0,3,3,3.0,5,,
631bc422eec20143118ad66b,5,3.0,3,4,3.0,5,,
631bc422eec20143118ad66b,5,2.0,3,4,5.0,1,,
631bc422eec20143118ad66b,5,3.0,4,4,4.0,5,,
631bc422eec20143118ad66b,5,5.0,2,2,4.0,3,,
631bc422eec20143118ad66b,5,5.0,3,4,2.0,5,,
631bc422eec20143118ad66b,5,5.0,3,3,3.0,5,,
58016c9f551314000145af58,2,,1,3,,1,4.0,2.0
58016c9f551314000145af58,4,,2,3,,2,5.0,2.0
58016c9f551314000145af58,1,,3,3,,3,2.0,4.0
58016c9f551314000145af58,5,,5,3,,4,2.0,4.0
58016c9f551314000145af58,4,,4,3,,4,2.0,4.0
58016c9f551314000145af58,1,,3,3,,4,2.0,3.0
58016c9f551314000145af58,2,,3,3,,2,5.0,3.0
58016c9f551314000145af58,3,,1,3,,5,5.0,2.0
58016c9f551314000145af58,1,,5,2,,5,2.0,5.0
58016c9f551314000145af58,5,,4,4,,4,5.0,4.0
58016c9f551314000145af58,5,,4,5,,3,2.0,4.0
58016c9f551314000145af58,2,,2,3,,2,3.0,3.0
58016c9f551314000145af58,4,,1,4,,1,4.0,2.0
58016c9f551314000145af58,4,,1,4,,1,4.0,1.0
58016c9f551314000145af58,5,,2,5,,2,1.0,2.0
58016c9f551314000145af58,1,,4,1,,3,1.0,4.0
58016c9f551314000145af58,3,,5,2,,4,2.0,5.0
58016c9f551314000145af58,4,,5,3,,5,4.0,5.0
58016c9f551314000145af58,4,,5,4,,5,5.0,4.0
58016c9f551314000145af58,5,,4,5,,4,5.0,4.0
58016c9f551314000145af58,5,,3,5,,3,5.0,3.0
58016c9f551314000145af58,4,,5,4,,1,4.0,2.0
63d1c10210ce566ce71616e8,3,,3,1,4.0,2,,5.0
63d1c10210ce566ce71616e8,2,,5,1,4.0,5,,2.0
63d1c10210ce566ce71616e8,3,,1,5,1.0,4,,5.0
63d1c10210ce566ce71616e8,1,,1,1,2.0,5,,5.0
63d1c10210ce566ce71616e8,5,,3,1,1.0,2,,1.0
63d1c10210ce566ce71616e8,3,,1,3,5.0,4,,5.0
63d1c10210ce566ce71616e8,5,,1,5,1.0,2,,5.0
63d1c10210ce566ce71616e8,1,,3,1,2.0,4,,1.0
63d1c10210ce566ce71616e8,1,,5,5,5.0,4,,4.0
63d1c10210ce566ce71616e8,5,,5,1,1.0,1,,2.0
63d1c10210ce566ce71616e8,5,,5,1,2.0,1,,5.0
63d1c10210ce566ce71616e8,5,,2,1,1.0,1,,5.0
63d1c10210ce566ce71616e8,5,,5,4,5.0,1,,5.0
63d1c10210ce566ce71616e8,1,,1,5,1.0,5,,5.0
63d1c10210ce566ce71616e8,5,,2,5,1.0,5,,1.0
63d1c10210ce566ce71616e8,5,,5,3,2.0,5,,1.0
63d1c10210ce566ce71616e8,1,,5,4,5.0,5,,5.0
63d1c10210ce566ce71616e8,2,,5,1,5.0,5,,5.0
63d1c10210ce566ce71616e8,5,,1,1,5.0,3,,4.0
63d1c10210ce566ce71616e8,1,,5,2,1.0,1,,5.0
63d1c10210ce566ce71616e8,5,,1,1,5.0,2,,5.0
63d1c10210ce566ce71616e8,1,,5,1,1.0,5,,5.0
5e55e83cc65ccb5ed547cb04,5,2.0,1,3,,3,4.0,
5e55e83cc65ccb5ed547cb04,3,5.0,5,2,,2,5.0,
5e55e83cc65ccb5ed547cb04,1,5.0,1,3,,2,5.0,
5e55e83cc65ccb5ed547cb04,4,3.0,4,1,,2,5.0,
5e55e83cc65ccb5ed547cb04,5,2.0,5,3,,2,3.0,
5e55e83cc65ccb5ed547cb04,1,2.0,2,5,,2,5.0,
5e55e83cc65ccb5ed547cb04,3,3.0,4,5,,2,5.0,
5e55e83cc65ccb5ed547cb04,4,1.0,1,5,,2,5.0,
5e55e83cc65ccb5ed547cb04,1,1.0,2,5,,2,2.0,
5e55e83cc65ccb5ed547cb04,4,3.0,2,5,,3,5.0,
5e55e83cc65ccb5ed547cb04,2,1.0,4,5,,3,5.0,
5e55e83cc65ccb5ed547cb04,4,2.0,3,5,,3,1.0,
5e55e83cc65ccb5ed547cb04,2,3.0,2,5,,3,5.0,
5e55e83cc65ccb5ed547cb04,1,1.0,2,5,,3,5.0,
5e55e83cc65ccb5ed547cb04,1,3.0,4,5,,2,5.0,
5e55e83cc65ccb5ed547cb04,3,3.0,4,5,,4,5.0,
5e55e83cc65ccb5ed547cb04,1,2.0,1,5,,2,5.0,
5e55e83cc65ccb5ed547cb04,4,4.0,5,2,,2,3.0,
5e55e83cc65ccb5ed547cb04,1,1.0,2,3,,3,5.0,
5e55e83cc65ccb5ed547cb04,1,2.0,3,5,,2,5.0,
5e55e83cc65ccb5ed547cb04,5,2.0,3,5,,3,4.0,
5e55e83cc65ccb5ed547cb04,1,2.0,3,5,,2,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,5,1,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,5,5,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,1,5,,5,5.0,
63e5b3e89a3823139cb9d35e,1,1.0,5,1,,5,5.0,
63e5b3e89a3823139cb9d35e,1,1.0,5,1,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,5,5,,5,1.0,
63e5b3e89a3823139cb9d35e,1,5.0,5,5,,5,1.0,
63e5b3e89a3823139cb9d35e,5,1.0,5,1,,1,5.0,
63e5b3e89a3823139cb9d35e,5,1.0,1,1,,5,5.0,
63e5b3e89a3823139cb9d35e,5,1.0,1,1,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,1,5,,5,5.0,
63e5b3e89a3823139cb9d35e,5,1.0,5,5,,5,5.0,
63e5b3e89a3823139cb9d35e,1,1.0,1,1,,5,1.0,
63e5b3e89a3823139cb9d35e,5,1.0,1,1,,5,5.0,
63e5b3e89a3823139cb9d35e,5,1.0,1,5,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,3,5,,5,5.0,
63e5b3e89a3823139cb9d35e,5,3.0,3,3,,5,5.0,
63e5b3e89a3823139cb9d35e,5,4.0,4,4,,5,5.0,
63e5b3e89a3823139cb9d35e,5,4.0,4,4,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,5,4,,5,5.0,
63e5b3e89a3823139cb9d35e,5,5.0,5,4,,5,1.0,
63e5b3e89a3823139cb9d35e,5,5.0,3,4,,1,5.0,
6400ea4cec0b310140841b2d,2,,1,3,,2,4.0,3.0
6400ea4cec0b310140841b2d,2,,1,2,,5,1.0,3.0
6400ea4cec0b310140841b2d,3,,1,1,,1,1.0,3.0
6400ea4cec0b310140841b2d,3,,1,2,,1,1.0,4.0
6400ea4cec0b310140841b2d,3,,5,2,,1,5.0,1.0
6400ea4cec0b310140841b2d,1,,5,3,,1,2.0,4.0
6400ea4cec0b310140841b2d,3,,1,2,,5,2.0,2.0
6400ea4cec0b310140841b2d,1,,3,1,,1,2.0,4.0
6400ea4cec0b310140841b2d,1,,1,2,,2,3.0,5.0
6400ea4cec0b310140841b2d,3,,1,2,,5,2.0,1.0
6400ea4cec0b310140841b2d,1,,5,1,,1,2.0,2.0
6400ea4cec0b310140841b2d,2,,1,3,,1,3.0,4.0
6400ea4cec0b310140841b2d,4,,2,2,,3,3.0,3.0
6400ea4cec0b310140841b2d,1,,2,1,,3,2.0,3.0
6400ea4cec0b310140841b2d,2,,5,1,,5,2.0,3.0
6400ea4cec0b310140841b2d,1,,1,3,,3,5.0,1.0
6400ea4cec0b310140841b2d,2,,1,1,,2,5.0,1.0
6400ea4cec0b310140841b2d,1,,1,1,,1,1.0,1.0
6400ea4cec0b310140841b2d,4,,5,1,,5,2.0,1.0
6400ea4cec0b310140841b2d,2,,3,2,,1,5.0,5.0
6400ea4cec0b310140841b2d,2,,2,3,,5,4.0,5.0
6400ea4cec0b310140841b2d,4,,3,1,,5,1.0,3.0
6352b3c968388ef86f3556db,5,,5,5,5.0,5,,5.0
6352b3c968388ef86f3556db,5,,5,5,5.0,5,,1.0
6352b3c968388ef86f3556db,5,,5,5,5.0,5,,4.0
6352b3c968388ef86f3556db,3,,2,5,2.0,5,,5.0
6352b3c968388ef86f3556db,1,,4,5,3.0,5,,5.0
6352b3c968388ef86f3556db,2,,4,5,4.0,5,,5.0
6352b3c968388ef86f3556db,1,,5,5,5.0,5,,5.0
6352b3c968388ef86f3556db,1,,3,5,3.0,5,,5.0
6352b3c968388ef86f3556db,2,,2,5,2.0,5,,5.0
6352b3c968388ef86f3556db,1,,2,2,2.0,5,,5.0
6352b3c968388ef86f3556db,1,,2,5,2.0,5,,5.0
6352b3c968388ef86f3556db,1,,5,5,1.0,5,,5.0
6352b3c968388ef86f3556db,1,,2,5,3.0,5,,5.0
6352b3c968388ef86f3556db,1,,5,5,3.0,5,,5.0
6352b3c968388ef86f3556db,1,,5,5,1.0,5,,5.0
6352b3c968388ef86f3556db,1,,5,5,1.0,1,,5.0
6352b3c968388ef86f3556db,1,,2,5,2.0,5,,5.0
6352b3c968388ef86f3556db,1,,5,5,5.0,5,,5.0
6352b3c968388ef86f3556db,5,,5,5,1.0,5,,5.0
6352b3c968388ef86f3556db,1,,1,5,4.0,5,,5.0
6352b3c968388ef86f3556db,1,,2,5,2.0,5,,5.0
6352b3c968388ef86f3556db,1,,1,5,5.0,5,,5.0
63dc7b5bf451a34177b66c66,1,,1,2,,2,3.0,4.0
63dc7b5bf451a34177b66c66,1,,1,1,,1,1.0,5.0
63dc7b5bf451a34177b66c66,2,,1,1,,5,1.0,5.0
63dc7b5bf451a34177b66c66,1,,1,1,,5,1.0,1.0
63dc7b5bf451a34177b66c66,1,,1,1,,1,1.0,5.0
63dc7b5bf451a34177b66c66,1,,1,2,,5,1.0,5.0
63dc7b5bf451a34177b66c66,5,,3,4,,1,1.0,1.0
63dc7b5bf451a34177b66c66,1,,2,2,,1,1.0,1.0
63dc7b5bf451a34177b66c66,1,,2,2,,5,1.0,1.0
63dc7b5bf451a34177b66c66,1,,1,1,,5,1.0,2.0
63dc7b5bf451a34177b66c66,5,,2,1,,5,1.0,1.0
63dc7b5bf451a34177b66c66,5,,1,1,,2,1.0,2.0
63dc7b5bf451a34177b66c66,2,,2,1,,2,1.0,5.0
63dc7b5bf451a34177b66c66,5,,2,1,,5,1.0,1.0
63dc7b5bf451a34177b66c66,5,,1,3,,5,1.0,5.0
63dc7b5bf451a34177b66c66,1,,1,2,,1,2.0,5.0
63dc7b5bf451a34177b66c66,5,,2,2,,5,1.0,1.0
63dc7b5bf451a34177b66c66,2,,1,4,,2,1.0,2.0
63dc7b5bf451a34177b66c66,5,,1,3,,2,1.0,1.0
63dc7b5bf451a34177b66c66,5,,2,2,,2,3.0,1.0
63dc7b5bf451a34177b66c66,5,,3,2,,1,3.0,5.0
63dc7b5bf451a34177b66c66,1,,3,1,,2,4.0,1.0
63d881ab484805569b553bd8,5,1.0,5,1,,4,5.0,
63d881ab484805569b553bd8,5,2.0,4,5,,3,1.0,
63d881ab484805569b553bd8,1,1.0,4,2,,3,5.0,
63d881ab484805569b553bd8,5,5.0,4,2,,3,5.0,
63d881ab484805569b553bd8,5,2.0,4,5,,5,5.0,
