"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","1424","focusevent","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","1424","focusevent","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","instructions","1","5550","0.0-1.0","[{""page_index"":0,""viewing_time"":5546}]","5546","","","","","","","","","","","","","",""
"fullscreenenter","2","10557","fullscreenenter","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","fullscreen","2","11492","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","instructions","3","39007","0.0-4.0","[{""page_index"":0,""viewing_time"":19915},{""page_index"":1,""viewing_time"":7599}]","27514","","","","","","","","","","","","","",""
"","","","","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","instructions","4","40109","0.0-5.0","[{""page_index"":0,""viewing_time"":1101}]","1101","","","","","","","","","","","","","",""
"","","","rating","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","image-keyboard-response","5","44019","0.0-6.0-1.0","","3808","","trustrating_stim/white_mw066.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","image-keyboard-response","6","44221","0.0-6.0-2.0","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","","5f9873550513db147c9d2958","bdp_trlrn","Tue Mar 14 2023 13:39:46 GMT-0400 (Eastern Daylight Time)","681503","Trustworthy,Untrustworthy","image-keyboard-response","7","45545","0.0-6.0-1.1","","1221","","trustrating_stim/white_mw033.bmp","4","","","","","","","","","","",""
