"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","39","37646","0.0-6.0-2.16","","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","40","38579","0.0-6.0-1.17","","","828","","trustrating_stim/white_00109_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","41","38786","0.0-6.0-2.17","","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","42","39680","0.0-6.0-1.18","","","792","","trustrating_stim/white_mw056.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","43","39882","0.0-6.0-2.18","","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","44","40552","0.0-6.0-1.19","","","564","","trustrating_stim/white_mw033.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","45","40760","0.0-6.0-2.19","","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","46","41563","0.0-6.0-1.20","","","696","","trustrating_stim/white_00785_941205_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","47","41768","0.0-6.0-2.20","","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","48","42626","0.0-6.0-1.21","","","755","","trustrating_stim/white_mw071.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","49","42833","0.0-6.0-2.21","","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","50","43785","0.0-6.0-1.22","","","848","","trustrating_stim/white_mw046.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","51","43991","0.0-6.0-2.22","","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","52","45075","0.0-6.0-1.23","","","981","","trustrating_stim/white_mw097.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","53","45277","0.0-6.0-2.23","","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","54","46312","0.0-6.0-1.24","","","929","","trustrating_stim/white_mw063.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","55","46519","0.0-6.0-2.24","","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","56","47370","0.0-6.0-1.25","","","742","","trustrating_stim/white_00120_931230_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","57","47577","0.0-6.0-2.25","","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","58","48710","0.0-6.0-1.26","","","1028","","trustrating_stim/white_00223_940128_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","59","48916","0.0-6.0-2.26","","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","60","49753","0.0-6.0-1.27","","","734","","trustrating_stim/white_mw099.bmp","7","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","61","49954","0.0-6.0-2.27","","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","62","50934","0.0-6.0-1.28","","","875","","trustrating_stim/white_mw053.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","63","51141","0.0-6.0-2.28","","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","64","51842","0.0-6.0-1.29","","","594","","trustrating_stim/white_mw035.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","65","52045","0.0-6.0-2.29","","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","66","52793","0.0-6.0-1.30","","","642","","trustrating_stim/white_mw053.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","67","52994","0.0-6.0-2.30","","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","68","54194","0.0-6.0-1.31","","","1095","","trustrating_stim/white_mw060.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","69","54400","0.0-6.0-2.31","","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","70","55216","0.0-6.0-1.32","","","708","","trustrating_stim/white_mw035.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","71","55422","0.0-6.0-2.32","","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","72","56549","0.0-6.0-1.33","","","1020","","trustrating_stim/white_00898_960530_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","73","56753","0.0-6.0-2.33","","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","74","57577","0.0-6.0-1.34","","","721","","trustrating_stim/white_mw046.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","75","57780","0.0-6.0-2.34","","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","76","59114","0.0-6.0-1.35","","","1227","","trustrating_stim/white_mw048.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","77","59316","0.0-6.0-2.35","","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","78","60207","0.0-6.0-1.36","","","790","","trustrating_stim/white_mw089.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","79","60415","0.0-6.0-2.36","","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","80","61558","0.0-6.0-1.37","","","1038","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","81","61763","0.0-6.0-2.37","","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","82","62874","0.0-6.0-1.38","","","1003","","trustrating_stim/white_00223_940128_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","83","63080","0.0-6.0-2.38","","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6005fd9c8bbd67931607e518","bdp_trlrn","Sun Mar 12 2023 20:28:29 GMT-0700 (Pacific Daylight Time)","461831","Untrustworthy,Trustworthy","image-keyboard-response","84","64439","0.0-6.0-1.39","","","1249","","trustrating_stim/white_00761_941201_fb_edt.bmp","6","","","","","","","","","","",""
