"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","1","","","","","","","","","","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","pavlovia","0","9","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","59815","focusevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","instructions","1","63012","0.0-1.0","[{""page_index"":0,""viewing_time"":63002}]","63002","","","","","","","","","","","","","",""
"blur","2","66001","blurevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","2","","","","","","","","","","","","","","","","","","","",""
"focus","2","79487","focusevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","2","80814","blurevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"focus","2","498997","focusevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","2","502480","blurevent","63d13b5ec81c77c3030c51c5","bdp_trlrn","Tue Mar 14 2023 20:59:14 GMT-0400 (Eastern Daylight Time)","880380","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
