"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","3","0.0-0.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","",""
"instructions","1","2137","0.0-1.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2134}]","2134","","","","","","","","","","","","","","","","",""
"","","","","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","","fullscreenenter","2","116595","fullscreenenter","","","","","","","","","","","","",""
"fullscreen","2","117585","0.0-2.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","","",""
"instructions","3","128982","0.0-4.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":5124},{""page_index"":1,""viewing_time"":6272}]","11396","","","","","","","","","","","","","","","","",""
"instructions","4","131901","0.0-5.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2918}]","2918","","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","134086","0.0-6.0-1.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","2082","","","","rating","","trustrating_stim/white_mw040.bmp","5","","","","","","","","","",""
"image-keyboard-response","6","134289","0.0-6.0-2.0","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw040.bmp","null","","","","","","","","","",""
"image-keyboard-response","7","135983","0.0-6.0-1.1","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","1591","","","","rating","","trustrating_stim/white_mw004.bmp","6","","","","","","","","","",""
"image-keyboard-response","8","136184","0.0-6.0-2.1","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw004.bmp","null","","","","","","","","","",""
"image-keyboard-response","9","137582","0.0-6.0-1.2","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","1295","","","","rating","","trustrating_stim/white_mw035.bmp","4","","","","","","","","","",""
"image-keyboard-response","10","137784","0.0-6.0-2.2","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","",""
"image-keyboard-response","11","139709","0.0-6.0-1.3","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","1824","","","","rating","","trustrating_stim/white_00253_940128_fa_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","12","139913","0.0-6.0-2.3","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00253_940128_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","13","140742","0.0-6.0-1.4","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","727","","","","rating","","trustrating_stim/white_00657_941121_fa_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","14","140957","0.0-6.0-2.4","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","15","142413","0.0-6.0-1.5","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","1355","","","","rating","","trustrating_stim/white_mw058.bmp","4","","","","","","","","","",""
"image-keyboard-response","16","142620","0.0-6.0-2.5","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw058.bmp","null","","","","","","","","","",""
"image-keyboard-response","17","143237","0.0-6.0-1.6","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","515","","","","rating","","trustrating_stim/white_mw054.bmp","4","","","","","","","","","",""
"image-keyboard-response","18","143440","0.0-6.0-2.6","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw054.bmp","null","","","","","","","","","",""
"image-keyboard-response","19","144294","0.0-6.0-1.7","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","753","","","","rating","","trustrating_stim/white_00897_960530_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","20","144497","0.0-6.0-2.7","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00897_960530_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","21","145070","0.0-6.0-1.8","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","471","","","","rating","","trustrating_stim/white_mw084.bmp","4","","","","","","","","","",""
"image-keyboard-response","22","145279","0.0-6.0-2.8","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","",""
"image-keyboard-response","23","146102","0.0-6.0-1.9","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","721","","","","rating","","trustrating_stim/white_mw044.bmp","4","","","","","","","","","",""
"image-keyboard-response","24","146304","0.0-6.0-2.9","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw044.bmp","null","","","","","","","","","",""
"image-keyboard-response","25","146950","0.0-6.0-1.10","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","544","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","26","147152","0.0-6.0-2.10","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","27","148062","0.0-6.0-1.11","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","809","","","","rating","","trustrating_stim/white_mw071.bmp","4","","","","","","","","","",""
"image-keyboard-response","28","148279","0.0-6.0-2.11","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","",""
"image-keyboard-response","29","149134","0.0-6.0-1.12","600dbe709135115f44e0d8b1","bdp_trlrn","Tue May 11 2021 14:52:00 GMT-0400 (Eastern Daylight Time)","946351","Untrustworthy,Trustworthy","","752","","","","rating","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","",""
