"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","1","0.0-0.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","focus","1","5790","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","6885","0.0-1.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","","[{""page_index"":0,""viewing_time"":6884}]","6884","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","fullscreenexit","2","8687","fullscreenexit","","","","","","","","","","","","","","","",""
"fullscreen","2","9482","0.0-2.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","","","",""
"image-keyboard-response","3","13780","0.0-3.0-0.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","fullscreenfail","","4296","","","32","","","","","","","","","","",""
"instructions","4","21223","0.0-4.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","","[{""page_index"":0,""viewing_time"":5313},{""page_index"":1,""viewing_time"":1879}]","7192","","","","","","","","","","","","","",""
"instructions","5","22133","0.0-5.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","","[{""page_index"":0,""viewing_time"":910}]","910","","","","","","","","","","","","","",""
"image-keyboard-response","6","23435","0.0-6.0-1.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","rating","","1185","","trustrating_stim/white_00223_940128_fb_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","7","23648","0.0-6.0-2.0","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","ratingFB","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","8","24574","0.0-6.0-1.1","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","rating","","817","","trustrating_stim/white_mw056.bmp","5","","","","","","","","","","",""
"image-keyboard-response","9","24787","0.0-6.0-2.1","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"image-keyboard-response","10","25623","0.0-6.0-1.2","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","rating","","726","","trustrating_stim/white_00898_960530_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","11","25829","0.0-6.0-2.2","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","ratingFB","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","12","26671","0.0-6.0-1.3","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","rating","","733","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","13","26873","0.0-6.0-2.3","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","ratingFB","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","14","27626","0.0-6.0-1.4","63ea5b93d1c6d38e1f57dcfa","bdp_trlrn","Sat Apr 08 2023 12:11:09 GMT-0400 (Eastern Daylight Time)","435263","Untrustworthy,Trustworthy","","","","rating","","643","","trustrating_stim/white_00519_940519_fb_edt.bmp","5","","","","","","","","","","",""
