"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","11","100018","0.0-6.0-2.2","","null","","trustrating_stim/white_mw022.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","12","101566","0.0-6.0-1.3","","1444","","trustrating_stim/white_mw035.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","13","101768","0.0-6.0-2.3","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","14","102806","0.0-6.0-1.4","","934","","trustrating_stim/white_mw058.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","15","103009","0.0-6.0-2.4","","null","","trustrating_stim/white_mw058.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","16","104183","0.0-6.0-1.5","","1073","","trustrating_stim/white_mw054.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","17","104386","0.0-6.0-2.5","","null","","trustrating_stim/white_mw054.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","18","107225","0.0-6.0-1.6","","2738","","trustrating_stim/white_00657_941121_fa_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","19","107429","0.0-6.0-2.6","","null","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","20","108879","0.0-6.0-1.7","","1349","","trustrating_stim/white_mw025.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","21","109082","0.0-6.0-2.7","","null","","trustrating_stim/white_mw025.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","22","111161","0.0-6.0-1.8","","1977","","trustrating_stim/white_00757_941201_fa_edt.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","23","111364","0.0-6.0-2.8","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","24","112583","0.0-6.0-1.9","","1117","","trustrating_stim/white_mw051.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","25","112785","0.0-6.0-2.9","","null","","trustrating_stim/white_mw051.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","26","114469","0.0-6.0-1.10","","1581","","trustrating_stim/white_mw089.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","27","114670","0.0-6.0-2.10","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","28","117258","0.0-6.0-1.11","","2485","","trustrating_stim/white_mw040.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","29","117460","0.0-6.0-2.11","","null","","trustrating_stim/white_mw040.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","30","118841","0.0-6.0-1.12","","1279","","trustrating_stim/white_mw016.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","31","119045","0.0-6.0-2.12","","null","","trustrating_stim/white_mw016.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","32","120636","0.0-6.0-1.13","","1491","","trustrating_stim/white_mw043.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","33","120841","0.0-6.0-2.13","","null","","trustrating_stim/white_mw043.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","34","121934","0.0-6.0-1.14","","991","","trustrating_stim/white_mw006.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","35","122139","0.0-6.0-2.14","","null","","trustrating_stim/white_mw006.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","36","123221","0.0-6.0-1.15","","977","","trustrating_stim/white_mw019.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","37","123425","0.0-6.0-2.15","","null","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","38","126045","0.0-6.0-1.16","","2518","","trustrating_stim/white_00223_940128_fb_edt.bmp","3","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","39","126248","0.0-6.0-2.16","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","40","128446","0.0-6.0-1.17","","2097","","trustrating_stim/white_00897_960530_fb_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","41","128647","0.0-6.0-2.17","","null","","trustrating_stim/white_00897_960530_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","42","130993","0.0-6.0-1.18","","2244","","trustrating_stim/white_00960_960627_fb_edt.bmp","5","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","43","131197","0.0-6.0-2.18","","null","","trustrating_stim/white_00960_960627_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","44","133623","0.0-6.0-1.19","","2320","","trustrating_stim/white_mw013.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","45","133825","0.0-6.0-2.19","","null","","trustrating_stim/white_mw013.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","46","136307","0.0-6.0-1.20","","2380","","trustrating_stim/white_mw082.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","47","136508","0.0-6.0-2.20","","null","","trustrating_stim/white_mw082.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","48","140250","0.0-6.0-1.21","","3638","","trustrating_stim/white_mw097.bmp","5","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","49","140453","0.0-6.0-2.21","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","50","156157","0.0-6.0-1.22","","15600","","trustrating_stim/white_mw044.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","51","156363","0.0-6.0-2.22","","null","","trustrating_stim/white_mw044.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","52","157498","0.0-6.0-1.23","","1032","","trustrating_stim/white_mw072.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","53","157703","0.0-6.0-2.23","","null","","trustrating_stim/white_mw072.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","54","159422","0.0-6.0-1.24","","1618","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","55","159623","0.0-6.0-2.24","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","56","160481","0.0-6.0-1.25","","754","","trustrating_stim/white_mw046.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","57","160683","0.0-6.0-2.25","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","58","161423","0.0-6.0-1.26","","637","","trustrating_stim/white_00120_931230_fa_edt.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","59","161626","0.0-6.0-2.26","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","60","162313","0.0-6.0-1.27","","585","","trustrating_stim/white_00253_940128_fa_edt.bmp","4","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","61","162514","0.0-6.0-2.27","","null","","trustrating_stim/white_00253_940128_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","62","163339","0.0-6.0-1.28","","721","","trustrating_stim/white_mw004.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","63","163542","0.0-6.0-2.28","","null","","trustrating_stim/white_mw004.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","64","164191","0.0-6.0-1.29","","549","","trustrating_stim/white_mw080.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","65","164394","0.0-6.0-2.29","","null","","trustrating_stim/white_mw080.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","66","164978","0.0-6.0-1.30","","481","","trustrating_stim/white_mw057.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","67","165180","0.0-6.0-2.30","","null","","trustrating_stim/white_mw057.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","68","166809","0.0-6.0-1.31","","1528","","trustrating_stim/white_00807_941205_fb_edt.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","69","167014","0.0-6.0-2.31","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","70","168460","0.0-6.0-1.32","","1342","","trustrating_stim/white_00785_941205_fb_edt.bmp","5","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","71","168663","0.0-6.0-2.32","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","72","169763","0.0-6.0-1.33","","998","","trustrating_stim/white_00602_940928_fb_edt.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","73","169967","0.0-6.0-2.33","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","74","173860","0.0-6.0-1.34","","3792","","trustrating_stim/white_mw071.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","75","174065","0.0-6.0-2.34","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","76","177455","0.0-6.0-1.35","","3288","","trustrating_stim/white_mw012.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","77","177658","0.0-6.0-2.35","","null","","trustrating_stim/white_mw012.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","78","179402","0.0-6.0-1.36","","1643","","trustrating_stim/white_mw066.bmp","7","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","79","179604","0.0-6.0-2.36","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","80","185711","0.0-6.0-1.37","","6003","","trustrating_stim/white_mw099.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","81","185913","0.0-6.0-2.37","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","82","188172","0.0-6.0-1.38","","2157","","trustrating_stim/white_00761_941201_fb_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","83","188375","0.0-6.0-2.38","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","84","191966","0.0-6.0-1.39","","3490","","trustrating_stim/white_mw084.bmp","6","","","","","","","","",""
"","","","ratingFB","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","image-keyboard-response","85","192167","0.0-6.0-2.39","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","",""
"","","","","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","instructions","86","194079","0.0-7.0","[{""page_index"":0,""viewing_time"":1808}]","1808","","","","","","","","","","","",""
"","","","","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","instructions","87","334056","0.0-8.0","[{""page_index"":0,""viewing_time"":38984},{""page_index"":1,""viewing_time"":9670},{""page_index"":2,""viewing_time"":6965},{""page_index"":3,""viewing_time"":56008},{""page_index"":4,""viewing_time"":10805},{""page_index"":5,""viewing_time"":9433},{""page_index"":6,""viewing_time"":8009}]","139874","","","","","","","","","","","",""
"","","","","5e090bd339bcde2032a37427","bdp_trlrn","Tue May 11 2021 12:55:01 GMT-0600 (Mountain Daylight Time)","642547","Untrustworthy,Trustworthy","html-keyboard-response","88","344969","0.0-9.0","","10910","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","",""
