"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","2","0.0-0.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","blur","1","5751","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","focus","1","13693","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","17924","0.0-1.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":17921}]","17921","","","","","","","","","","","","","",""
"","","","","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","fullscreenenter","2","23663","fullscreenenter","","","","","","","","","","","","","","","","",""
"fullscreen","2","24669","0.0-2.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","43143","0.0-4.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":11680},{""page_index"":1,""viewing_time"":6793}]","18473","","","","","","","","","","","","","",""
"instructions","4","44646","0.0-5.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":1503}]","1503","","","","","","","","","","","","","",""
"image-keyboard-response","5","48030","0.0-6.0-1.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","rating","","","3281","","trustrating_stim/white_mw084.bmp","5","","","","","","","","","","",""
"image-keyboard-response","6","48232","0.0-6.0-2.0","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","51475","0.0-6.0-1.1","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","rating","","","3141","","trustrating_stim/white_mw033.bmp","5","","","","","","","","","","",""
"image-keyboard-response","8","51677","0.0-6.0-2.1","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"image-keyboard-response","9","53978","0.0-6.0-1.2","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","rating","","","2200","","trustrating_stim/white_00898_960530_fa_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","10","54180","0.0-6.0-2.2","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","11","57176","0.0-6.0-1.3","611d4519393cabb9a4a46ebd","bdp_trlrn","Wed Mar 15 2023 23:14:09 GMT-0400 (Eastern Daylight Time)","819858","Untrustworthy,Trustworthy","","","","rating","","","2894","","trustrating_stim/white_00120_931230_fa_edt.bmp","6","","","","","","","","","","",""
