"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","pavlovia","0","17","0.0-0.0","","","","","","","","","","","","","","","","",""
"blur","1","25880","blurevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","1","","","","","","","","","","","","","","","",""
"focus","1","26059","focusevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","1","28509","blurevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"focus","1","57740","focusevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","1","57814","blurevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"focus","1","63378","focusevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","instructions","1","68736","0.0-1.0","","[{""page_index"":0,""viewing_time"":68716}]","68717","","","","","","","","","","","","","",""
"blur","2","80799","blurevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:22:27 GMT-0500 (Central Daylight Time)","1075031","Trustworthy,Untrustworthy","","","","","2","","","","","","","","","","","","","","","",""
