"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"html-keyboard-response","289","462891","0.0-19.0-3.50","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","17","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","265","51"
"html-keyboard-response","290","464205","0.0-19.0-1.51","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1313","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","18","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","270","52"
"html-keyboard-response","291","464457","0.0-19.0-2.51","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","18","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","268","52"
"html-keyboard-response","292","465459","0.0-19.0-3.51","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","18","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","268","52"
"html-keyboard-response","293","466768","0.0-19.0-1.52","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1308","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","18","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","273","53"
"html-keyboard-response","294","467020","0.0-19.0-2.52","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","18","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","269","53"
"html-keyboard-response","295","468021","0.0-19.0-3.52","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","18","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","277","53"
"html-keyboard-response","296","470008","0.0-19.0-1.53","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1987","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","18","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","282","54"
"html-keyboard-response","297","470260","0.0-19.0-2.53","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","18","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","280","54"
"html-keyboard-response","298","471262","0.0-19.0-3.53","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","18","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","280","54"
"html-keyboard-response","299","472910","0.0-19.0-1.54","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1648","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","19","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","285","55"
"html-keyboard-response","300","473164","0.0-19.0-2.54","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","19","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","280","55"
"html-keyboard-response","301","474166","0.0-19.0-3.54","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","19","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","290","55"
"html-keyboard-response","302","476488","0.0-19.0-1.55","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","2321","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","19","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","295","56"
"html-keyboard-response","303","476740","0.0-19.0-2.55","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","19","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","292","56"
"html-keyboard-response","304","477743","0.0-19.0-3.55","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","19","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","292","56"
"html-keyboard-response","305","480472","0.0-19.0-1.56","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","2727","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","19","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","297","57"
"html-keyboard-response","306","480722","0.0-19.0-2.56","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","19","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","296","57"
"html-keyboard-response","307","481723","0.0-19.0-3.56","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","19","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","298","57"
"html-keyboard-response","308","482925","0.0-19.0-1.57","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1201","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","20","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","303","58"
"html-keyboard-response","309","483177","0.0-19.0-2.57","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","20","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","301","58"
"html-keyboard-response","310","484180","0.0-19.0-3.57","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","301","58"
"html-keyboard-response","311","485646","0.0-19.0-1.58","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1465","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","20","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","306","59"
"html-keyboard-response","312","485909","0.0-19.0-2.58","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","20","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","305","59"
"html-keyboard-response","313","486911","0.0-19.0-3.58","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","307","59"
"html-keyboard-response","314","488167","0.0-19.0-1.59","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1255","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","20","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","312","60"
"html-keyboard-response","315","488420","0.0-19.0-2.59","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","20","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","308","60"
"html-keyboard-response","316","489422","0.0-19.0-3.59","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","316","60"
"html-keyboard-response","317","490686","0.0-19.0-1.60","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1263","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","21","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","321","61"
"html-keyboard-response","318","490937","0.0-19.0-2.60","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","21","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","319","61"
"html-keyboard-response","319","491940","0.0-19.0-3.60","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","319","61"
"html-keyboard-response","320","493070","0.0-19.0-1.61","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1129","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","324","62"
"html-keyboard-response","321","493322","0.0-19.0-2.61","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","321","62"
"html-keyboard-response","322","494324","0.0-19.0-3.61","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","321","62"
"html-keyboard-response","323","495861","0.0-19.0-1.62","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1535","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","21","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","326","63"
"html-keyboard-response","324","496112","0.0-19.0-2.62","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","21","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","321","63"
"html-keyboard-response","325","497115","0.0-19.0-3.62","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","331","63"
"html-keyboard-response","326","498449","0.0-19.0-1.63","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1334","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","22","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","336","64"
"html-keyboard-response","327","498701","0.0-19.0-2.63","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","22","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","333","64"
"html-keyboard-response","328","499703","0.0-19.0-3.63","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","333","64"
"html-keyboard-response","329","501554","0.0-19.0-1.64","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1851","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","22","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","338","65"
"html-keyboard-response","330","501805","0.0-19.0-2.64","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","22","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","334","65"
"html-keyboard-response","331","502821","0.0-19.0-3.64","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","342","65"
