"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","3","0.0-0.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","focus","1","4799","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","10714","0.0-1.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":10711}]","10711","","","","","","","","","","","","","",""
"","","","","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","fullscreenenter","2","12413","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","13402","0.0-2.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","44328","0.0-4.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":8500},{""page_index"":1,""viewing_time"":22425}]","30925","","","","","","","","","","","","","",""
"instructions","4","45939","0.0-5.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":1610}]","1610","","","","","","","","","","","","","",""
"image-keyboard-response","5","49170","0.0-6.0-1.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","3129","","trustrating_stim/white_mw063.bmp","4","","","","","","","","","","",""
"image-keyboard-response","6","49372","0.0-6.0-2.0","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","51260","0.0-6.0-1.1","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","1786","","trustrating_stim/white_00129_931230_fb_edt.bmp","7","","","","","","","","","","",""
"image-keyboard-response","8","51461","0.0-6.0-2.1","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","9","54444","0.0-6.0-1.2","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","2881","","trustrating_stim/white_mw060.bmp","6","","","","","","","","","","",""
"image-keyboard-response","10","54645","0.0-6.0-2.2","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"image-keyboard-response","11","56984","0.0-6.0-1.3","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","2238","","trustrating_stim/white_mw048.bmp","6","","","","","","","","","","",""
"image-keyboard-response","12","57186","0.0-6.0-2.3","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"image-keyboard-response","13","59925","0.0-6.0-1.4","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","2638","","trustrating_stim/white_mw035.bmp","5","","","","","","","","","","",""
"image-keyboard-response","14","60127","0.0-6.0-2.4","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"image-keyboard-response","15","61612","0.0-6.0-1.5","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","1383","","trustrating_stim/white_mw066.bmp","8","","","","","","","","","","",""
"image-keyboard-response","16","61813","0.0-6.0-2.5","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"image-keyboard-response","17","64361","0.0-6.0-1.6","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","2445","","trustrating_stim/white_mw089.bmp","6","","","","","","","","","","",""
"image-keyboard-response","18","64562","0.0-6.0-2.6","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"image-keyboard-response","19","66944","0.0-6.0-1.7","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","2281","","trustrating_stim/white_00659_941121_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","20","67144","0.0-6.0-2.7","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","21","70779","0.0-6.0-1.8","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","3532","","trustrating_stim/white_mw097.bmp","5","","","","","","","","","","",""
"image-keyboard-response","22","70980","0.0-6.0-2.8","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"image-keyboard-response","23","72928","0.0-6.0-1.9","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","1847","","trustrating_stim/white_00109_931230_fa_edt.bmp","8","","","","","","","","","","",""
"image-keyboard-response","24","73129","0.0-6.0-2.9","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","25","75306","0.0-6.0-1.10","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","2074","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","","",""
"image-keyboard-response","26","75508","0.0-6.0-2.10","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"image-keyboard-response","27","80612","0.0-6.0-1.11","5fa9fffcf843322ce7456283","bdp_trlrn","Tue Mar 14 2023 14:20:37 GMT-0400 (Eastern Daylight Time)","982607","Trustworthy,Untrustworthy","","","","rating","","5002","","trustrating_stim/white_00223_940128_fb_edt.bmp","6","","","","","","","","","","",""
