"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","pavlovia","0","32","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","instructions","1","21780","0.0-1.0","[{""page_index"":0,""viewing_time"":21747}]","21747","","","","","","","","","","","","","",""
"fullscreenexit","2","28983","fullscreenexit","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","fullscreen","2","29688","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","3","47309","0.0-3.0-0.0","","17615","","","32","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","instructions","4","150882","0.0-4.0","[{""page_index"":0,""viewing_time"":53562},{""page_index"":1,""viewing_time"":49758}]","103320","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","instructions","5","157922","0.0-5.0","[{""page_index"":0,""viewing_time"":7037}]","7038","","","","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","6","164787","0.0-6.0-1.0","","6757","","trustrating_stim/white_mw046.bmp","3","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","7","165007","0.0-6.0-2.0","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","8","170790","0.0-6.0-1.1","","5667","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","9","171004","0.0-6.0-2.1","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","10","173324","0.0-6.0-1.2","","2203","","trustrating_stim/white_mw033.bmp","2","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","11","173536","0.0-6.0-2.2","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","12","175635","0.0-6.0-1.3","","1982","","trustrating_stim/white_00757_941201_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","13","175851","0.0-6.0-2.3","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","14","177095","0.0-6.0-1.4","","1128","","trustrating_stim/white_00761_941201_fb_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","15","177299","0.0-6.0-2.4","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","16","178527","0.0-6.0-1.5","","1112","","trustrating_stim/white_mw084.bmp","2","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","17","178732","0.0-6.0-2.5","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","18","181893","0.0-6.0-1.6","","3047","","trustrating_stim/white_mw089.bmp","2","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","19","182097","0.0-6.0-2.6","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","20","183154","0.0-6.0-1.7","","940","","trustrating_stim/white_mw097.bmp","2","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","21","183364","0.0-6.0-2.7","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","22","185304","0.0-6.0-1.8","","1824","","trustrating_stim/white_00807_941205_fb_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","23","185513","0.0-6.0-2.8","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","24","186380","0.0-6.0-1.9","","751","","trustrating_stim/white_00602_940928_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","25","186594","0.0-6.0-2.9","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","26","187641","0.0-6.0-1.10","","930","","trustrating_stim/white_00577_940928_fa_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","27","187844","0.0-6.0-2.10","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","28","189027","0.0-6.0-1.11","","1068","","trustrating_stim/white_mw066.bmp","3","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","29","189249","0.0-6.0-2.11","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","30","190089","0.0-6.0-1.12","","728","","trustrating_stim/white_mw056.bmp","1","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","31","190293","0.0-6.0-2.12","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","32","192937","0.0-6.0-1.13","","2541","","trustrating_stim/white_00659_941121_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","33","193141","0.0-6.0-2.13","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","34","193830","0.0-6.0-1.14","","574","","trustrating_stim/white_00898_960530_fa_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","35","194042","0.0-6.0-2.14","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","627ea14463f25dce42e73d51","bdp_trlrn","Mon Mar 13 2023 13:24:32 GMT-0400 (Eastern Daylight Time)","1325662","Trustworthy,Untrustworthy","image-keyboard-response","36","195149","0.0-6.0-1.15","","991","","trustrating_stim/white_00340_940422_fa_edt.bmp","2","","","","","","","","","","",""
