"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","198","724068","0.0-19.0-1.20","","419","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","7","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","124","21"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","199","724328","0.0-19.0-2.20","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","7","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","119","21"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","200","725331","0.0-19.0-3.20","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","129","21"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","201","725692","0.0-19.0-1.21","","361","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","8","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","134","22"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","202","725954","0.0-19.0-2.21","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","8","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","131","22"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","203","726957","0.0-19.0-3.21","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","131","22"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","204","727307","0.0-19.0-1.22","","350","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","8","Aaron","1","Shared","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","136","23"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","205","727559","0.0-19.0-2.22","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","8","Aaron","1","Shared","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","131","23"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","206","728561","0.0-19.0-3.22","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Aaron","1","Shared","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","141","23"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","207","728812","0.0-19.0-1.23","","249","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","8","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","146","24"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","208","729078","0.0-19.0-2.23","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","8","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","142","24"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","209","730081","0.0-19.0-3.23","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","150","24"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","210","730468","0.0-19.0-1.24","","386","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","9","Aaron","1","Shared","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","155","25"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","211","730729","0.0-19.0-2.24","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","9","Aaron","1","Shared","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","152","25"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","212","731731","0.0-19.0-3.24","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Aaron","1","Shared","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","158","25"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","213","732044","0.0-19.0-1.25","","312","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","9","Jacob","11","Shared","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","163","26"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","214","732302","0.0-19.0-2.25","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","9","Jacob","11","Shared","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","158","26"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","215","733304","0.0-19.0-3.25","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Jacob","11","Shared","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","168","26"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","216","733644","0.0-19.0-1.26","","339","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","9","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","173","27"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","217","733906","0.0-19.0-2.26","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","9","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","169","27"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","218","734912","0.0-19.0-3.26","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","177","27"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","219","735044","0.0-19.0-1.27","","132","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","10","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","182","28"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","220","735296","0.0-19.0-2.27","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","10","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","177","28"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","221","736298","0.0-19.0-3.27","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","177","28"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","222","736444","0.0-19.0-1.28","","145","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","10","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","182","29"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","223","736700","0.0-19.0-2.28","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","10","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","178","29"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","224","737702","0.0-19.0-3.28","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","186","29"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","225","738100","0.0-19.0-1.29","","397","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","10","Aaron","1","Kept","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","191","30"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","226","738357","0.0-19.0-2.29","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","10","Aaron","1","Kept","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","188","30"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","227","739359","0.0-19.0-3.29","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Aaron","1","Kept","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","188","30"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","228","739988","0.0-19.0-1.30","","627","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","11","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","193","31"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","229","740240","0.0-19.0-2.30","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","11","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","189","31"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","230","741242","0.0-19.0-3.30","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Richard","7","Shared","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","197","31"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","231","741563","0.0-19.0-1.31","","320","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","11","Aaron","1","Kept","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","202","32"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","232","741828","0.0-19.0-2.31","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","11","Aaron","1","Kept","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","197","32"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","233","742831","0.0-19.0-3.31","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00340_940422_fa_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Aaron","1","Kept","0.65,0.2","9","0.65","trustrating_stim/white_00340_940422_fa_edt.bmp","4.5","197","32"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","234","743084","0.0-19.0-1.32","","252","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","11","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","202","33"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","235","743347","0.0-19.0-2.32","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","11","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","197","33"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","236","744367","0.0-19.0-3.32","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Jacob","11","Kept","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","197","33"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","237","744940","0.0-19.0-1.33","","573","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","12","Richard","7","Kept","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","202","34"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","238","745202","0.0-19.0-2.33","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","12","Richard","7","Kept","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","197","34"
"","","","feedback","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","239","746205","0.0-19.0-3.33","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","12","Richard","7","Kept","0.65,0.35","10","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","8","197","34"
"","","","decision","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","240","746308","0.0-19.0-1.34","","102","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","12","Jacob","11","Shared","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","202","35"
"","","","decisionFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","html-keyboard-response","241","746559","0.0-19.0-2.34","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","12","Jacob","11","Shared","0.35,0.8","12","0.35","trustrating_stim/white_mw035.bmp","8","199","35"
