"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","2","0.0-0.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","focus","1","120809","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","124967","0.0-1.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":124965}]","124965","","","","","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","fullscreenenter","2","126479","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","127475","0.0-2.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","150842","0.0-4.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":14641},{""page_index"":1,""viewing_time"":8724}]","23366","","","","","","","","","","","","","",""
"instructions","4","151874","0.0-5.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":1030}]","1031","","","","","","","","","","","","","",""
"image-keyboard-response","5","155106","0.0-6.0-1.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","3119","","trustrating_stim/white_00340_940422_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","6","155313","0.0-6.0-2.0","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","157661","0.0-6.0-1.1","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","2243","","trustrating_stim/white_mw089.bmp","5","","","","","","","","","","",""
"image-keyboard-response","8","157877","0.0-6.0-2.1","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"image-keyboard-response","9","159719","0.0-6.0-1.2","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","1732","","trustrating_stim/white_00519_940519_fb_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","10","159933","0.0-6.0-2.2","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","11","162220","0.0-6.0-1.3","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","2182","","trustrating_stim/white_00129_931230_fb_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","12","162429","0.0-6.0-2.3","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","13","164282","0.0-6.0-1.4","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","1747","","trustrating_stim/white_mw056.bmp","4","","","","","","","","","","",""
"image-keyboard-response","14","164496","0.0-6.0-2.4","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"image-keyboard-response","15","166448","0.0-6.0-1.5","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","1847","","trustrating_stim/white_mw084.bmp","3","","","","","","","","","","",""
"image-keyboard-response","16","166661","0.0-6.0-2.5","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"image-keyboard-response","17","168365","0.0-6.0-1.6","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","1597","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","18","168572","0.0-6.0-2.6","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","19","170223","0.0-6.0-1.7","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","1539","","trustrating_stim/white_mw049.bmp","5","","","","","","","","","","",""
"image-keyboard-response","20","170428","0.0-6.0-2.7","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"image-keyboard-response","21","172189","0.0-6.0-1.8","5d3bcf190e510a001b3df200","bdp_trlrn","Wed Mar 15 2023 13:43:33 GMT-0500 (Central Daylight Time)","796391","Trustworthy,Untrustworthy","","","","rating","","1654","","trustrating_stim/white_00299_940422_fa_edt.bmp","4","","","","","","","","","","",""
