"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","pavlovia","0","12","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","instructions","1","10746","0.0-1.0","[{""page_index"":0,""viewing_time"":10734}]","10734","","","","","","","","","","","","","",""
"fullscreenexit","2","15428","fullscreenexit","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","fullscreen","2","15480","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","3","22094","0.0-3.0-0.0","","6611","","","32","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","instructions","4","92756","0.0-4.0","[{""page_index"":0,""viewing_time"":26897},{""page_index"":1,""viewing_time"":43512}]","70409","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","instructions","5","96188","0.0-5.0","[{""page_index"":0,""viewing_time"":3431}]","3431","","","","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","6","101003","0.0-6.0-1.0","","4705","","trustrating_stim/white_00602_940928_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","7","101220","0.0-6.0-2.0","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","8","107691","0.0-6.0-1.1","","6361","","trustrating_stim/white_00109_931230_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","9","107893","0.0-6.0-2.1","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","10","110398","0.0-6.0-1.2","","2394","","trustrating_stim/white_mw049.bmp","4","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","11","110608","0.0-6.0-2.2","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","12","113174","0.0-6.0-1.3","","2454","","trustrating_stim/white_00757_941201_fa_edt.bmp","6","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","13","113384","0.0-6.0-2.3","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","14","115299","0.0-6.0-1.4","","1802","","trustrating_stim/white_mw063.bmp","6","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","15","115517","0.0-6.0-2.4","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","16","117325","0.0-6.0-1.5","","1697","","trustrating_stim/white_mw053.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","17","117533","0.0-6.0-2.5","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","18","119070","0.0-6.0-1.6","","1411","","trustrating_stim/white_00223_940128_fb_edt.bmp","6","","","","","","","","","","",""
"","","","ratingFB","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","19","119281","0.0-6.0-2.6","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63b82398bbe6a599972413ad","bdp_trlrn","Mon Mar 13 2023 14:52:49 GMT-0400 (Eastern Daylight Time)","753616","Trustworthy,Untrustworthy","image-keyboard-response","20","120920","0.0-6.0-1.7","","1528","","trustrating_stim/white_00340_940422_fa_edt.bmp","7","","","","","","","","","","",""
