"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","7","0.0-0.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","focus","1","28","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","18301","0.0-1.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":18293}]","18293","","","","","","","","","","","","","",""
"","","","","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","fullscreenenter","2","20554","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","21506","0.0-2.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","29324","0.0-4.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":3889},{""page_index"":1,""viewing_time"":3928}]","7817","","","","","","","","","","","","","",""
"instructions","4","30198","0.0-5.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":873}]","873","","","","","","","","","","","","","",""
"image-keyboard-response","5","33994","0.0-6.0-1.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","3693","","trustrating_stim/white_00757_941201_fa_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","6","34196","0.0-6.0-2.0","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","35012","0.0-6.0-1.1","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","712","","trustrating_stim/white_00120_931230_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","8","35215","0.0-6.0-2.1","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","9","35885","0.0-6.0-1.2","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","567","","trustrating_stim/white_mw033.bmp","3","","","","","","","","","","",""
"image-keyboard-response","10","36087","0.0-6.0-2.2","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"image-keyboard-response","11","36754","0.0-6.0-1.3","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","566","","trustrating_stim/white_00577_940928_fa_edt.bmp","7","","","","","","","","","","",""
"image-keyboard-response","12","36956","0.0-6.0-2.3","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","13","37724","0.0-6.0-1.4","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","664","","trustrating_stim/white_00659_941121_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","14","37926","0.0-6.0-2.4","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","15","38443","0.0-6.0-1.5","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","414","","trustrating_stim/white_00519_940519_fb_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","16","38645","0.0-6.0-2.5","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","17","39131","0.0-6.0-1.6","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","382","","trustrating_stim/white_mw063.bmp","7","","","","","","","","","","",""
"image-keyboard-response","18","39333","0.0-6.0-2.6","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","19","39790","0.0-6.0-1.7","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","353","","trustrating_stim/white_mw066.bmp","4","","","","","","","","","","",""
"image-keyboard-response","20","39992","0.0-6.0-2.7","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"image-keyboard-response","21","40400","0.0-6.0-1.8","620bdd8ca922fc3f247f6c82","bdp_trlrn","Sat Apr 08 2023 13:07:59 GMT-0400 (EDT)","492374","Trustworthy,Untrustworthy","","","","rating","","304","","trustrating_stim/white_00223_940128_fb_edt.bmp","3","","","","","","","","","","",""
