"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","instructions","1","2436","0.0-1.0","[{""page_index"":0,""viewing_time"":2429}]","2430","","","","","","","","","","","","","",""
"fullscreenexit","2","3910","fullscreenexit","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","fullscreen","2","4711","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","3","5543","0.0-3.0-0.0","","829","","","32","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","instructions","4","9724","0.0-4.0","[{""page_index"":0,""viewing_time"":3006},{""page_index"":1,""viewing_time"":910}]","3916","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","instructions","5","10543","0.0-5.0","[{""page_index"":0,""viewing_time"":817}]","817","","","","","","","","","","","","","",""
"","","","rating","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","6","13120","0.0-6.0-1.0","","2469","","trustrating_stim/white_00129_931230_fb_edt.bmp","6","","","","","","","","","","",""
"","","","ratingFB","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","7","13330","0.0-6.0-2.0","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","8","15592","0.0-6.0-1.1","","2151","","trustrating_stim/white_mw035.bmp","4","","","","","","","","","","",""
"","","","ratingFB","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","9","15803","0.0-6.0-2.1","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","10","18130","0.0-6.0-1.2","","2218","","trustrating_stim/white_00785_941205_fb_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","11","18333","0.0-6.0-2.2","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","12","19833","0.0-6.0-1.3","","1387","","trustrating_stim/white_mw046.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","13","20041","0.0-6.0-2.3","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","14","21453","0.0-6.0-1.4","","1302","","trustrating_stim/white_00602_940928_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","63d55208f472dc9178329bcb","bdp_trlrn","Tue Mar 14 2023 00:38:29 GMT-0500 (Central Daylight Time)","723748","Untrustworthy,Trustworthy","image-keyboard-response","15","21655","0.0-6.0-2.4","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
