"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","1993","focusevent","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","instructions","1","3992","0.0-1.0","[{""page_index"":0,""viewing_time"":3988}]","3988","","","","","","","","","","","","","",""
"fullscreenenter","2","5294","fullscreenenter","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","fullscreen","2","6291","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","instructions","3","10897","0.0-4.0","[{""page_index"":0,""viewing_time"":3478},{""page_index"":1,""viewing_time"":1125}]","4603","","","","","","","","","","","","","",""
"","","","","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","instructions","4","11875","0.0-5.0","[{""page_index"":0,""viewing_time"":978}]","978","","","","","","","","","","","","","",""
"","","","rating","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","image-keyboard-response","5","14270","0.0-6.0-1.0","","2285","","trustrating_stim/white_mw048.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","image-keyboard-response","6","14480","0.0-6.0-2.0","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","image-keyboard-response","7","15342","0.0-6.0-1.1","","750","","trustrating_stim/white_mw084.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","image-keyboard-response","8","15549","0.0-6.0-2.1","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","","63d7edbef6596097994e730e","bdp_trlrn","Wed Mar 15 2023 15:17:25 GMT-0400 (Eastern Daylight Time)","399807","Untrustworthy,Trustworthy","image-keyboard-response","9","16455","0.0-6.0-1.2","","803","","trustrating_stim/white_mw049.bmp","5","","","","","","","","","","",""
