"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","pavlovia","0","11","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","975","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","instructions","1","5515","0.0-1.0","[{""page_index"":0,""viewing_time"":5504}]","5504","","","","","","","","","","","","","",""
"blur","2","23265","blurevent","2","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","125038","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","126055","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","251025","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","252229","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","330534","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","332416","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","403799","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","407520","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","414202","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","415734","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","434183","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","646238","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","647782","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","2","671626","blurevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","2","863332","focusevent","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"fullscreenenter","2","864258","fullscreenenter","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","fullscreen","2","865258","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","instructions","3","1104723","0.0-4.0","[{""page_index"":0,""viewing_time"":8322},{""page_index"":1,""viewing_time"":231140}]","239463","","","","","","","","","","","","","",""
"","","","","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","instructions","4","1106794","0.0-5.0","[{""page_index"":0,""viewing_time"":2071}]","2071","","","","","","","","","","","","","",""
"","","","rating","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","image-keyboard-response","5","1111042","0.0-6.0-1.0","","4143","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","image-keyboard-response","6","1111251","0.0-6.0-2.0","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","image-keyboard-response","7","1113547","0.0-6.0-1.1","","2191","","trustrating_stim/white_mw089.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","image-keyboard-response","8","1113755","0.0-6.0-2.1","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","","5b65f7935c431c000127ae5f","bdp_trlrn","Tue Mar 14 2023 20:46:02 GMT-0400 (Eastern Daylight Time)","2167907","Trustworthy,Untrustworthy","image-keyboard-response","9","1115900","0.0-6.0-1.2","","2040","","trustrating_stim/white_00659_941121_fa_edt.bmp","3","","","","","","","","","","",""
