"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","pavlovia","0","10","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","instructions","1","9860","0.0-1.0","[{""page_index"":0,""viewing_time"":9843}]","9844","","","","","","","","","","","","","",""
"fullscreenexit","2","15911","fullscreenexit","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","fullscreen","2","16897","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","3","25779","0.0-3.0-0.0","","8873","","","32","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","instructions","4","48923","0.0-4.0","[{""page_index"":0,""viewing_time"":17075},{""page_index"":1,""viewing_time"":5817}]","22893","","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","instructions","5","51464","0.0-5.0","[{""page_index"":0,""viewing_time"":2538}]","2538","","","","","","","","","","","","","",""
"","","","rating","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","6","55699","0.0-6.0-1.0","","4117","","trustrating_stim/white_00340_940422_fa_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","7","55912","0.0-6.0-2.0","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","8","59038","0.0-6.0-1.1","","3004","","trustrating_stim/white_mw035.bmp","8","","","","","","","","","","",""
"","","","ratingFB","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","9","59242","0.0-6.0-2.1","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","10","62126","0.0-6.0-1.2","","2765","","trustrating_stim/white_mw097.bmp","7","","","","","","","","","","",""
"","","","ratingFB","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","11","62333","0.0-6.0-2.2","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","12","64158","0.0-6.0-1.3","","1703","","trustrating_stim/white_mw084.bmp","8","","","","","","","","","","",""
"","","","ratingFB","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","13","64376","0.0-6.0-2.3","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","14","66633","0.0-6.0-1.4","","2153","","trustrating_stim/white_00761_941201_fb_edt.bmp","9","","","","","","","","","","",""
"","","","ratingFB","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","15","66849","0.0-6.0-2.4","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","16","69070","0.0-6.0-1.5","","2099","","trustrating_stim/white_00577_940928_fa_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","631b428359f449b8159625f8","bdp_trlrn","Wed Mar 15 2023 15:30:13 GMT-0400 (Eastern Daylight Time)","782763","Untrustworthy,Trustworthy","image-keyboard-response","17","69280","0.0-6.0-2.5","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
