"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round","numBlurs"
"pavlovia","0","7","0.0-0.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","5505","0.0-1.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":5496}]","5496","","","","","","","","","","","","","","","","","","",""
"","","","","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","","fullscreenenter","2","11501","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","12427","0.0-2.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","34415","0.0-4.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":13068},{""page_index"":1,""viewing_time"":8917}]","21986","","","","","","","","","","","","","","","","","","",""
"instructions","4","35652","0.0-5.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":1236}]","1237","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","38243","0.0-6.0-1.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","2489","","","","rating","","trustrating_stim/white_mw084.bmp","5","","","","","","","","","","","",""
"image-keyboard-response","6","38445","0.0-6.0-2.0","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","7","40338","0.0-6.0-1.1","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","1789","","","","rating","","trustrating_stim/white_mw063.bmp","4","","","","","","","","","","","",""
"image-keyboard-response","8","40541","0.0-6.0-2.1","631bc422eec20143118ad66b","bdp_trlrn","Fri Mar 10 2023 14:59:52 GMT-0500 (Eastern Standard Time)","623131","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","","",""
