"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","1","0.0-0.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","focus","1","6705","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","7325","0.0-1.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","","[{""page_index"":0,""viewing_time"":7323}]","7323","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","fullscreenexit","2","9364","fullscreenexit","","","","","","","","","","","","","","","",""
"fullscreen","2","10356","0.0-2.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","","","",""
"image-keyboard-response","3","12625","0.0-3.0-0.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","fullscreenfail","","2267","","","32","","","","","","","","","","",""
"instructions","4","21116","0.0-4.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","","[{""page_index"":0,""viewing_time"":5270},{""page_index"":1,""viewing_time"":2970}]","8241","","","","","","","","","","","","","",""
"instructions","5","22837","0.0-5.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","","[{""page_index"":0,""viewing_time"":1720}]","1720","","","","","","","","","","","","","",""
"image-keyboard-response","6","26508","0.0-6.0-1.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","rating","","3570","","trustrating_stim/white_mw056.bmp","3","","","","","","","","","","",""
"image-keyboard-response","7","26711","0.0-6.0-2.0","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"image-keyboard-response","8","29512","0.0-6.0-1.1","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","rating","","2701","","trustrating_stim/white_mw089.bmp","5","","","","","","","","","","",""
"image-keyboard-response","9","29714","0.0-6.0-2.1","63d43dc4b4b7a0e426a381cd","bdp_trlrn","Fri Mar 10 2023 12:19:54 GMT-0800 (Pacific Standard Time)","718520","Untrustworthy,Trustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
