"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","numBlurs","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","316","785874","0.0-19.0-1.59","","679","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","20","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","302","60"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","317","786129","0.0-19.0-2.59","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","20","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","299","60"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","318","787139","0.0-19.0-3.59","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","305","60"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","319","787785","0.0-19.0-1.60","","646","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Marcus","0","Shared","0.8,0.35","13","0.8","trustrating_stim/white_mw071.bmp","1","310","61"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","320","788042","0.0-19.0-2.60","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Marcus","0","Shared","0.8,0.35","13","0.8","trustrating_stim/white_mw071.bmp","1","307","61"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","321","789051","0.0-19.0-3.60","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Marcus","0","Shared","0.8,0.35","13","0.8","trustrating_stim/white_mw071.bmp","1","313","61"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","322","789739","0.0-19.0-1.61","","688","","","<div class='trialDiv'><img src='trustrating_stim/white_00109_931230_fa_edt.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Jonathan","8","Kept","0.35,0.8","9","0.35","trustrating_stim/white_00109_931230_fa_edt.bmp","6","318","62"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","323","790001","0.0-19.0-2.61","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00109_931230_fa_edt.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Jonathan","8","Kept","0.35,0.8","9","0.35","trustrating_stim/white_00109_931230_fa_edt.bmp","6","315","62"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","324","791002","0.0-19.0-3.61","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00109_931230_fa_edt.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Jonathan","8","Kept","0.35,0.8","9","0.35","trustrating_stim/white_00109_931230_fa_edt.bmp","6","315","62"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","325","794963","0.0-19.0-1.62","","3960","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","21","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","320","63"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","326","795218","0.0-19.0-2.62","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","21","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","316","63"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","327","796230","0.0-19.0-3.62","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","324","63"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","328","797058","0.0-19.0-1.63","","828","","","<div class='trialDiv'><img src='trustrating_stim/white_00109_931230_fa_edt.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","22","Jonathan","8","Shared","0.35,0.8","9","0.35","trustrating_stim/white_00109_931230_fa_edt.bmp","6","329","64"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","329","797309","0.0-19.0-2.63","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00109_931230_fa_edt.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","22","Jonathan","8","Shared","0.35,0.8","9","0.35","trustrating_stim/white_00109_931230_fa_edt.bmp","6","325","64"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","330","798324","0.0-19.0-3.63","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00109_931230_fa_edt.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Jonathan","8","Shared","0.35,0.8","9","0.35","trustrating_stim/white_00109_931230_fa_edt.bmp","6","333","64"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","331","798890","0.0-19.0-1.64","","565","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","22","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","338","65"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","332","799154","0.0-19.0-2.64","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","22","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","334","65"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","333","800158","0.0-19.0-3.64","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Benjamin","5","Shared","0.2,0.8","12","0.2","trustrating_stim/white_mw089.bmp","4","342","65"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","334","800946","0.0-19.0-1.65","","787","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","22","Marcus","0","Shared","0.8,0.35","13","0.8","trustrating_stim/white_mw071.bmp","1","347","66"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","335","801203","0.0-19.0-2.65","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","22","Marcus","0","Shared","0.8,0.35","13","0.8","trustrating_stim/white_mw071.bmp","1","343","66"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","336","802215","0.0-19.0-3.65","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Marcus","0","Shared","0.8,0.35","13","0.8","trustrating_stim/white_mw071.bmp","1","351","66"
"","","","","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","337","807227","0.0-20.0","","null","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 2 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the first block<p>These are the actual partners you will be interacting with in the next block:<p><div class='tc' align='center'><img class='introPic' src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><strong>Ryan</strong></div><div class='bl' align='center'><img class='introPic' src='trustrating_stim/white_mw084.bmp'><br><strong>Jason</strong></div><div class='br' align='center'><img class='introPic' src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><strong>Alex</strong></div></div><p>Across <strong>66 rounds</strong> you will interact with each partner <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","instructions","338","810306","0.0-21.0","[{""page_index"":0,""viewing_time"":1135},{""page_index"":1,""viewing_time"":1943}]","3079","","","","","","","","","","","","","","",""
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","339","811234","0.0-22.0-1.0","","825","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Ryan","2","Shared","0.65,0.2","10","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","356","67"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","340","811488","0.0-22.0-2.0","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Ryan","2","Shared","0.65,0.2","10","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","353","67"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","341","812500","0.0-22.0-3.0","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Ryan","2","Shared","0.65,0.2","10","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","359","67"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","342","813090","0.0-22.0-1.1","","589","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","364","68"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","343","813355","0.0-22.0-2.1","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","361","68"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","344","814372","0.0-22.0-3.1","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","361","68"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","345","814970","0.0-22.0-1.2","","598","","","<div class='trialDiv'><img src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","1","Alex","10","Kept","0.2,0.65","9","0.2","trustrating_stim/white_00898_960530_fa_edt.bmp","7","366","69"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","346","815229","0.0-22.0-2.2","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","1","Alex","10","Kept","0.2,0.65","9","0.2","trustrating_stim/white_00898_960530_fa_edt.bmp","7","362","69"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","347","816240","0.0-22.0-3.2","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Alex","10","Kept","0.2,0.65","9","0.2","trustrating_stim/white_00898_960530_fa_edt.bmp","7","362","69"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","348","818354","0.0-22.0-1.3","","2114","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","2","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","367","70"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","349","818618","0.0-22.0-2.3","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","2","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","363","70"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","350","819622","0.0-22.0-3.3","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","363","70"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","351","820249","0.0-22.0-1.4","","626","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Ryan","2","Shared","0.65,0.2","10","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","368","71"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","352","820509","0.0-22.0-2.4","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Ryan","2","Shared","0.65,0.2","10","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","365","71"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","353","821522","0.0-22.0-3.4","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Ryan","2","Shared","0.65,0.2","10","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","371","71"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","354","822707","0.0-22.0-1.5","","1184","","","<div class='trialDiv'><img src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Alex","10","Kept","0.2,0.65","9","0.2","trustrating_stim/white_00898_960530_fa_edt.bmp","7","376","72"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","355","822974","0.0-22.0-2.5","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Alex","10","Kept","0.2,0.65","9","0.2","trustrating_stim/white_00898_960530_fa_edt.bmp","7","374","72"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","356","823983","0.0-22.0-3.5","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00898_960530_fa_edt.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Alex","10","Kept","0.2,0.65","9","0.2","trustrating_stim/white_00898_960530_fa_edt.bmp","7","374","72"
"","","","decision","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","357","824490","0.0-22.0-1.6","","506","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","3","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","379","73"
"","","","decisionFB","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","358","824749","0.0-22.0-2.6","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","3","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","375","73"
"","","","feedback","636598a7a571403968d03bf2","bdp_trlrn","Tue Mar 14 2023 20:52:41 GMT-0400 (Eastern Daylight Time)","1062957","Trustworthy,Untrustworthy","html-keyboard-response","359","825761","0.0-22.0-3.6","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Jason","7","Kept","0.35,0.65","14","0.35","trustrating_stim/white_mw084.bmp","4","375","73"
