"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","2","0.0-0.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","3239","0.0-1.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":3237}]","3237","","","","","","","","","","","","","","","","","","",""
"","","","","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","","blur","2","4893","blurevent","1","","","","","","","","","","","","","",""
"","","","","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","","focus","2","6349","focusevent","","","","","","","","","","","","","","",""
"","","","","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","","fullscreenenter","2","8019","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","9009","0.0-2.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","15311","0.0-4.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":3316},{""page_index"":1,""viewing_time"":2985}]","6302","","","","","","","","","","","","","","","","","","",""
"instructions","4","16041","0.0-5.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":730}]","730","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","17270","0.0-6.0-1.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","1114","","","","rating","","","trustrating_stim/white_mw053.bmp","2","","","","","","","","","","",""
"image-keyboard-response","6","17480","0.0-6.0-2.0","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","18202","0.0-6.0-1.1","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","608","","","","rating","","","trustrating_stim/white_00659_941121_fa_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","8","18408","0.0-6.0-2.1","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","9","19167","0.0-6.0-1.2","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","656","","","","rating","","","trustrating_stim/white_mw066.bmp","3","","","","","","","","","","",""
"image-keyboard-response","10","19383","0.0-6.0-2.2","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"image-keyboard-response","11","20178","0.0-6.0-1.3","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","682","","","","rating","","","trustrating_stim/white_mw084.bmp","2","","","","","","","","","","",""
"image-keyboard-response","12","20389","0.0-6.0-2.3","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"image-keyboard-response","13","21474","0.0-6.0-1.4","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","973","","","","rating","","","trustrating_stim/white_00120_931230_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","14","21683","0.0-6.0-2.4","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","15","23094","0.0-6.0-1.5","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","1299","","","","rating","","","trustrating_stim/white_00602_940928_fb_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","16","23299","0.0-6.0-2.5","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","17","24528","0.0-6.0-1.6","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","1117","","","","rating","","","trustrating_stim/white_00223_940128_fb_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","18","24744","0.0-6.0-2.6","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","19","25801","0.0-6.0-1.7","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","944","","","","rating","","","trustrating_stim/white_mw046.bmp","7","","","","","","","","","","",""
"image-keyboard-response","20","26003","0.0-6.0-2.7","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"image-keyboard-response","21","27585","0.0-6.0-1.8","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","1472","","","","rating","","","trustrating_stim/white_00299_940422_fa_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","22","27793","0.0-6.0-2.8","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","23","28850","0.0-6.0-1.9","63d80145d2f0da3ee6a8d523","bdp_trlrn","Mon Mar 13 2023 23:18:27 GMT-0500 (Central Daylight Time)","380302","Untrustworthy,Trustworthy","","944","","","","rating","","","trustrating_stim/white_mw089.bmp","7","","","","","","","","","","",""
