"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","9","30500","0.0-6.0-1.2","","2053","","trustrating_stim/white_00120_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","10","30707","0.0-6.0-2.2","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","11","32210","0.0-6.0-1.3","","1396","","trustrating_stim/white_mw060.bmp","6","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","12","32419","0.0-6.0-2.3","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","13","34383","0.0-6.0-1.4","","1858","","trustrating_stim/white_mw033.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","14","34587","0.0-6.0-2.4","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","15","36484","0.0-6.0-1.5","","1791","","trustrating_stim/white_00785_941205_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","16","36691","0.0-6.0-2.5","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","17","37979","0.0-6.0-1.6","","1183","","trustrating_stim/white_00129_931230_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","18","38183","0.0-6.0-2.6","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","19","39683","0.0-6.0-1.7","","1389","","trustrating_stim/white_00807_941205_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","20","39891","0.0-6.0-2.7","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","21","44050","0.0-6.0-1.8","","4053","","trustrating_stim/white_mw053.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","22","44259","0.0-6.0-2.8","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","23","46466","0.0-6.0-1.9","","2099","","trustrating_stim/white_mw035.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","24","46675","0.0-6.0-2.9","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","25","48339","0.0-6.0-1.10","","1557","","trustrating_stim/white_mw066.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","26","48548","0.0-6.0-2.10","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","27","50292","0.0-6.0-1.11","","1639","","trustrating_stim/white_00299_940422_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","28","50499","0.0-6.0-2.11","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","29","52993","0.0-6.0-1.12","","2388","","trustrating_stim/white_mw097.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","30","53204","0.0-6.0-2.12","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","31","59472","0.0-6.0-1.13","","6163","","trustrating_stim/white_mw049.bmp","6","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","32","59683","0.0-6.0-2.13","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","33","62037","0.0-6.0-1.14","","2248","","trustrating_stim/white_00602_940928_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","34","62243","0.0-6.0-2.14","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","35","64453","0.0-6.0-1.15","","2104","","trustrating_stim/white_00761_941201_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","36","64659","0.0-6.0-2.15","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","37","67699","0.0-6.0-1.16","","2934","","trustrating_stim/white_mw099.bmp","6","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","38","67907","0.0-6.0-2.16","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","39","69861","0.0-6.0-1.17","","1849","","trustrating_stim/white_mw084.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","40","70067","0.0-6.0-2.17","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","41","71991","0.0-6.0-1.18","","1818","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","42","72196","0.0-6.0-2.18","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","43","73461","0.0-6.0-1.19","","1160","","trustrating_stim/white_00757_941201_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","44","73667","0.0-6.0-2.19","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","45","77162","0.0-6.0-1.20","","3388","","trustrating_stim/white_00340_940422_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","46","77371","0.0-6.0-2.20","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","47","80384","0.0-6.0-1.21","","2908","","trustrating_stim/white_00109_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","48","80595","0.0-6.0-2.21","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","49","82419","0.0-6.0-1.22","","1718","","trustrating_stim/white_mw063.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","50","82627","0.0-6.0-2.22","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","51","84961","0.0-6.0-1.23","","2228","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","52","85171","0.0-6.0-2.23","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","53","86948","0.0-6.0-1.24","","1671","","trustrating_stim/white_mw056.bmp","3","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","54","87155","0.0-6.0-2.24","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","55","88377","0.0-6.0-1.25","","1115","","trustrating_stim/white_00659_941121_fa_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","56","88587","0.0-6.0-2.25","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","57","90488","0.0-6.0-1.26","","1795","","trustrating_stim/white_00519_940519_fb_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","58","90698","0.0-6.0-2.26","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","59","92808","0.0-6.0-1.27","","2004","","trustrating_stim/white_00898_960530_fa_edt.bmp","6","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","60","93019","0.0-6.0-2.27","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","61","94927","0.0-6.0-1.28","","1802","","trustrating_stim/white_mw048.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","62","95131","0.0-6.0-2.28","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","63","98018","0.0-6.0-1.29","","2773","","trustrating_stim/white_mw089.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","64","98227","0.0-6.0-2.29","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","65","99364","0.0-6.0-1.30","","1024","","trustrating_stim/white_mw056.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","66","99570","0.0-6.0-2.30","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","67","100527","0.0-6.0-1.31","","850","","trustrating_stim/white_mw066.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","68","100731","0.0-6.0-2.31","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","69","101766","0.0-6.0-1.32","","921","","trustrating_stim/white_00898_960530_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","70","101972","0.0-6.0-2.32","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","71","103918","0.0-6.0-1.33","","1834","","trustrating_stim/white_mw035.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","72","104123","0.0-6.0-2.33","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","73","106250","0.0-6.0-1.34","","2013","","trustrating_stim/white_00807_941205_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","74","106459","0.0-6.0-2.34","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","75","108507","0.0-6.0-1.35","","1934","","trustrating_stim/white_00340_940422_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","76","108716","0.0-6.0-2.35","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","77","111101","0.0-6.0-1.36","","2272","","trustrating_stim/white_00761_941201_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","78","111307","0.0-6.0-2.36","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","79","113654","0.0-6.0-1.37","","2233","","trustrating_stim/white_mw089.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","80","113867","0.0-6.0-2.37","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","81","115185","0.0-6.0-1.38","","1205","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","63feb6ae378e8efd6fd318b6","bdp_trlrn","Tue Mar 14 2023 21:18:34 GMT-0400 (östnordamerikansk sommartid)","721556","Untrustworthy,Trustworthy","image-keyboard-response","82","115395","0.0-6.0-2.38","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
