"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","1","0.0-0.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","",""
"instructions","1","2264","0.0-1.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2263}]","2263","","","","","","","","","","","","","","","",""
"","","","","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","","fullscreenenter","2","3234","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","4213","0.0-2.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","",""
"instructions","3","8530","0.0-4.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2032},{""page_index"":1,""viewing_time"":2284}]","4316","","","","","","","","","","","","","","","",""
"instructions","4","10265","0.0-5.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1734}]","1734","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","12470","0.0-6.0-1.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","2099","","","","rating","","trustrating_stim/white_00223_940128_fb_edt.bmp","5","","","","","","","","",""
"image-keyboard-response","6","12672","0.0-6.0-2.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","7","13306","0.0-6.0-1.1","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","531","","","","rating","","trustrating_stim/white_00657_941121_fa_edt.bmp","6","","","","","","","","",""
"image-keyboard-response","8","13511","0.0-6.0-2.1","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","9","14070","0.0-6.0-1.2","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","455","","","","rating","","trustrating_stim/white_mw025.bmp","7","","","","","","","","",""
"image-keyboard-response","10","14271","0.0-6.0-2.2","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw025.bmp","null","","","","","","","","",""
"image-keyboard-response","11","14790","0.0-6.0-1.3","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","416","","","","rating","","trustrating_stim/white_mw066.bmp","8","","","","","","","","",""
"image-keyboard-response","12","14995","0.0-6.0-2.3","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null","","","","","","","","",""
"image-keyboard-response","13","15511","0.0-6.0-1.4","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","412","","","","rating","","trustrating_stim/white_mw054.bmp","9","","","","","","","","",""
"image-keyboard-response","14","15713","0.0-6.0-2.4","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw054.bmp","null","","","","","","","","",""
"instructions","15","16900","0.0-7.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1085}]","1085","","","","","","","","","","","","","","","",""
"instructions","16","56413","0.0-8.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2264},{""page_index"":1,""viewing_time"":1627},{""page_index"":2,""viewing_time"":1685},{""page_index"":3,""viewing_time"":2942},{""page_index"":4,""viewing_time"":1778},{""page_index"":5,""viewing_time"":1504},{""page_index"":6,""viewing_time"":3390},{""page_index"":7,""viewing_time"":3613},{""page_index"":6,""viewing_time"":301},{""page_index"":5,""viewing_time"":1226},{""page_index"":6,""viewing_time"":1879},{""page_index"":7,""viewing_time"":1554},{""page_index"":6,""viewing_time"":437},{""page_index"":5,""viewing_time"":286},{""page_index"":4,""viewing_time"":1688},{""page_index"":3,""viewing_time"":1721},{""page_index"":4,""viewing_time"":421},{""page_index"":5,""viewing_time"":1590},{""page_index"":6,""viewing_time"":3057},{""page_index"":7,""viewing_time"":5136},{""page_index"":8,""viewing_time"":1313}]","39412","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","57562","0.0-9.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","1147","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div class='instruxDiv'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","",""
"html-keyboard-response","18","58497","0.0-10.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","830","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div class='instruxDiv'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#FF0000'>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","58745","0.0-11.0","DSTESTING4","bdp_trlrn","Tue Mar 15 2022 13:18:41 GMT-0400 (Eastern Daylight Time)","89706","Untrustworthy,Trustworthy","","147","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div class='instruxDiv'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","C","","","","","","","","",""
