"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","pavlovia","0","9","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","instructions","1","9294","0.0-1.0","[{""page_index"":0,""viewing_time"":9282}]","9283","","","","","","","","","","","","","",""
"fullscreenenter","2","10479","fullscreenenter","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","fullscreen","2","11460","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","instructions","3","29106","0.0-4.0","[{""page_index"":0,""viewing_time"":13646},{""page_index"":1,""viewing_time"":3998}]","17644","","","","","","","","","","","","","",""
"","","","","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","instructions","4","30009","0.0-5.0","[{""page_index"":0,""viewing_time"":902}]","902","","","","","","","","","","","","","",""
"","","","rating","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","image-keyboard-response","5","32835","0.0-6.0-1.0","","2724","","trustrating_stim/white_00519_940519_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","62715bfe8dcc19e21152dce0","bdp_trlrn","Wed Mar 15 2023 22:27:55 GMT-0500 (Central Daylight Time)","552761","Untrustworthy,Trustworthy","image-keyboard-response","6","33037","0.0-6.0-2.0","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
