"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","pavlovia","0","24","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","instructions","1","3959","0.0-1.0","[{""page_index"":0,""viewing_time"":3934}]","3935","","","","","","","","","","","","","",""
"fullscreenexit","2","6807","fullscreenexit","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","fullscreen","2","7591","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","3","8780","0.0-3.0-0.0","","1185","","","32","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","instructions","4","10929","0.0-4.0","[{""page_index"":0,""viewing_time"":1253},{""page_index"":1,""viewing_time"":641}]","1895","","","","","","","","","","","","","",""
"","","","","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","instructions","5","11776","0.0-5.0","[{""page_index"":0,""viewing_time"":845}]","845","","","","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","6","15654","0.0-6.0-1.0","","3763","","trustrating_stim/white_mw049.bmp","2","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","7","15862","0.0-6.0-2.0","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","8","17045","0.0-6.0-1.1","","1066","","trustrating_stim/white_mw060.bmp","3","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","9","17250","0.0-6.0-2.1","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","10","17931","0.0-6.0-1.2","","565","","trustrating_stim/white_00519_940519_fb_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","11","18138","0.0-6.0-2.2","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","12","18619","0.0-6.0-1.3","","365","","trustrating_stim/white_mw084.bmp","2","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","13","18824","0.0-6.0-2.3","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","14","19994","0.0-6.0-1.4","","1054","","trustrating_stim/white_00577_940928_fa_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","15","20212","0.0-6.0-2.4","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","16","20871","0.0-6.0-1.5","","543","","trustrating_stim/white_00785_941205_fb_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","17","21077","0.0-6.0-2.5","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","18","21368","0.0-6.0-1.6","","190","","trustrating_stim/white_mw035.bmp","3","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","19","21580","0.0-6.0-2.6","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","20","21840","0.0-6.0-1.7","","144","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","21","22050","0.0-6.0-2.7","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","22","22446","0.0-6.0-1.8","","280","","trustrating_stim/white_mw071.bmp","4","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","23","22652","0.0-6.0-2.8","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","24","22850","0.0-6.0-1.9","","82","","trustrating_stim/white_mw097.bmp","3","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","25","23054","0.0-6.0-2.9","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","26","23315","0.0-6.0-1.10","","145","","trustrating_stim/white_00340_940422_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","636212999d9d4a04989c95e9","bdp_trlrn","Mon Mar 13 2023 12:56:34 GMT-0500 (Central Daylight Time)","481059","Trustworthy,Untrustworthy","image-keyboard-response","27","23525","0.0-6.0-2.10","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
