"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"image-keyboard-response","16","76718","0.0-6.0-2.5","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","17","78603","0.0-6.0-1.6","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1778","","trustrating_stim/white_00519_940519_fb_edt.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","18","78817","0.0-6.0-2.6","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","19","80971","0.0-6.0-1.7","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","2045","","trustrating_stim/white_mw084.bmp","6","","","","","","","","","","","",""
"image-keyboard-response","20","81182","0.0-6.0-2.7","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","21","83010","0.0-6.0-1.8","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1702","","trustrating_stim/white_00757_941201_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","22","83218","0.0-6.0-2.8","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","23","84517","0.0-6.0-1.9","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1192","","trustrating_stim/white_mw048.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","24","84732","0.0-6.0-2.9","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","25","85991","0.0-6.0-1.10","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1151","","trustrating_stim/white_00129_931230_fb_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","26","86200","0.0-6.0-2.10","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","27","87847","0.0-6.0-1.11","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1540","","trustrating_stim/white_mw099.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","28","88048","0.0-6.0-2.11","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","29","89269","0.0-6.0-1.12","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1098","","trustrating_stim/white_mw089.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","30","89479","0.0-6.0-2.12","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","31","90273","0.0-6.0-1.13","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","685","","trustrating_stim/white_00761_941201_fb_edt.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","32","90484","0.0-6.0-2.13","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","33","91644","0.0-6.0-1.14","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1057","","trustrating_stim/white_mw046.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","34","91848","0.0-6.0-2.14","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","35","92744","0.0-6.0-1.15","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","790","","trustrating_stim/white_mw035.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","36","92947","0.0-6.0-2.15","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","","",""
"","","","","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","blur","37","93918","blurevent","","","","","","1","","","","","","","","","","",""
"","","","","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","focus","37","107271","focusevent","","","","","","","","","","","","","","","","",""
"image-keyboard-response","37","109249","0.0-6.0-1.16","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","blur","37","93918","rating","","16195","","trustrating_stim/white_00785_941205_fb_edt.bmp","2","1","","","","","","","","","","",""
"image-keyboard-response","38","109460","0.0-6.0-2.16","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","39","135488","0.0-6.0-0.17-0.17","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","blurwarn","","25921","","","49","1","","","","","","","","","","",""
"image-keyboard-response","40","136882","0.0-6.0-1.17","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1134","","trustrating_stim/white_mw097.bmp","1","","","","","","","","","","","",""
"image-keyboard-response","41","137096","0.0-6.0-2.17","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","42","138365","0.0-6.0-1.18","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1161","","trustrating_stim/white_00340_940422_fa_edt.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","43","138579","0.0-6.0-2.18","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","44","139775","0.0-6.0-1.19","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1087","","trustrating_stim/white_00120_931230_fa_edt.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","45","139980","0.0-6.0-2.19","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","46","141277","0.0-6.0-1.20","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1190","","trustrating_stim/white_mw049.bmp","6","","","","","","","","","","","",""
"image-keyboard-response","47","141481","0.0-6.0-2.20","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","48","143133","0.0-6.0-1.21","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1545","","trustrating_stim/white_00659_941121_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","49","143345","0.0-6.0-2.21","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","50","144963","0.0-6.0-1.22","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1510","","trustrating_stim/white_00223_940128_fb_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","51","145177","0.0-6.0-2.22","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","52","146139","0.0-6.0-1.23","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","839","","trustrating_stim/white_mw066.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","53","146344","0.0-6.0-2.23","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","54","147798","0.0-6.0-1.24","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1345","","trustrating_stim/white_00898_960530_fa_edt.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","55","148010","0.0-6.0-2.24","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","56","149162","0.0-6.0-1.25","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1042","","trustrating_stim/white_mw053.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","57","149376","0.0-6.0-2.25","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","58","150603","0.0-6.0-1.26","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1119","","trustrating_stim/white_00577_940928_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","59","150811","0.0-6.0-2.26","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","60","151801","0.0-6.0-1.27","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","883","","trustrating_stim/white_00109_931230_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","61","152011","0.0-6.0-2.27","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","62","153235","0.0-6.0-1.28","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1116","","trustrating_stim/white_00299_940422_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","63","153444","0.0-6.0-2.28","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","64","156523","0.0-6.0-1.29","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","2972","","trustrating_stim/white_00602_940928_fb_edt.bmp","6","","","","","","","","","","","",""
"image-keyboard-response","65","156726","0.0-6.0-2.29","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","66","157622","0.0-6.0-1.30","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","788","","trustrating_stim/white_00340_940422_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","67","157826","0.0-6.0-2.30","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","68","158800","0.0-6.0-1.31","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","851","","trustrating_stim/white_mw056.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","69","159012","0.0-6.0-2.31","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","70","159893","0.0-6.0-1.32","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","763","","trustrating_stim/white_mw060.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","71","160106","0.0-6.0-2.32","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","72","160794","0.0-6.0-1.33","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","579","","trustrating_stim/white_mw099.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","73","161007","0.0-6.0-2.33","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","74","161590","0.0-6.0-1.34","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","475","","trustrating_stim/white_mw084.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","75","161803","0.0-6.0-2.34","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","76","162591","0.0-6.0-1.35","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","676","","trustrating_stim/white_00109_931230_fa_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","77","162806","0.0-6.0-2.35","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","78","163446","0.0-6.0-1.36","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","531","","trustrating_stim/white_00761_941201_fb_edt.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","79","163657","0.0-6.0-2.36","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","80","164490","0.0-6.0-1.37","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","725","","trustrating_stim/white_mw071.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","81","164706","0.0-6.0-2.37","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","82","166089","0.0-6.0-1.38","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","1275","","trustrating_stim/white_mw046.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","83","166306","0.0-6.0-2.38","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","84","167234","0.0-6.0-1.39","63f77927711e9d061dbec33c","bdp_trlrn","Tue Mar 14 2023 21:32:47 GMT-0400 (Eastern Daylight Time)","752843","Trustworthy,Untrustworthy","","","","rating","","819","","trustrating_stim/white_mw053.bmp","2","","","","","","","","","","","",""
