"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","3","0.0-0.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","",""
"instructions","1","1791","0.0-1.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1788}]","1788","","","","","","","","","","","","","","","",""
"","","","","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","","fullscreenenter","2","4803","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","5790","0.0-2.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","",""
"instructions","3","21710","0.0-4.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":9653},{""page_index"":1,""viewing_time"":6267}]","15920","","","","","","","","","","","","","","","",""
"instructions","4","22865","0.0-5.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1154}]","1154","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","26351","0.0-6.0-1.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","3383","","","","rating","","trustrating_stim/white_mw025.bmp","3","","","","","","","","",""
"image-keyboard-response","6","26555","0.0-6.0-2.0","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw025.bmp","null","","","","","","","","",""
"image-keyboard-response","7","28870","0.0-6.0-1.1","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2213","","","","rating","","trustrating_stim/white_mw066.bmp","5","","","","","","","","",""
"image-keyboard-response","8","29075","0.0-6.0-2.1","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null","","","","","","","","",""
"image-keyboard-response","9","30470","0.0-6.0-1.2","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1290","","","","rating","","trustrating_stim/white_mw051.bmp","4","","","","","","","","",""
"image-keyboard-response","10","30675","0.0-6.0-2.2","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw051.bmp","null","","","","","","","","",""
"image-keyboard-response","11","31998","0.0-6.0-1.3","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1221","","","","rating","","trustrating_stim/white_mw099.bmp","3","","","","","","","","",""
"image-keyboard-response","12","32201","0.0-6.0-2.3","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
"image-keyboard-response","13","33785","0.0-6.0-1.4","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1482","","","","rating","","trustrating_stim/white_mw080.bmp","3","","","","","","","","",""
"image-keyboard-response","14","33986","0.0-6.0-2.4","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw080.bmp","null","","","","","","","","",""
"image-keyboard-response","15","36110","0.0-6.0-1.5","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2019","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","1","","","","","","","","",""
"image-keyboard-response","16","36314","0.0-6.0-2.5","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","17","38215","0.0-6.0-1.6","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1796","","","","rating","","trustrating_stim/white_mw004.bmp","5","","","","","","","","",""
"image-keyboard-response","18","38421","0.0-6.0-2.6","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw004.bmp","null","","","","","","","","",""
"image-keyboard-response","19","40517","0.0-6.0-1.7","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1991","","","","rating","","trustrating_stim/white_mw035.bmp","6","","","","","","","","",""
"image-keyboard-response","20","40719","0.0-6.0-2.7","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"image-keyboard-response","21","42597","0.0-6.0-1.8","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1774","","","","rating","","trustrating_stim/white_mw089.bmp","4","","","","","","","","",""
"image-keyboard-response","22","42800","0.0-6.0-2.8","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw089.bmp","null","","","","","","","","",""
"image-keyboard-response","23","45446","0.0-6.0-1.9","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2540","","","","rating","","trustrating_stim/white_mw019.bmp","3","","","","","","","","",""
"image-keyboard-response","24","45648","0.0-6.0-2.9","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"image-keyboard-response","25","46854","0.0-6.0-1.10","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1105","","","","rating","","trustrating_stim/white_00657_941121_fa_edt.bmp","6","","","","","","","","",""
"image-keyboard-response","26","47059","0.0-6.0-2.10","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","27","49479","0.0-6.0-1.11","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2316","","","","rating","","trustrating_stim/white_mw071.bmp","5","","","","","","","","",""
"image-keyboard-response","28","49682","0.0-6.0-2.11","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"image-keyboard-response","29","51645","0.0-6.0-1.12","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1858","","","","rating","","trustrating_stim/white_mw043.bmp","4","","","","","","","","",""
"image-keyboard-response","30","51847","0.0-6.0-2.12","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw043.bmp","null","","","","","","","","",""
"image-keyboard-response","31","54958","0.0-6.0-1.13","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","3006","","","","rating","","trustrating_stim/white_mw057.bmp","3","","","","","","","","",""
"image-keyboard-response","32","55163","0.0-6.0-2.13","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw057.bmp","null","","","","","","","","",""
"image-keyboard-response","33","57429","0.0-6.0-1.14","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2159","","","","rating","","trustrating_stim/white_mw085.bmp","4","","","","","","","","",""
"image-keyboard-response","34","57634","0.0-6.0-2.14","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw085.bmp","null","","","","","","","","",""
"image-keyboard-response","35","59895","0.0-6.0-1.15","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2156","","","","rating","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","",""
"image-keyboard-response","36","60101","0.0-6.0-2.15","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","37","61998","0.0-6.0-1.16","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1792","","","","rating","","trustrating_stim/white_00120_931230_fa_edt.bmp","6","","","","","","","","",""
"image-keyboard-response","38","62201","0.0-6.0-2.16","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","39","64301","0.0-6.0-1.17","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","1998","","","","rating","","trustrating_stim/white_mw006.bmp","5","","","","","","","","",""
"image-keyboard-response","40","64504","0.0-6.0-2.17","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw006.bmp","null","","","","","","","","",""
"image-keyboard-response","41","66654","0.0-6.0-1.18","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","2045","","","","rating","","trustrating_stim/white_mw097.bmp","1","","","","","","","","",""
"image-keyboard-response","42","66857","0.0-6.0-2.18","dstanley","bdp_trlrn","Tue Nov 09 2021 13:11:09 GMT-0500 (Eastern Standard Time)","730288","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null","","","","","","","","",""
