"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","4619","focusevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","1","68158","blurevent","2","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","76207","focusevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","1","173725","blurevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","175754","focusevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","1","245556","blurevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","451220","focusevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","1","457261","blurevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","632518","focusevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","1","634120","blurevent","","63d7ddc0c07dd5787084df8e","bdp_trlrn","Sun Mar 12 2023 20:48:32 GMT-0700 (Pacific Daylight Time)","3073058","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
