"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","pavlovia","0","6","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","instructions","1","6608","0.0-1.0","[{""page_index"":0,""viewing_time"":6601}]","6601","","","","","","","","","","","","","",""
"fullscreenexit","2","11080","fullscreenexit","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","fullscreen","2","12077","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","image-keyboard-response","3","17223","0.0-3.0-0.0","","5144","","","32","","","","","","","","","","",""
"","","","","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","instructions","4","38706","0.0-4.0","[{""page_index"":0,""viewing_time"":12506},{""page_index"":1,""viewing_time"":8715}]","21221","","","","","","","","","","","","","",""
"","","","","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","instructions","5","39911","0.0-5.0","[{""page_index"":0,""viewing_time"":1205}]","1205","","","","","","","","","","","","","",""
"","","","rating","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","image-keyboard-response","6","46086","0.0-6.0-1.0","","6074","","trustrating_stim/white_mw084.bmp","8","","","","","","","","","","",""
"","","","ratingFB","6400f80179f04251a962fd22","bdp_trlrn","Tue Mar 14 2023 13:14:20 GMT-0500 (Central Daylight Time)","830876","Trustworthy,Untrustworthy","image-keyboard-response","7","46295","0.0-6.0-2.0","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
