"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","4","0.0-0.0","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","blur","1","2144","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","focus","1","5987","focusevent","","","","","","","","","","","","","","","","",""
"","","","","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","blur","1","11203","blurevent","","","","","","","","","","","","","","","","",""
"","","","","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","focus","1","16060","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","17969","0.0-1.0","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":17963}]","17964","","","","","","","","","","","","","",""
"","","","","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","fullscreenenter","2","19249","fullscreenenter","","","","","","","","","","","","","","","","",""
"fullscreen","2","20244","0.0-2.0","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","26406","0.0-4.0","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":4387},{""page_index"":1,""viewing_time"":1774}]","6161","","","","","","","","","","","","","",""
"instructions","4","27174","0.0-5.0","63d13b44f511eff0aef876f2","bdp_trlrn","Sun Mar 12 2023 20:53:11 GMT-0700 (Pacific Daylight Time)","441265","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":767}]","767","","","","","","","","","","","","","",""
