"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","2","0.0-0.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","blur","1","3464","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","focus","1","6485","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","7263","0.0-1.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":7260}]","7260","","","","","","","","","","","","","",""
"","","","","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","fullscreenenter","2","10230","fullscreenenter","","","","","","","","","","","","","","","","",""
"fullscreen","2","11226","0.0-2.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","16365","0.0-4.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":4136},{""page_index"":1,""viewing_time"":997}]","5133","","","","","","","","","","","","","",""
"instructions","4","17340","0.0-5.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":974}]","974","","","","","","","","","","","","","",""
"image-keyboard-response","5","19212","0.0-6.0-1.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","rating","","","1768","","trustrating_stim/white_mw056.bmp","5","","","","","","","","","","",""
"image-keyboard-response","6","19417","0.0-6.0-2.0","610075c1ef04d1f734032f69","bdp_trlrn","Tue Mar 14 2023 00:30:47 GMT-0400 (Eastern Daylight Time)","450684","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
