"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","16","98610","0.0-6.0-1.5","","1075","","trustrating_stim/white_mw035.bmp","6","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","17","98813","0.0-6.0-2.5","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","18","100338","0.0-6.0-1.6","","1411","","trustrating_stim/white_00120_931230_fa_edt.bmp","8","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","19","100553","0.0-6.0-2.6","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","20","101907","0.0-6.0-1.7","","1241","","trustrating_stim/white_mw004.bmp","7","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","21","102115","0.0-6.0-2.7","","null","","trustrating_stim/white_mw004.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","22","103504","0.0-6.0-1.8","","1277","","trustrating_stim/white_00757_941201_fa_edt.bmp","1","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","23","103715","0.0-6.0-2.8","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","24","105103","0.0-6.0-1.9","","1274","","trustrating_stim/white_00109_931230_fa_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","25","105308","0.0-6.0-2.9","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","26","106821","0.0-6.0-1.10","","1401","","trustrating_stim/white_mw040.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","27","107033","0.0-6.0-2.10","","null","","trustrating_stim/white_mw040.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","28","108430","0.0-6.0-1.11","","1284","","trustrating_stim/white_00223_940128_fb_edt.bmp","2","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","29","108639","0.0-6.0-2.11","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","30","110164","0.0-6.0-1.12","","1413","","trustrating_stim/white_mw057.bmp","3","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","31","110367","0.0-6.0-2.12","","null","","trustrating_stim/white_mw057.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","32","111804","0.0-6.0-1.13","","1324","","trustrating_stim/white_mw085.bmp","6","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","33","112013","0.0-6.0-2.13","","null","","trustrating_stim/white_mw085.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","34","113442","0.0-6.0-1.14","","1316","","trustrating_stim/white_mw019.bmp","6","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","35","113648","0.0-6.0-2.14","","null","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","36","115111","0.0-6.0-1.15","","1350","","trustrating_stim/white_mw006.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","37","115323","0.0-6.0-2.15","","null","","trustrating_stim/white_mw006.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","38","116758","0.0-6.0-1.16","","1320","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","39","116974","0.0-6.0-2.16","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","40","118315","0.0-6.0-1.17","","1228","","trustrating_stim/white_mw099.bmp","7","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","41","118522","0.0-6.0-2.17","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","42","119864","0.0-6.0-1.18","","1230","","trustrating_stim/white_mw013.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","43","120070","0.0-6.0-2.18","","null","","trustrating_stim/white_mw013.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","44","121542","0.0-6.0-1.19","","1358","","trustrating_stim/white_mw043.bmp","4","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","45","121747","0.0-6.0-2.19","","null","","trustrating_stim/white_mw043.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","46","123160","0.0-6.0-1.20","","1301","","trustrating_stim/white_00253_940128_fa_edt.bmp","3","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","47","123375","0.0-6.0-2.20","","null","","trustrating_stim/white_00253_940128_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","48","124879","0.0-6.0-1.21","","1390","","trustrating_stim/white_mw058.bmp","3","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","49","125083","0.0-6.0-2.21","","null","","trustrating_stim/white_mw058.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","50","126498","0.0-6.0-1.22","","1302","","trustrating_stim/white_00960_960627_fb_edt.bmp","1","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","51","126713","0.0-6.0-2.22","","null","","trustrating_stim/white_00960_960627_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","52","128185","0.0-6.0-1.23","","1358","","trustrating_stim/white_mw066.bmp","6","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","53","128390","0.0-6.0-2.23","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","54","129801","0.0-6.0-1.24","","1299","","trustrating_stim/white_mw071.bmp","3","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","55","130003","0.0-6.0-2.24","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","56","131441","0.0-6.0-1.25","","1325","","trustrating_stim/white_mw054.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","57","131647","0.0-6.0-2.25","","null","","trustrating_stim/white_mw054.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","58","132969","0.0-6.0-1.26","","1210","","trustrating_stim/white_mw072.bmp","3","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","59","133175","0.0-6.0-2.26","","null","","trustrating_stim/white_mw072.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","60","134390","0.0-6.0-1.27","","1101","","trustrating_stim/white_mw084.bmp","4","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","61","134599","0.0-6.0-2.27","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","62","136065","0.0-6.0-1.28","","1352","","trustrating_stim/white_00657_941121_fa_edt.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","63","136275","0.0-6.0-2.28","","null","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","64","137625","0.0-6.0-1.29","","1237","","trustrating_stim/white_mw044.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","65","137826","0.0-6.0-2.29","","null","","trustrating_stim/white_mw044.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","66","139052","0.0-6.0-1.30","","1115","","trustrating_stim/white_mw089.bmp","4","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","67","139260","0.0-6.0-2.30","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","68","140444","0.0-6.0-1.31","","1071","","trustrating_stim/white_mw046.bmp","6","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","69","140657","0.0-6.0-2.31","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","70","141942","0.0-6.0-1.32","","1172","","trustrating_stim/white_mw025.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","71","142150","0.0-6.0-2.32","","null","","trustrating_stim/white_mw025.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","72","143375","0.0-6.0-1.33","","1111","","trustrating_stim/white_mw051.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","73","143588","0.0-6.0-2.33","","null","","trustrating_stim/white_mw051.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","74","144802","0.0-6.0-1.34","","1101","","trustrating_stim/white_00761_941201_fb_edt.bmp","7","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","75","145009","0.0-6.0-2.34","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","76","146134","0.0-6.0-1.35","","1012","","trustrating_stim/white_mw022.bmp","7","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","77","146349","0.0-6.0-2.35","","null","","trustrating_stim/white_mw022.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","78","147632","0.0-6.0-1.36","","1172","","trustrating_stim/white_mw016.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","79","147846","0.0-6.0-2.36","","null","","trustrating_stim/white_mw016.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","80","149091","0.0-6.0-1.37","","1133","","trustrating_stim/white_00897_960530_fb_edt.bmp","4","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","81","149301","0.0-6.0-2.37","","null","","trustrating_stim/white_00897_960530_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","82","150610","0.0-6.0-1.38","","1196","","trustrating_stim/white_00658_941121_fb_edt.bmp","5","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","83","150820","0.0-6.0-2.38","","null","","trustrating_stim/white_00658_941121_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","84","152288","0.0-6.0-1.39","","1355","","trustrating_stim/white_mw082.bmp","8","","","","","","","","",""
"","","","ratingFB","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","image-keyboard-response","85","152498","0.0-6.0-2.39","","null","","trustrating_stim/white_mw082.bmp","null","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","instructions","86","155709","0.0-7.0","[{""page_index"":0,""viewing_time"":3100}]","3100","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_trlrn","Tue May 11 2021 15:48:20 GMT-0400 (Eastern Daylight Time)","835164","Untrustworthy,Trustworthy","instructions","87","438572","0.0-8.0","[{""page_index"":0,""viewing_time"":130535},{""page_index"":1,""viewing_time"":32033},{""page_index"":2,""viewing_time"":15349},{""page_index"":3,""viewing_time"":26340},{""page_index"":4,""viewing_time"":35282},{""page_index"":5,""viewing_time"":24507},{""page_index"":6,""viewing_time"":18700}]","282746","","","","","","","","","","","",""
