"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","2","0.0-0.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","",""
"instructions","1","1297","0.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1294}]","1295","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","","fullscreenenter","2","2403","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","3385","0.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","",""
"instructions","3","5409","0.0-4.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1296},{""page_index"":1,""viewing_time"":727}]","2023","","","","","","","","","","","","","","","",""
"instructions","4","6234","0.0-5.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":824}]","824","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","7110","0.0-6.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","771","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","4","","","","","","","","",""
"image-keyboard-response","6","7314","0.0-6.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","7","7719","0.0-6.0-1.1","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","300","","","","rating","","trustrating_stim/white_mw040.bmp","4","","","","","","","","",""
"image-keyboard-response","8","7923","0.0-6.0-2.1","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw040.bmp","null","","","","","","","","",""
"image-keyboard-response","9","8143","0.0-6.0-1.2","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","117","","","","rating","","trustrating_stim/white_mw012.bmp","4","","","","","","","","",""
"image-keyboard-response","10","8345","0.0-6.0-2.2","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw012.bmp","null","","","","","","","","",""
"image-keyboard-response","11","8538","0.0-6.0-1.3","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","87","","","","rating","","trustrating_stim/white_mw035.bmp","4","","","","","","","","",""
"image-keyboard-response","12","8744","0.0-6.0-2.3","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"image-keyboard-response","13","8972","0.0-6.0-1.4","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","127","","","","rating","","trustrating_stim/white_00120_931230_fa_edt.bmp","4","","","","","","","","",""
"image-keyboard-response","14","9176","0.0-6.0-2.4","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","",""
"instructions","15","9848","0.0-7.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":566}]","566","","","","","","","","","","","","","","","",""
"instructions","16","15662","0.0-8.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":624},{""page_index"":1,""viewing_time"":1123},{""page_index"":2,""viewing_time"":755},{""page_index"":3,""viewing_time"":496},{""page_index"":4,""viewing_time"":597},{""page_index"":5,""viewing_time"":851},{""page_index"":6,""viewing_time"":1265}]","5712","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","16395","0.0-9.0","DAS","bdp_trlrn","Tue Feb 08 2022 19:44:50 GMT-0500 (Eastern Standard Time)","33508","Untrustworthy,Trustworthy","","731","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","",""
