"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","instructions","1","3746","0.0-1.0","[{""page_index"":0,""viewing_time"":3741}]","3742","","","","","","","","","","","","","",""
"fullscreenexit","2","6745","fullscreenexit","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","fullscreen","2","7732","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","3","11436","0.0-3.0-0.0","","3701","","","32","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","instructions","4","25656","0.0-4.0","[{""page_index"":0,""viewing_time"":4210},{""page_index"":1,""viewing_time"":9758}]","13968","","","","","","","","","","","","","",""
"","","","","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","instructions","5","26984","0.0-5.0","[{""page_index"":0,""viewing_time"":1328}]","1328","","","","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","6","30001","0.0-6.0-1.0","","2914","","trustrating_stim/white_00602_940928_fb_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","7","30204","0.0-6.0-2.0","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","8","32558","0.0-6.0-1.1","","2252","","trustrating_stim/white_mw084.bmp","2","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","9","32762","0.0-6.0-2.1","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","10","35133","0.0-6.0-1.2","","2263","","trustrating_stim/white_00299_940422_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","11","35334","0.0-6.0-2.2","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","12","37298","0.0-6.0-1.3","","1858","","trustrating_stim/white_mw033.bmp","2","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","13","37505","0.0-6.0-2.3","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","14","38564","0.0-6.0-1.4","","952","","trustrating_stim/white_mw046.bmp","1","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","15","38769","0.0-6.0-2.4","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","16","40068","0.0-6.0-1.5","","1192","","trustrating_stim/white_mw097.bmp","1","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","17","40273","0.0-6.0-2.5","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","18","41740","0.0-6.0-1.6","","1361","","trustrating_stim/white_mw035.bmp","2","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","19","41946","0.0-6.0-2.6","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","20","43489","0.0-6.0-1.7","","1437","","trustrating_stim/white_00129_931230_fb_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","21","43691","0.0-6.0-2.7","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","22","45700","0.0-6.0-1.8","","1904","","trustrating_stim/white_mw099.bmp","4","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","23","45905","0.0-6.0-2.8","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","24","54205","0.0-6.0-1.9","","8192","","trustrating_stim/white_mw048.bmp","3","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","25","54410","0.0-6.0-2.9","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","26","56090","0.0-6.0-1.10","","1577","","trustrating_stim/white_00519_940519_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","27","56295","0.0-6.0-2.10","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","28","58632","0.0-6.0-1.11","","2230","","trustrating_stim/white_mw089.bmp","3","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","29","58837","0.0-6.0-2.11","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","30","60171","0.0-6.0-1.12","","1227","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","31","60371","0.0-6.0-2.12","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","32","61891","0.0-6.0-1.13","","1414","","trustrating_stim/white_mw060.bmp","4","","","","","","","","","","",""
"","","","ratingFB","61103c2b7810420e5f23f437","bdp_trlrn","Mon Mar 13 2023 23:05:53 GMT-0500 (Central Daylight Time)","1017562","Untrustworthy,Trustworthy","image-keyboard-response","33","62095","0.0-6.0-2.13","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
