"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","","",""
"blur","1","8","blurevent","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","","","","","1","","","","","","","","","","","","","","","",""
"focus","1","5882","focusevent","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","instructions","1","14020","0.0-1.0","","[{""page_index"":0,""viewing_time"":14015}]","14015","","","","","","","","","","","","","",""
"blur","2","18462","blurevent","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","","","","","2","","","","","","","","","","","","","","","",""
"focus","2","29391","focusevent","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"fullscreenenter","2","30515","fullscreenenter","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","fullscreen","2","31473","0.0-2.0","","","","true","","","","","","","","","","","","",""
"","","","","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","instructions","3","42157","0.0-4.0","","[{""page_index"":0,""viewing_time"":6086},{""page_index"":1,""viewing_time"":4597}]","10683","","","","","","","","","","","","","",""
"","","","","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","instructions","4","44779","0.0-5.0","","[{""page_index"":0,""viewing_time"":2621}]","2621","","","","","","","","","","","","","",""
"","","","rating","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","image-keyboard-response","5","48526","0.0-6.0-1.0","","","3633","","trustrating_stim/white_00577_940928_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","image-keyboard-response","6","48738","0.0-6.0-2.0","","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","image-keyboard-response","7","50124","0.0-6.0-1.1","","","1273","","trustrating_stim/white_mw071.bmp","2","","","","","","","","","","",""
"","","","ratingFB","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","image-keyboard-response","8","50333","0.0-6.0-2.1","","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","image-keyboard-response","9","51933","0.0-6.0-1.2","","","1487","","trustrating_stim/white_mw063.bmp","3","","","","","","","","","","",""
"","","","ratingFB","63d42387aba51e699ab9ce5c","bdp_trlrn","Sun Mar 12 2023 16:48:43 GMT-0400 (Eastern Daylight Time)","640219","Trustworthy,Untrustworthy","image-keyboard-response","10","52144","0.0-6.0-2.2","","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
